,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
mini_sim/metrics/unscaled/full_feature/fastmnn_embed,0.8558082756499833,0.7445282567367603,0.6063553803462876,0.9532702138164948,0.9972983752449691,,0.8910730804810361,0.5623827185481787,1.0,0.4371372961727305,0.7680049409484555,1.0,,
mini_pancreas/metrics/scaled/hvg/fastmnn_embed,0.5016550263772442,0.2154471560071232,0.5150674265158092,0.6822495133606871,0.8910137475296595,0.6147600331916752,0.7692343043630618,0.5596883273683488,0.8939577276854178,0.26312074622586423,0.08971215768500951,0.8415991399520782,,
mini_pancreas/metrics/scaled/full_feature/fastmnn_embed,0.5057723052019331,0.194252086238308,0.5153991270027359,0.5920028803854791,0.9044710035652488,0.8002885095897718,0.6652821769231828,0.5649138912558556,0.9367717825542146,0.22704649100117855,0.11805472749530062,0.8551845864933932,,
mini_sim/metrics/scaled/hvg/fastmnn_embed,0.6499750054263278,0.5652780570716438,0.5478074678233547,0.9716060906450602,0.9997875852515968,,0.806141947170728,0.5455644479952753,0.9996778350515464,0.58312283562434,0.6902874781956423,0.9324356586962712,,
mini_sim/metrics/scaled/full_feature/fastmnn_embed,0.5752390628462033,0.4834753837299584,0.5420666119653224,0.9705791986726962,0.9996590945782704,,0.7260274421775214,0.5452240784652531,1.0,0.573649083130662,0.7153435712906641,0.8777041810308089,,
mini_pancreas/metrics/unscaled/hvg/fastmnn_full,0.6348312278556344,0.2946252097359988,0.5327667742967606,0.7180727967605907,0.7001501634795884,0.4566825860598466,0.784995139336612,0.5693905707448721,0.7172812800073238,0.014578602495993074,0.0007487702161241098,0.9883310374097478,0.34572223966004306,
mini_pancreas/metrics/unscaled/full_feature/fastmnn_full,0.6365455845500027,0.2725154423088955,0.5336250811815262,0.5760530276862434,0.4543542291750655,0.5215664012044848,0.7826780707610264,0.585750337690115,0.6595748477246214,0.04084867238853551,7.401486830834377e-17,0.9947198562054796,0.33701102204408817,
mini_sim/metrics/unscaled/hvg/fastmnn_full,0.8560145862226264,0.7453717028238519,0.6130808740854263,0.9591473189509316,0.9974933131341748,,0.8985507246376812,0.567660691216588,1.0,0.5526278550992997,0.7346503766124144,1.0,0.28456166549967404,
mini_sim/metrics/unscaled/full_feature/fastmnn_full,0.8558082756499833,0.7445282567367603,0.6063553914427757,0.9532702136413801,0.9972983762588206,,0.8910730804810361,0.5623827185481787,1.0,0.4371608326933023,0.7736448543536851,1.0,0.2309724348294984,
mini_pancreas/metrics/scaled/hvg/fastmnn_full,0.5016550263772442,0.2154471560071232,0.5150674283504486,0.6822495134353657,0.8910137602659549,0.6147602027712582,0.7692343043630618,0.5596883273683488,0.8939577276854178,0.2631192705823208,0.09443919767285996,0.8481745436310283,0.3120190380761523,
mini_pancreas/metrics/scaled/full_feature/fastmnn_full,0.5069964516517341,0.194661769672383,0.515400723554194,0.5919968191512823,0.9044710235681964,0.8002882491706264,0.665467586032413,0.5649138912558556,0.9367717825542146,0.2274552761514802,0.11891742652298333,0.8555053415023833,0.16335582812210767,
mini_sim/metrics/scaled/hvg/fastmnn_full,0.6499750054263278,0.5652780570716438,0.5478074811398983,0.9716060895804624,0.9997875875223746,,0.806141947170728,0.5455644479952753,0.9996778350515464,0.5830674611144182,0.6886603574289629,0.9346523288894228,0.25764681974390546,
mini_sim/metrics/scaled/full_feature/fastmnn_full,0.5752390628462033,0.4834753837299584,0.5420666188001633,0.9705792002845276,0.9996590941088128,,0.7260274421775214,0.5452240784652531,1.0,0.5736496258724347,0.7164092257312702,0.8837455667852241,0.1954873602626941,
mini_pancreas/metrics/unscaled/full_feature/unintegrated_full,0.5728320062734783,0.252502257449787,0.41980326175689703,0.2702098218314094,0.0,1.0,0.6661540302187919,0.4829481015913189,0.5527449742455306,0.04066828099814379,0.0,0.9728820557829528,1.0,
mini_sim/metrics/unscaled/full_feature/unintegrated_full,0.6430461712146321,0.3159812660385929,0.5462411269545555,0.5929831198569735,0.0,,0.4272344852748833,0.5283446116372943,0.24374725906379666,0.10087699592874944,0.0,0.9963561556374456,1.0,
