CellID,celltype,tech,UMAP1,UMAP2
HP1506401_O16,acinar,smartseq2,5.632359,3.054021
human3_lib2.final_cell_0267,acinar,inDrop,-0.5106583,-10.422544
human3_lib3.final_cell_0703,acinar,inDrop,0.94026417,-9.715171
human3_lib2.final_cell_0109,acinar,inDrop,0.07638133,-9.741874
D30.2_53,acinar,celseq2,7.0609093,4.50266
human3_lib4.final_cell_0171,acinar,inDrop,0.26790118,-8.355074
HP1506401_N23,acinar,smartseq2,6.3183007,3.1853764
D28.3_51,acinar,celseq2,7.1388226,4.2762556
human3_lib2.final_cell_0134,acinar,inDrop,-0.25520474,-9.497323
human1_lib2.final_cell_0582,acinar,inDrop,0.58935785,-8.4549885
D28.5_37,acinar,celseq2,5.4600253,4.037685
human3_lib1.final_cell_0212,acinar,inDrop,0.90443105,-9.662969
D28.3_90,acinar,celseq2,5.3370414,3.5855305
human3_lib2.final_cell_0675,acinar,inDrop,-0.4663849,-8.708986
D31.1_21,acinar,celseq2,5.160212,4.3617134
human3_lib3.final_cell_0205,acinar,inDrop,0.05553047,-8.1562605
human3_lib4.final_cell_0184,acinar,inDrop,0.1828516,-8.335898
human3_lib3.final_cell_0079,acinar,inDrop,-1.1704165,-9.822254
human3_lib2.final_cell_0060,acinar,inDrop,-0.483828,-8.9435425
human3_lib1.final_cell_0204,acinar,inDrop,-0.36492565,-8.805492
HP1506401_N9,acinar,smartseq2,5.5228505,3.0279334
HP1526901T2D_H2,acinar,smartseq2,6.9758015,4.402607
human3_lib4.final_cell_0070,acinar,inDrop,-0.6949135,-8.225293
human3_lib3.final_cell_0415,acinar,inDrop,-1.1458877,-8.303776
HP1525301T2D_F10,acinar,smartseq2,7.183452,4.2379575
D31.5_69,acinar,celseq2,5.039828,4.4691877
human3_lib3.final_cell_0208,acinar,inDrop,-0.23875825,-8.355782
human3_lib1.final_cell_0038,acinar,inDrop,-1.0789399,-10.446725
human3_lib4.final_cell_0533,acinar,inDrop,0.23223265,-9.1366625
human1_lib3.final_cell_0231,acinar,inDrop,-0.20799807,-8.198802
HP1504101T2D_C11,acinar,smartseq2,7.3172708,3.7330308
human3_lib3.final_cell_0066,acinar,inDrop,-0.20794825,-8.729058
human3_lib4.final_cell_0108,acinar,inDrop,-0.8762422,-9.619397
D30.7_1,acinar,celseq2,6.892956,3.6946182
human3_lib3.final_cell_0301,acinar,inDrop,-0.98257345,-9.570307
human3_lib4.final_cell_0149,acinar,inDrop,0.8530891,-9.965932
HP1508501T2D_B14,acinar,smartseq2,6.9049845,3.6465719
human3_lib4.final_cell_0003,acinar,inDrop,-0.11371355,-9.777246
human3_lib3.final_cell_0266,acinar,inDrop,6.5092893,-10.18895
human3_lib1.final_cell_0373,acinar,inDrop,-0.20128989,-9.228853
D30.7_24,acinar,celseq2,5.390754,4.6070814
human3_lib1.final_cell_0172,acinar,inDrop,-1.7801577,-9.165471
human3_lib2.final_cell_0003,acinar,inDrop,-0.20077656,-8.29028
AZ_F6,acinar,smartseq2,6.132699,3.392762
HP1508501T2D_I10,acinar,smartseq2,7.310639,3.8311183
human3_lib3.final_cell_0166,acinar,inDrop,0.4753271,-9.721822
human3_lib2.final_cell_0101,acinar,inDrop,-1.120305,-10.2784195
HP1508501T2D_G17,acinar,smartseq2,6.7327456,3.732386
HP1525301T2D_L5,acinar,smartseq2,6.788512,4.615717
human3_lib2.final_cell_0277,acinar,inDrop,-1.2749517,-9.413328
D28.6_63,acinar,celseq2,6.641602,3.9850562
human3_lib3.final_cell_0045,acinar,inDrop,0.24281338,-10.487605
HP1502401_G18,acinar,smartseq2,6.500429,4.231733
human3_lib1.final_cell_0483,acinar,inDrop,-0.34035784,-9.286272
human3_lib4.final_cell_0575,acinar,inDrop,0.6550644,-9.612796
human3_lib4.final_cell_0519,acinar,inDrop,-0.3076497,-8.010241
human3_lib4.final_cell_0512,acinar,inDrop,-0.26938596,-8.595028
human3_lib4.final_cell_0615,acinar,inDrop,-7.396202,-4.931654
human3_lib4.final_cell_0555,acinar,inDrop,-0.024634788,-9.060483
human3_lib3.final_cell_0803,acinar,inDrop,0.20121866,-8.403154
human3_lib1.final_cell_0013,acinar,inDrop,-0.5809016,-10.411636
D31.2_75,acinar,celseq2,6.424456,3.3165886
HP1506401_B14,acinar,smartseq2,5.5737863,3.0065901
human3_lib2.final_cell_0006,acinar,inDrop,-0.55050313,-10.628623
human3_lib1.final_cell_0300,acinar,inDrop,0.54911774,-8.470713
D30.3_91,acinar,celseq2,6.114138,4.4259167
human3_lib4.final_cell_0155,acinar,inDrop,0.21006969,-9.385257
human3_lib1.final_cell_0307,acinar,inDrop,-1.4987601,-9.651273
human3_lib3.final_cell_0551,acinar,inDrop,0.75758773,-9.68865
human3_lib2.final_cell_0069,acinar,inDrop,-1.4248118,-9.123892
human3_lib3.final_cell_0111,acinar,inDrop,-0.93589926,-9.756139
human3_lib4.final_cell_0087,acinar,inDrop,-0.84197444,-9.764569
human3_lib2.final_cell_0299,acinar,inDrop,0.2606089,-10.067296
human3_lib2.final_cell_0108,acinar,inDrop,-1.2389418,-8.977411
HP1506401_J2,acinar,smartseq2,6.971809,3.606825
D31.5_70,acinar,celseq2,5.9893436,3.6300213
human3_lib1.final_cell_0214,acinar,inDrop,0.64747334,-9.073796
human3_lib2.final_cell_0107,acinar,inDrop,0.26855612,-9.628129
human3_lib4.final_cell_0742,acinar,inDrop,0.6660739,-9.24257
human1_lib3.final_cell_0043,acinar,inDrop,-0.6668056,-7.956385
human3_lib1.final_cell_0035,acinar,inDrop,0.07397714,-8.037572
human3_lib3.final_cell_0685,acinar,inDrop,0.21526767,-10.301092
human1_lib3.final_cell_0469,acinar,inDrop,-2.2405643,-0.6630463
HP1502401_C1,acinar,smartseq2,6.591855,4.457133
HP1506401_N5,acinar,smartseq2,5.215535,3.1999083
D31.7_77,acinar,celseq2,6.143034,3.6873636
human1_lib1.final_cell_0436,acinar,inDrop,0.37585506,-8.186922
D31.6_9,acinar,celseq2,6.7655506,4.5707335
human3_lib2.final_cell_0020,acinar,inDrop,-1.5086963,-10.277524
human3_lib2.final_cell_0180,acinar,inDrop,0.607994,-10.292387
human3_lib3.final_cell_0139,acinar,inDrop,0.03315948,-9.420747
D28.3_25,acinar,celseq2,6.4604425,3.8090482
human3_lib1.final_cell_0268,acinar,inDrop,-0.23365325,-9.178935
human3_lib4.final_cell_0746,acinar,inDrop,0.540638,-9.453273
human3_lib1.final_cell_0006,acinar,inDrop,-1.2699192,-10.436499
human3_lib3.final_cell_0227,acinar,inDrop,-1.2788696,-10.012366
human3_lib3.final_cell_0059,acinar,inDrop,-1.5087051,-9.883952
HP1502401_J2,acinar,smartseq2,6.810045,4.6750145
human3_lib2.final_cell_0135,acinar,inDrop,-1.045456,-9.672688
D28.7_51,acinar,celseq2,6.699129,3.9875727
HP1506401_L22,acinar,smartseq2,4.3860955,3.625489
D31.4_70,acinar,celseq2,6.9474955,3.6012666
human3_lib2.final_cell_0027,acinar,inDrop,-0.8209847,-10.516886
human3_lib2.final_cell_0019,acinar,inDrop,-0.41567165,-8.714185
human3_lib4.final_cell_0783,acinar,inDrop,0.37907493,-9.018702
D31.6_53,acinar,celseq2,6.8905773,4.321976
human3_lib2.final_cell_0586,acinar,inDrop,0.6477392,-9.102912
D28.4_63,acinar,celseq2,5.670481,2.9716651
D28.3_91,acinar,celseq2,6.7629504,3.6514
HP1508501T2D_F21,acinar,smartseq2,6.7891054,4.362201
human1_lib2.final_cell_0616,acinar,inDrop,0.56218344,-8.228819
human3_lib2.final_cell_0082,acinar,inDrop,-0.8845722,-9.382632
human3_lib1.final_cell_0022,acinar,inDrop,-0.0749968,-8.239141
human1_lib3.final_cell_0020,acinar,inDrop,-0.7594014,-9.26408
human3_lib3.final_cell_0243,acinar,inDrop,0.11748247,-8.282821
human3_lib4.final_cell_0195,acinar,inDrop,0.21831138,-9.927346
HP1508501T2D_A11,acinar,smartseq2,6.2741795,4.003182
D31.3_73,acinar,celseq2,5.629117,3.893561
human3_lib3.final_cell_0019,acinar,inDrop,0.38804865,-10.5483
human3_lib4.final_cell_0131,acinar,inDrop,-0.1788092,-10.430701
human3_lib3.final_cell_0157,acinar,inDrop,0.048600662,-10.324349
human3_lib3.final_cell_0241,acinar,inDrop,0.1022816,-8.799788
human1_lib1.final_cell_0029,acinar,inDrop,0.61322933,-8.621081
human3_lib3.final_cell_0031,acinar,inDrop,-0.12577525,-8.254311
HP1526901T2D_K17,acinar,smartseq2,6.9896293,4.069566
D28.4_4,acinar,celseq2,-4.41441,8.49128
HP1506401_O21,acinar,smartseq2,5.8565626,3.064157
D31.6_21,acinar,celseq2,4.8631186,3.6123047
human3_lib3.final_cell_0651,acinar,inDrop,-1.6428146,-0.9015323
human1_lib3.final_cell_0600,acinar,inDrop,-0.7850026,-8.382904
human3_lib1.final_cell_0439,acinar,inDrop,0.611807,-8.430127
human3_lib3.final_cell_0068,acinar,inDrop,-0.20912607,-10.039494
human1_lib2.final_cell_0404,acinar,inDrop,0.32420906,-8.186597
D30.5_36,acinar,celseq2,7.261895,4.3693166
human3_lib4.final_cell_0039,acinar,inDrop,-1.2067152,-10.487977
D28.5_77,acinar,celseq2,5.515833,4.2451844
human3_lib2.final_cell_0800,acinar,inDrop,-0.13320306,-8.240047
D30.8_63,acinar,celseq2,6.0247993,4.6069503
human3_lib2.final_cell_0174,acinar,inDrop,-0.37396634,-9.996707
human3_lib4.final_cell_0076,acinar,inDrop,0.33245376,-10.091254
human1_lib2.final_cell_0111,acinar,inDrop,-0.7625645,-9.290655
human3_lib4.final_cell_0080,acinar,inDrop,-0.30013606,-8.537789
human3_lib1.final_cell_0050,acinar,inDrop,-0.38986844,-10.047645
human3_lib1.final_cell_0389,acinar,inDrop,0.78102154,-9.658326
human3_lib4.final_cell_0636,acinar,inDrop,-3.6637344,-1.8923857
human3_lib1.final_cell_0131,acinar,inDrop,-0.5989071,-8.34387
D30.4_81,acinar,celseq2,5.339083,3.121339
D31.7_11,acinar,celseq2,6.134649,3.94819
human3_lib3.final_cell_0094,acinar,inDrop,0.15495066,-10.583482
human3_lib3.final_cell_0126,acinar,inDrop,0.113956116,-9.896113
D31.8_11,acinar,celseq2,5.874687,4.5214505
human3_lib2.final_cell_0466,acinar,inDrop,-1.1969428,-9.445937
human3_lib1.final_cell_0360,acinar,inDrop,0.33629158,-9.807533
D31.5_4,acinar,celseq2,5.2260704,4.4645567
human3_lib4.final_cell_0005,acinar,inDrop,0.4690514,-10.307084
human3_lib3.final_cell_0060,acinar,inDrop,-0.9210985,-9.889735
human3_lib3.final_cell_0162,acinar,inDrop,0.4924673,-10.116441
human3_lib4.final_cell_0355,acinar,inDrop,0.7334952,-9.186706
human3_lib2.final_cell_0226,acinar,inDrop,-0.9639528,-10.370525
D28.5_54,acinar,celseq2,6.410707,4.029121
HP1506401_B5,acinar,smartseq2,6.9290833,3.4258835
human3_lib3.final_cell_0268,acinar,inDrop,0.11500326,-9.641251
human3_lib2.final_cell_0421,acinar,inDrop,0.14018051,-9.564584
human3_lib4.final_cell_0111,acinar,inDrop,0.35362825,-9.476743
human3_lib3.final_cell_0072,acinar,inDrop,-0.9769238,-10.244018
HP1525301T2D_F5,acinar,smartseq2,7.3311453,4.1656137
human3_lib2.final_cell_0093,acinar,inDrop,0.005018528,-10.5398245
human3_lib4.final_cell_0371,acinar,inDrop,-1.0442249,-9.51387
D30.2_1,acinar,celseq2,-6.568744,-6.2368546
human3_lib3.final_cell_0047,acinar,inDrop,-0.7917397,-10.040914
HP1506401_N15,acinar,smartseq2,4.7121644,3.7419822
human3_lib3.final_cell_0272,acinar,inDrop,0.33491617,-9.911664
human3_lib4.final_cell_0008,acinar,inDrop,-1.1414888,-10.478322
human3_lib4.final_cell_0549,acinar,inDrop,-0.16562274,-8.276574
human3_lib4.final_cell_0020,acinar,inDrop,-0.38169283,-10.503327
HP1506401_L11,acinar,smartseq2,5.268888,3.2054496
human3_lib2.final_cell_0078,acinar,inDrop,-0.73746747,-10.212392
human3_lib4.final_cell_0207,acinar,inDrop,0.5901294,-9.721647
human3_lib1.final_cell_0063,acinar,inDrop,-0.4040542,-9.266283
human3_lib2.final_cell_0090,acinar,inDrop,0.024856433,-9.720968
human3_lib1.final_cell_0014,acinar,inDrop,-1.3001444,-10.279094
human3_lib4.final_cell_0065,acinar,inDrop,-0.4417252,-8.463825
human3_lib3.final_cell_0004,acinar,inDrop,0.009495317,-10.382819
HP1506401_P17,acinar,smartseq2,4.569983,3.7044516
human3_lib3.final_cell_0089,acinar,inDrop,-0.22812344,-10.290347
human2_lib2.final_cell_0154,acinar,inDrop,-2.3863196,-2.146701
HP1506401_G14,acinar,smartseq2,6.2042747,3.042608
D28.1_87,acinar,celseq2,6.058858,3.0805237
human3_lib2.final_cell_0076,acinar,inDrop,-1.2282519,-9.56042
HP1506401_O18,acinar,smartseq2,5.3320756,3.12268
human3_lib1.final_cell_0195,acinar,inDrop,0.32636794,-8.570706
D28.3_31,acinar,celseq2,5.207984,3.2525017
HP1525301T2D_D10,acinar,smartseq2,6.0856624,4.1399302
human3_lib3.final_cell_0646,acinar,inDrop,0.5892622,-9.454725
HP1508501T2D_O7,acinar,smartseq2,5.833231,4.058793
human3_lib2.final_cell_0608,acinar,inDrop,-2.5877762,-2.042139
human1_lib1.final_cell_0012,acinar,inDrop,-0.4341303,-9.537686
D30.2_17,acinar,celseq2,6.7664285,4.451801
D30.3_45,acinar,celseq2,5.6183715,4.5917044
human3_lib4.final_cell_0043,acinar,inDrop,0.11280918,-9.14335
human3_lib2.final_cell_0213,acinar,inDrop,-0.040763527,-9.0378065
AZ_H10,acinar,smartseq2,7.1914926,3.8848894
human3_lib2.final_cell_0033,acinar,inDrop,0.23675607,-8.574526
human3_lib2.final_cell_0052,acinar,inDrop,-0.7452493,-8.896913
human3_lib4.final_cell_0407,acinar,inDrop,-0.7452837,-7.968927
human3_lib3.final_cell_0207,acinar,inDrop,-0.6384809,-9.698971
human3_lib1.final_cell_0011,acinar,inDrop,-0.8093246,-10.229818
human3_lib3.final_cell_0355,acinar,inDrop,-0.6882253,-8.951925
D31.3_40,acinar,celseq2,5.1665926,4.276668
HP1506401_N1,acinar,smartseq2,5.1266694,4.1595635
D28.4_86,acinar,celseq2,6.6756897,3.3241847
human3_lib1.final_cell_0057,acinar,inDrop,-0.36215618,-8.797386
human3_lib4.final_cell_0056,acinar,inDrop,0.23551762,-9.198697
human3_lib1.final_cell_0560,acinar,inDrop,0.34881568,-8.623004
human3_lib1.final_cell_0440,acinar,inDrop,0.5959131,-8.868183
human3_lib3.final_cell_0406,acinar,inDrop,-0.6356984,-9.20369
human3_lib2.final_cell_0469,acinar,inDrop,0.78614324,-9.641721
HP1502401_E20,acinar,smartseq2,6.967447,4.5333323
human3_lib2.final_cell_0119,acinar,inDrop,-0.09475092,-10.061085
HP1526901T2D_N4,acinar,smartseq2,6.133284,3.648879
D28.2_42,acinar,celseq2,6.746867,3.3090644
human3_lib2.final_cell_0486,acinar,inDrop,0.30948365,-8.57013
D30.2_43,acinar,celseq2,6.539723,4.422274
human3_lib1.final_cell_0196,acinar,inDrop,0.21806212,-9.90102
human3_lib1.final_cell_0119,acinar,inDrop,-0.55738837,-9.900055
human3_lib4.final_cell_0418,acinar,inDrop,0.19923675,-8.744023
HP1525301T2D_C7,acinar,smartseq2,7.141029,4.371844
D31.8_27,acinar,celseq2,5.631967,4.406391
HP1508501T2D_N13,acinar,smartseq2,6.581852,3.6896954
human1_lib1.final_cell_0001,acinar,inDrop,0.07449452,-8.409835
human3_lib1.final_cell_0326,acinar,inDrop,-0.11088568,-8.773045
human3_lib3.final_cell_0144,acinar,inDrop,-0.2653829,-8.726451
human3_lib3.final_cell_0176,acinar,inDrop,-1.1056998,-9.587952
human3_lib4.final_cell_0044,acinar,inDrop,-1.3701212,-9.866131
human3_lib2.final_cell_0260,acinar,inDrop,0.3673336,-8.480531
human3_lib2.final_cell_0097,acinar,inDrop,0.019834207,-8.284899
human3_lib4.final_cell_0049,acinar,inDrop,-0.7561262,-9.66406
human3_lib4.final_cell_0146,acinar,inDrop,-0.64714366,-10.25278
human3_lib3.final_cell_0062,acinar,inDrop,-0.33406147,-8.371169
HP1506401_E18,acinar,smartseq2,6.5463066,3.1084924
human3_lib1.final_cell_0084,acinar,inDrop,-0.021563675,-10.479392
human1_lib3.final_cell_0143,acinar,inDrop,-0.544868,-9.302271
human1_lib2.final_cell_0278,acinar,inDrop,0.3550821,-8.705069
human3_lib3.final_cell_0192,acinar,inDrop,-0.10604295,-9.421421
human3_lib1.final_cell_0082,acinar,inDrop,-0.9569117,-10.0638
human3_lib4.final_cell_0029,acinar,inDrop,-1.5584465,-9.838118
human1_lib3.final_cell_0447,acinar,inDrop,0.28860715,-9.191502
human3_lib3.final_cell_0453,acinar,inDrop,0.70121527,-9.758744
human3_lib3.final_cell_0610,acinar,inDrop,0.29676098,-8.220707
human1_lib2.final_cell_0005,acinar,inDrop,-0.6583261,-9.623601
human3_lib4.final_cell_0142,acinar,inDrop,-0.121748365,-9.955768
HP1506401_M8,acinar,smartseq2,5.4999895,3.9350944
human3_lib3.final_cell_0203,acinar,inDrop,0.5408379,-9.506419
human1_lib3.final_cell_0541,acinar,inDrop,-6.759337,-2.659607
human3_lib3.final_cell_0029,acinar,inDrop,-1.2004116,-10.3924055
D28.4_54,acinar,celseq2,7.322576,3.8951335
D28.4_67,acinar,celseq2,6.941093,4.651725
D28.2_87,acinar,celseq2,7.168581,3.876748
D28.7_62,acinar,celseq2,7.315605,4.2745857
human3_lib1.final_cell_0197,acinar,inDrop,-0.20960653,-9.513865
HP1508501T2D_D18,acinar,smartseq2,7.109981,4.2558985
human3_lib2.final_cell_0158,acinar,inDrop,-0.24295881,-9.547599
HP1504101T2D_K19,acinar,smartseq2,6.945483,3.8312457
human3_lib4.final_cell_0270,acinar,inDrop,-0.09535676,-10.0866585
human3_lib3.final_cell_0096,acinar,inDrop,-0.3430389,-9.927137
human3_lib3.final_cell_0473,acinar,inDrop,0.93871576,-9.350334
human3_lib4.final_cell_0665,acinar,inDrop,0.77280647,-9.752216
human3_lib4.final_cell_0794,acinar,inDrop,0.109374814,-8.235128
D29.7_49,acinar,celseq2,5.0966864,4.0444474
human3_lib2.final_cell_0017,acinar,inDrop,-0.081000224,-10.074946
human3_lib3.final_cell_0046,acinar,inDrop,0.09623974,-10.275123
human3_lib4.final_cell_0063,acinar,inDrop,0.46325102,-10.410329
human3_lib3.final_cell_0478,acinar,inDrop,0.10559894,-9.096395
human3_lib4.final_cell_0032,acinar,inDrop,-0.97318035,-10.466673
human1_lib2.final_cell_0126,acinar,inDrop,0.72610885,-8.612984
HP1506401_C7,acinar,smartseq2,7.012784,3.6238542
human3_lib1.final_cell_0078,acinar,inDrop,-0.3089493,-10.264871
human3_lib4.final_cell_0019,acinar,inDrop,-1.2002556,-9.643895
human3_lib1.final_cell_0150,acinar,inDrop,-1.2932551,-9.444428
human3_lib2.final_cell_0102,acinar,inDrop,0.63959694,-10.240154
human3_lib2.final_cell_0506,acinar,inDrop,0.8867259,-9.391724
human3_lib1.final_cell_0476,acinar,inDrop,-0.79702663,-9.214827
human3_lib1.final_cell_0603,acinar,inDrop,0.30548525,-9.029301
HP1525301T2D_C23,acinar,smartseq2,6.4984355,3.8062255
human3_lib4.final_cell_0064,acinar,inDrop,-0.046315443,-8.861539
D31.2_53,acinar,celseq2,6.951798,4.2936344
human3_lib2.final_cell_0049,acinar,inDrop,-0.22302282,-10.458881
human3_lib2.final_cell_0763,acinar,inDrop,-0.46520782,-8.972268
human3_lib2.final_cell_0257,acinar,inDrop,-0.17782247,-7.970227
HP1526901T2D_I12,acinar,smartseq2,7.108871,4.4298306
human1_lib3.final_cell_0025,acinar,inDrop,0.33907253,-9.377899
human1_lib3.final_cell_0628,acinar,inDrop,0.5619868,-8.772031
human3_lib4.final_cell_0006,acinar,inDrop,-1.3556424,-10.249643
human3_lib1.final_cell_0089,acinar,inDrop,-0.18362968,-10.119414
human3_lib1.final_cell_0419,acinar,inDrop,0.45929134,-9.754319
human3_lib4.final_cell_0126,acinar,inDrop,-0.029854145,-9.888177
human3_lib4.final_cell_0002,acinar,inDrop,-1.0706941,-10.278956
human3_lib2.final_cell_0039,acinar,inDrop,0.15664995,-10.382874
HP1506401_K6,acinar,smartseq2,7.103671,3.8576267
D31.2_87,acinar,celseq2,5.550699,4.550429
D30.1_72,acinar,celseq2,5.845713,4.1016884
human3_lib1.final_cell_0025,acinar,inDrop,-0.53484476,-10.505982
human3_lib4.final_cell_0106,acinar,inDrop,-0.12481079,-9.370344
human3_lib2.final_cell_0023,acinar,inDrop,-1.2941791,-10.105958
D31.2_26,acinar,celseq2,4.5599008,3.6187408
HP1502401_M8,acinar,smartseq2,6.2335343,4.4831963
human3_lib3.final_cell_0795,acinar,inDrop,-0.16533312,-8.521756
human3_lib3.final_cell_0006,acinar,inDrop,-0.94088084,-10.430004
human3_lib1.final_cell_0625,acinar,inDrop,0.03276253,-8.62192
human3_lib4.final_cell_0342,acinar,inDrop,-0.09677814,-8.513145
HP1506401_B6,acinar,smartseq2,5.853545,4.0959125
D31.6_13,acinar,celseq2,6.299386,4.1730065
human3_lib2.final_cell_0235,acinar,inDrop,-0.95252466,-9.220168
D31.3_23,acinar,celseq2,5.1215835,4.432626
HP1502401_K12,acinar,smartseq2,5.5896072,4.6330295
human3_lib1.final_cell_0698,acinar,inDrop,0.37433678,-9.26707
human3_lib2.final_cell_0266,acinar,inDrop,-1.1051832,-7.5269203
human3_lib3.final_cell_0664,acinar,inDrop,0.7405266,-9.160211
human3_lib2.final_cell_0009,acinar,inDrop,-0.7693993,-10.246094
human3_lib1.final_cell_0168,acinar,inDrop,0.55906075,-9.960945
HP1504101T2D_I6,acinar,smartseq2,6.8260126,4.0483685
human3_lib3.final_cell_0467,acinar,inDrop,0.56403255,-9.885791
human1_lib3.final_cell_0007,acinar,inDrop,-0.19945997,-10.030506
human3_lib3.final_cell_0056,acinar,inDrop,-0.46310157,-9.984354
human3_lib1.final_cell_0484,acinar,inDrop,-0.16347793,-9.733408
human3_lib4.final_cell_0074,acinar,inDrop,-1.4290801,-10.056756
D31.7_9,acinar,celseq2,5.4611535,4.522755
human3_lib1.final_cell_0732,acinar,inDrop,0.20802647,-8.247916
human4_lib1.final_cell_0115,acinar,inDrop,-1.2430614,-9.11759
human3_lib4.final_cell_0706,acinar,inDrop,0.3019931,-8.86156
human3_lib4.final_cell_0445,acinar,inDrop,0.6575397,-8.556317
human3_lib2.final_cell_0638,acinar,inDrop,0.5073202,-9.471838
human3_lib4.final_cell_0459,acinar,inDrop,0.20754687,-8.115603
human3_lib3.final_cell_0042,acinar,inDrop,-0.42621022,-9.423404
human3_lib1.final_cell_0447,acinar,inDrop,-1.1340866,-8.496434
human3_lib4.final_cell_0170,acinar,inDrop,-0.12948877,-8.338492
D28.6_74,acinar,celseq2,6.732462,3.6111436
human3_lib4.final_cell_0356,acinar,inDrop,-0.43101534,-8.455403
human1_lib3.final_cell_0508,acinar,inDrop,-0.4653043,-8.252464
human3_lib4.final_cell_0662,acinar,inDrop,-0.09529699,-8.704196
human3_lib3.final_cell_0536,acinar,inDrop,-0.6299764,-9.17469
human3_lib3.final_cell_0027,acinar,inDrop,-0.37776634,-10.351638
