,celltype,tech,UMAP1,UMAP2
human3_lib4.final_cell_0533,acinar,inDrop,-2.52608,-14.853783
human1_lib3.final_cell_0231,acinar,inDrop,-0.8081148,-15.155672
HP1504101T2D_C11,acinar,smartseq2,-3.3143885,-13.544477
human3_lib3.final_cell_0066,acinar,inDrop,-1.2248405,-13.001025
human3_lib4.final_cell_0108,acinar,inDrop,-0.9452017,-14.306916
D30.7_1,acinar,celseq2,-0.9462391,-13.09681
human3_lib3.final_cell_0301,acinar,inDrop,-2.8575828,-12.091594
human3_lib4.final_cell_0149,acinar,inDrop,-0.18857755,-14.141376
HP1508501T2D_B14,acinar,smartseq2,-0.01760219,-14.204705
human3_lib4.final_cell_0003,acinar,inDrop,-4.1141067,-7.275842
human3_lib3.final_cell_0266,acinar,inDrop,-1.9840932,-11.975786
human3_lib1.final_cell_0373,acinar,inDrop,-3.3460624,-13.779732
D30.7_24,acinar,celseq2,-0.28063503,-14.088801
human3_lib1.final_cell_0172,acinar,inDrop,-1.8251137,-13.441733
human3_lib2.final_cell_0003,acinar,inDrop,-1.6507936,-14.858418
AZ_F6,acinar,smartseq2,-0.7166332,-13.055154
HP1508501T2D_I10,acinar,smartseq2,-2.912908,-13.836799
human3_lib3.final_cell_0166,acinar,inDrop,-2.7643092,-12.767446
human3_lib2.final_cell_0101,acinar,inDrop,-3.1846278,-13.721945
HP1508501T2D_G17,acinar,smartseq2,-3.0995824,-14.202044
HP1525301T2D_L5,acinar,smartseq2,-1.7348661,-15.445679
human3_lib2.final_cell_0277,acinar,inDrop,-1.3022671,-15.721819
D28.6_63,acinar,celseq2,-0.95862925,-12.909642
human3_lib3.final_cell_0045,acinar,inDrop,-0.18851131,-13.007104
HP1502401_G18,acinar,smartseq2,-1.8563726,-11.984399
human3_lib1.final_cell_0483,acinar,inDrop,-1.3818201,-14.649762
human3_lib4.final_cell_0575,acinar,inDrop,-0.8215758,-15.400277
human3_lib4.final_cell_0519,acinar,inDrop,-1.9745293,-12.249111
human3_lib4.final_cell_0512,acinar,inDrop,-1.8745321,-15.214256
human3_lib4.final_cell_0615,acinar,inDrop,-1.5864798,-15.113766
human3_lib4.final_cell_0555,acinar,inDrop,-0.085348755,-14.277268
human3_lib3.final_cell_0803,acinar,inDrop,-1.0566032,-14.218413
human3_lib1.final_cell_0013,acinar,inDrop,-0.36822942,-14.1365
D31.2_75,acinar,celseq2,-2.296514,-15.111018
HP1506401_B14,acinar,smartseq2,-1.7707455,-11.992643
human3_lib2.final_cell_0006,acinar,inDrop,-0.5203507,-13.980543
human3_lib1.final_cell_0300,acinar,inDrop,-7.2282314,-7.3468184
D30.3_91,acinar,celseq2,-3.1106143,-12.578697
human3_lib4.final_cell_0155,acinar,inDrop,-0.29632524,-12.812638
human3_lib1.final_cell_0307,acinar,inDrop,-2.3245575,-14.897329
human3_lib3.final_cell_0551,acinar,inDrop,-1.5418854,-12.3734665
human3_lib2.final_cell_0069,acinar,inDrop,-2.4367309,-14.943756
human3_lib3.final_cell_0111,acinar,inDrop,-1.7291466,-13.07286
human3_lib4.final_cell_0087,acinar,inDrop,-1.9678051,-15.4007435
human3_lib2.final_cell_0299,acinar,inDrop,-0.23897637,-14.104911
human3_lib2.final_cell_0108,acinar,inDrop,-2.9661787,-11.778774
HP1506401_J2,acinar,smartseq2,-1.2641674,-15.188209
D31.5_70,acinar,celseq2,-0.43027255,-14.0110655
human3_lib1.final_cell_0214,acinar,inDrop,-0.5328424,-13.017979
human3_lib2.final_cell_0107,acinar,inDrop,-4.6577826,-7.4086275
human3_lib4.final_cell_0742,acinar,inDrop,-2.5070014,-14.775788
human1_lib3.final_cell_0043,acinar,inDrop,-0.850395,-14.747595
human3_lib1.final_cell_0035,acinar,inDrop,-0.3626717,-14.609591
human3_lib3.final_cell_0685,acinar,inDrop,-3.2765028,-13.136489
human1_lib3.final_cell_0469,acinar,inDrop,-1.6256852,-13.181176
HP1502401_C1,acinar,smartseq2,-0.5185823,-14.409489
HP1506401_N5,acinar,smartseq2,-2.3426306,-15.273866
D31.7_77,acinar,celseq2,-1.0228338,-14.965869
human1_lib1.final_cell_0436,acinar,inDrop,-1.1750306,-12.901959
D31.6_9,acinar,celseq2,-2.2168734,-13.594606
human3_lib2.final_cell_0020,acinar,inDrop,-1.3884547,-15.433156
human3_lib2.final_cell_0180,acinar,inDrop,0.021406772,-13.347958
human3_lib3.final_cell_0139,acinar,inDrop,-1.7360142,-15.454906
D28.3_25,acinar,celseq2,-2.214359,-13.853309
human3_lib1.final_cell_0268,acinar,inDrop,-0.9330522,-14.385525
human3_lib4.final_cell_0746,acinar,inDrop,-3.0692768,-13.734629
human3_lib1.final_cell_0006,acinar,inDrop,-1.7519875,-15.594014
human3_lib3.final_cell_0227,acinar,inDrop,-1.914636,-13.51244
human3_lib3.final_cell_0059,acinar,inDrop,-2.1118555,-14.9341
HP1502401_J2,acinar,smartseq2,-2.8181503,-13.09801
human3_lib2.final_cell_0135,acinar,inDrop,-1.2196642,-15.8802185
D28.7_51,acinar,celseq2,-2.0912504,-13.121621
HP1506401_L22,acinar,smartseq2,-0.3018682,-13.848186
D31.4_70,acinar,celseq2,-1.6977755,-14.3779125
human3_lib2.final_cell_0027,acinar,inDrop,-2.2463372,-13.825042
human3_lib2.final_cell_0019,acinar,inDrop,-3.0632792,-14.404082
human3_lib4.final_cell_0783,acinar,inDrop,-2.548158,-14.636616
D31.6_53,acinar,celseq2,-0.73901814,-15.092933
human3_lib2.final_cell_0586,acinar,inDrop,-1.1844323,-14.36273
D28.4_63,acinar,celseq2,-5.4969454,-7.18536
D28.3_91,acinar,celseq2,-3.0376537,-13.276227
HP1508501T2D_F21,acinar,smartseq2,-1.7070951,-12.14141
human1_lib2.final_cell_0616,acinar,inDrop,-1.2530562,-13.042174
human3_lib2.final_cell_0082,acinar,inDrop,-3.5049162,-12.768718
human3_lib1.final_cell_0022,acinar,inDrop,-1.622938,-12.381733
human1_lib3.final_cell_0020,acinar,inDrop,-0.7273104,-14.5154295
human3_lib3.final_cell_0243,acinar,inDrop,-2.257592,-14.265531
human3_lib4.final_cell_0195,acinar,inDrop,-2.4126956,-14.694905
HP1508501T2D_A11,acinar,smartseq2,-2.2507412,-15.209123
D31.3_73,acinar,celseq2,-3.3806038,-12.889906
human3_lib3.final_cell_0019,acinar,inDrop,-2.6583288,-12.51915
human3_lib4.final_cell_0131,acinar,inDrop,-2.308484,-14.835141
human3_lib3.final_cell_0157,acinar,inDrop,-1.9079767,-15.048716
human3_lib3.final_cell_0241,acinar,inDrop,-1.727303,-13.337593
human1_lib1.final_cell_0029,acinar,inDrop,-1.4521924,-15.182027
human3_lib3.final_cell_0031,acinar,inDrop,-0.9741649,-13.23433
HP1526901T2D_K17,acinar,smartseq2,-0.7954358,-13.010577
D28.4_4,acinar,celseq2,-2.1032379,-13.493671
HP1506401_O21,acinar,smartseq2,0.12756056,-13.502835
D31.6_21,acinar,celseq2,-0.691614,-15.620065
human3_lib3.final_cell_0651,acinar,inDrop,-0.9527642,-13.205709
human1_lib3.final_cell_0600,acinar,inDrop,-1.282264,-15.232661
human3_lib1.final_cell_0439,acinar,inDrop,-2.260957,-13.441148
human3_lib3.final_cell_0068,acinar,inDrop,0.06149466,-13.908754
human1_lib2.final_cell_0404,acinar,inDrop,-2.1907456,-12.182592
D30.5_36,acinar,celseq2,-1.6173255,-15.316836
human3_lib4.final_cell_0039,acinar,inDrop,-1.6965929,-13.219449
D28.5_77,acinar,celseq2,-3.103675,-13.88047
human3_lib2.final_cell_0800,acinar,inDrop,-2.5059009,-13.649101
D30.8_63,acinar,celseq2,-0.07470934,-13.284752
human3_lib2.final_cell_0174,acinar,inDrop,-1.182354,-15.322441
human3_lib4.final_cell_0076,acinar,inDrop,-1.823895,-14.466509
human1_lib2.final_cell_0111,acinar,inDrop,-2.4154172,-13.403971
human3_lib4.final_cell_0080,acinar,inDrop,-2.4067204,-13.784216
human3_lib1.final_cell_0050,acinar,inDrop,-0.5596067,-14.633705
human3_lib1.final_cell_0389,acinar,inDrop,-2.492655,-11.927174
human3_lib4.final_cell_0636,acinar,inDrop,-1.5993776,-12.203449
human3_lib1.final_cell_0131,acinar,inDrop,-1.8736247,-13.263822
D30.4_81,acinar,celseq2,-2.3804135,-14.102172
D31.7_11,acinar,celseq2,-3.270792,-13.87827
human3_lib3.final_cell_0094,acinar,inDrop,-1.7960919,-12.168225
human3_lib3.final_cell_0126,acinar,inDrop,-0.14500162,-13.26801
D31.8_11,acinar,celseq2,-0.028644301,-13.572344
human3_lib2.final_cell_0466,acinar,inDrop,-2.0087872,-11.919938
human3_lib1.final_cell_0360,acinar,inDrop,-1.2698629,-14.907841
D31.5_4,acinar,celseq2,-1.0426676,-13.029014
human3_lib4.final_cell_0005,acinar,inDrop,-4.4171853,-7.552191
human3_lib3.final_cell_0060,acinar,inDrop,-2.7241197,-13.968433
human3_lib3.final_cell_0162,acinar,inDrop,-2.1811624,-14.662627
human3_lib4.final_cell_0355,acinar,inDrop,-0.8171094,-15.532947
human3_lib2.final_cell_0226,acinar,inDrop,-2.2133174,-15.331229
D28.5_54,acinar,celseq2,-0.77984357,-15.2225275
HP1506401_B5,acinar,smartseq2,-1.0264689,-12.892107
human3_lib3.final_cell_0268,acinar,inDrop,-0.25203,-13.406927
human3_lib2.final_cell_0421,acinar,inDrop,-1.1382548,-12.790192
human3_lib4.final_cell_0111,acinar,inDrop,-1.9304575,-13.74644
human3_lib3.final_cell_0072,acinar,inDrop,-0.549323,-14.5793295
HP1525301T2D_F5,acinar,smartseq2,-0.7990724,-15.089007
human3_lib2.final_cell_0093,acinar,inDrop,-0.8128006,-12.916817
human3_lib4.final_cell_0371,acinar,inDrop,-2.5213134,-13.706756
D30.2_1,acinar,celseq2,-1.7829169,-11.911898
human3_lib3.final_cell_0047,acinar,inDrop,-1.0293018,-15.301179
HP1506401_N15,acinar,smartseq2,-3.4706616,-13.118903
human3_lib3.final_cell_0272,acinar,inDrop,-3.2311132,-13.524815
human3_lib4.final_cell_0008,acinar,inDrop,-0.4477845,-14.482051
human3_lib4.final_cell_0549,acinar,inDrop,-0.7695078,-12.857372
human3_lib4.final_cell_0020,acinar,inDrop,-2.459162,-14.274801
HP1506401_L11,acinar,smartseq2,-0.5213232,-13.03509
human3_lib2.final_cell_0078,acinar,inDrop,-2.456776,-12.636705
human3_lib4.final_cell_0207,acinar,inDrop,-0.7511918,-14.834285
human3_lib1.final_cell_0063,acinar,inDrop,-1.5137135,-13.237826
human3_lib2.final_cell_0090,acinar,inDrop,-2.535254,-14.723972
human3_lib1.final_cell_0014,acinar,inDrop,-1.952601,-11.891302
human3_lib4.final_cell_0065,acinar,inDrop,-1.8898968,-11.826974
human3_lib3.final_cell_0004,acinar,inDrop,-3.3947828,-13.743047
HP1506401_P17,acinar,smartseq2,-1.2991135,-15.703034
human3_lib3.final_cell_0089,acinar,inDrop,-0.10573821,-13.113604
human2_lib2.final_cell_0154,acinar,inDrop,-1.6202067,-15.435656
HP1506401_G14,acinar,smartseq2,-1.8150822,-14.162409
D28.1_87,acinar,celseq2,-0.5473239,-14.101063
human3_lib2.final_cell_0076,acinar,inDrop,-1.9979868,-15.24019
HP1506401_O18,acinar,smartseq2,-0.86574286,-15.117255
human3_lib1.final_cell_0195,acinar,inDrop,-2.7756603,-13.650739
D28.3_31,acinar,celseq2,-1.5709463,-13.188824
HP1525301T2D_D10,acinar,smartseq2,-1.1958436,-14.317139
human3_lib3.final_cell_0646,acinar,inDrop,-1.7343886,-13.048989
HP1508501T2D_O7,acinar,smartseq2,-1.7785077,-13.3329525
human3_lib2.final_cell_0608,acinar,inDrop,-3.101282,-13.02471
human1_lib1.final_cell_0012,acinar,inDrop,-0.84671867,-12.827329
D30.2_17,acinar,celseq2,-2.9709644,-14.501251
D30.3_45,acinar,celseq2,-0.23553379,-12.922215
human3_lib4.final_cell_0043,acinar,inDrop,-2.1127527,-13.732652
human3_lib2.final_cell_0213,acinar,inDrop,-0.7907303,-15.133854
AZ_H10,acinar,smartseq2,-0.06261866,-14.144159
human3_lib2.final_cell_0033,acinar,inDrop,-2.2864997,-12.191539
human3_lib2.final_cell_0052,acinar,inDrop,-1.6478676,-14.532781
human3_lib4.final_cell_0407,acinar,inDrop,-0.2428173,-14.028323
human3_lib3.final_cell_0207,acinar,inDrop,-3.2131927,-14.067308
human3_lib1.final_cell_0011,acinar,inDrop,-0.4130919,-12.911185
human3_lib3.final_cell_0355,acinar,inDrop,-3.8348646,-7.928176
D31.3_40,acinar,celseq2,-0.93883127,-12.853734
HP1506401_N1,acinar,smartseq2,-1.0575655,-13.278583
D28.4_86,acinar,celseq2,-0.76449496,-13.508206
human3_lib1.final_cell_0057,acinar,inDrop,-0.8846586,-12.692574
human3_lib4.final_cell_0056,acinar,inDrop,-2.3277643,-15.505781
human3_lib1.final_cell_0560,acinar,inDrop,-3.307384,-13.452396
human3_lib1.final_cell_0440,acinar,inDrop,-0.9045031,-15.306339
human3_lib3.final_cell_0406,acinar,inDrop,-2.656265,-13.940445
human3_lib2.final_cell_0469,acinar,inDrop,-2.420749,-12.209484
HP1502401_E20,acinar,smartseq2,-2.230465,-13.779924
human3_lib2.final_cell_0119,acinar,inDrop,-2.7146697,-14.184186
HP1526901T2D_N4,acinar,smartseq2,-0.51039904,-14.84035
D28.2_42,acinar,celseq2,-0.7094905,-14.94188
human3_lib2.final_cell_0486,acinar,inDrop,-1.9667735,-14.866228
D30.2_43,acinar,celseq2,-1.7465447,-13.479109
human3_lib1.final_cell_0196,acinar,inDrop,-0.5113152,-14.4717045
human3_lib1.final_cell_0119,acinar,inDrop,-2.2834494,-14.337195
human3_lib4.final_cell_0418,acinar,inDrop,-2.0953023,-15.465241
HP1525301T2D_C7,acinar,smartseq2,-2.2099805,-13.968719
D31.8_27,acinar,celseq2,-2.3397002,-13.6699505
HP1508501T2D_N13,acinar,smartseq2,-2.4850614,-11.188006
human1_lib1.final_cell_0001,acinar,inDrop,-2.6671515,-14.185869
human3_lib1.final_cell_0326,acinar,inDrop,-1.1471546,-13.926739
human3_lib3.final_cell_0144,acinar,inDrop,-2.8340724,-14.662226
human3_lib3.final_cell_0176,acinar,inDrop,12.926689,4.1343
human3_lib4.final_cell_0044,acinar,inDrop,12.99756,3.9906824
human3_lib2.final_cell_0260,acinar,inDrop,13.002383,4.94971
human3_lib2.final_cell_0097,acinar,inDrop,11.092343,4.105006
human3_lib4.final_cell_0049,acinar,inDrop,13.150098,4.8250303
human3_lib4.final_cell_0146,acinar,inDrop,13.02611,5.1758795
human3_lib3.final_cell_0062,acinar,inDrop,11.200267,4.457515
HP1506401_E18,acinar,smartseq2,12.552107,5.3782954
human3_lib1.final_cell_0084,acinar,inDrop,10.786619,4.3202105
human1_lib3.final_cell_0143,acinar,inDrop,12.95933,4.031865
human1_lib2.final_cell_0278,acinar,inDrop,12.928299,5.238926
human3_lib3.final_cell_0192,acinar,inDrop,12.14968,4.3164196
human3_lib1.final_cell_0082,acinar,inDrop,12.515552,5.4269495
human3_lib4.final_cell_0029,acinar,inDrop,12.930419,5.4214687
human1_lib3.final_cell_0447,acinar,inDrop,12.505691,4.2348857
human3_lib3.final_cell_0453,acinar,inDrop,12.397056,5.22054
human3_lib3.final_cell_0610,acinar,inDrop,12.80204,5.4309454
human1_lib2.final_cell_0005,acinar,inDrop,12.715635,4.0576425
human3_lib4.final_cell_0142,acinar,inDrop,11.192249,4.2033906
HP1506401_M8,acinar,smartseq2,11.246751,4.1956854
human3_lib3.final_cell_0203,acinar,inDrop,10.902074,4.473356
human1_lib3.final_cell_0541,acinar,inDrop,11.072866,4.0271764
human3_lib3.final_cell_0029,acinar,inDrop,13.114849,4.3784804
D28.4_54,acinar,celseq2,11.773318,4.1429763
D28.4_67,acinar,celseq2,12.311933,5.244285
D28.2_87,acinar,celseq2,12.351883,5.2975426
D28.7_62,acinar,celseq2,11.125406,4.267853
human3_lib1.final_cell_0197,acinar,inDrop,12.141575,4.2030077
HP1508501T2D_D18,acinar,smartseq2,12.870828,4.830816
human3_lib2.final_cell_0158,acinar,inDrop,11.435106,4.604107
HP1504101T2D_K19,acinar,smartseq2,11.680807,4.2444396
human3_lib4.final_cell_0270,acinar,inDrop,13.120461,4.767741
human3_lib3.final_cell_0096,acinar,inDrop,12.816124,3.954264
human3_lib3.final_cell_0473,acinar,inDrop,12.718959,5.396936
human3_lib4.final_cell_0665,acinar,inDrop,10.900097,4.328126
human3_lib4.final_cell_0794,acinar,inDrop,11.02711,4.207447
D29.7_49,acinar,celseq2,11.038498,4.3894386
human3_lib2.final_cell_0017,acinar,inDrop,11.676968,4.308178
human3_lib3.final_cell_0046,acinar,inDrop,11.423063,4.2460423
human3_lib4.final_cell_0063,acinar,inDrop,12.52313,4.2087903
human3_lib3.final_cell_0478,acinar,inDrop,12.50297,4.485497
human3_lib4.final_cell_0032,acinar,inDrop,12.773654,5.1530356
human1_lib2.final_cell_0126,acinar,inDrop,12.532324,3.966649
HP1506401_C7,acinar,smartseq2,13.07474,4.3274293
human3_lib1.final_cell_0078,acinar,inDrop,13.015526,4.205104
human3_lib4.final_cell_0019,acinar,inDrop,12.693283,5.3133736
human3_lib1.final_cell_0150,acinar,inDrop,12.836053,5.3617835
human3_lib2.final_cell_0102,acinar,inDrop,12.780576,5.3002715
human3_lib2.final_cell_0506,acinar,inDrop,11.034723,4.4789705
human3_lib1.final_cell_0476,acinar,inDrop,12.007081,4.269643
human3_lib1.final_cell_0603,acinar,inDrop,12.968885,4.146619
HP1525301T2D_C23,acinar,smartseq2,12.735633,5.4312687
human3_lib4.final_cell_0064,acinar,inDrop,12.639802,5.054374
D31.2_53,acinar,celseq2,10.9667635,4.5295544
human3_lib2.final_cell_0049,acinar,inDrop,11.2572365,4.066694
human3_lib2.final_cell_0763,acinar,inDrop,12.707784,4.0209227
human3_lib2.final_cell_0257,acinar,inDrop,10.822556,4.37968
HP1526901T2D_I12,acinar,smartseq2,11.292355,4.162056
human1_lib3.final_cell_0025,acinar,inDrop,12.755088,4.493866
human1_lib3.final_cell_0628,acinar,inDrop,12.815471,4.392714
human3_lib4.final_cell_0006,acinar,inDrop,13.111356,4.226645
human3_lib1.final_cell_0089,acinar,inDrop,11.233074,4.219879
human3_lib1.final_cell_0419,acinar,inDrop,12.362885,4.143481
human3_lib4.final_cell_0126,acinar,inDrop,13.096879,4.0748143
human3_lib4.final_cell_0002,acinar,inDrop,11.999963,4.6171923
human3_lib2.final_cell_0039,acinar,inDrop,12.476339,5.325153
HP1506401_K6,acinar,smartseq2,12.523318,4.5385647
D31.2_87,acinar,celseq2,13.061156,4.990132
D30.1_72,acinar,celseq2,12.340022,4.068591
human3_lib1.final_cell_0025,acinar,inDrop,11.371913,4.249783
human3_lib4.final_cell_0106,acinar,inDrop,12.956447,4.02455
human3_lib2.final_cell_0023,acinar,inDrop,11.290748,4.202987
D31.2_26,acinar,celseq2,13.150622,4.2639627
HP1502401_M8,acinar,smartseq2,4.2536106,-2.529584
human3_lib3.final_cell_0795,acinar,inDrop,11.591157,4.422475
human3_lib3.final_cell_0006,acinar,inDrop,11.111987,4.1524453
human3_lib1.final_cell_0625,acinar,inDrop,11.1121235,4.266535
human3_lib4.final_cell_0342,acinar,inDrop,12.118206,4.091697
HP1506401_B6,acinar,smartseq2,12.9518175,4.380234
D31.6_13,acinar,celseq2,12.309551,4.508304
human3_lib2.final_cell_0235,acinar,inDrop,12.077938,4.1839933
D31.3_23,acinar,celseq2,12.402025,4.7169476
HP1502401_K12,acinar,smartseq2,12.010498,4.3795176
human3_lib1.final_cell_0698,acinar,inDrop,10.981628,4.301822
human3_lib2.final_cell_0266,acinar,inDrop,12.856113,5.393688
human3_lib3.final_cell_0664,acinar,inDrop,11.054057,4.6018925
human3_lib2.final_cell_0009,acinar,inDrop,3.560016,0.53470665
human3_lib1.final_cell_0168,acinar,inDrop,10.952472,4.2894115
HP1504101T2D_I6,acinar,smartseq2,11.23559,4.235395
human3_lib3.final_cell_0467,acinar,inDrop,12.610777,4.4041357
human1_lib3.final_cell_0007,acinar,inDrop,13.052202,4.6789813
human3_lib3.final_cell_0056,acinar,inDrop,13.229467,4.3294716
human3_lib1.final_cell_0484,acinar,inDrop,11.140171,4.330032
human3_lib4.final_cell_0074,acinar,inDrop,-0.22283778,3.9536052
D31.7_9,acinar,celseq2,-0.23220348,-3.34575
human3_lib1.final_cell_0732,acinar,inDrop,2.8297565,1.1981124
human4_lib1.final_cell_0115,acinar,inDrop,4.3590784,3.5694084
human3_lib4.final_cell_0706,acinar,inDrop,0.09238018,1.5550194
human3_lib4.final_cell_0445,acinar,inDrop,3.3344376,4.341033
human3_lib2.final_cell_0638,acinar,inDrop,1.8340677,2.6757169
human3_lib4.final_cell_0459,acinar,inDrop,0.58028895,1.7719642
human3_lib3.final_cell_0042,acinar,inDrop,1.929378,-1.2028152
human3_lib1.final_cell_0447,acinar,inDrop,-0.653086,3.5967984
human3_lib4.final_cell_0170,acinar,inDrop,1.0205548,-1.6146466
D28.6_74,acinar,celseq2,2.268364,4.15698
human3_lib4.final_cell_0356,acinar,inDrop,0.4127934,1.4185241
human1_lib3.final_cell_0508,acinar,inDrop,2.240489,-0.0649865
human3_lib4.final_cell_0662,acinar,inDrop,4.4180565,4.3910794
