,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0022,acinar,inDrop,-12.697323,-3.208681
human3_lib1.final_cell_0391,acinar,inDrop,-12.231216,0.5981991
human3_lib1.final_cell_0215,acinar,inDrop,-13.425687,-1.6366941
human1_lib1.final_cell_0461,acinar,inDrop,-11.595717,0.4926244
human3_lib2.final_cell_0685,acinar,inDrop,-12.045389,0.6005845
human3_lib4.final_cell_0272,acinar,inDrop,-13.368964,0.5342984
human3_lib3.final_cell_0163,acinar,inDrop,-13.105051,-0.7877772
human1_lib1.final_cell_0182,acinar,inDrop,-11.690809,-0.24829517
human3_lib2.final_cell_0105,acinar,inDrop,-12.383525,0.6426908
human3_lib4.final_cell_0466,acinar,inDrop,-13.132485,-1.696118
human3_lib3.final_cell_0044,acinar,inDrop,-12.658534,0.5670363
human3_lib1.final_cell_0069,acinar,inDrop,-13.389619,-0.49116617
human3_lib4.final_cell_0103,acinar,inDrop,-13.301245,-2.5516489
human3_lib2.final_cell_0036,acinar,inDrop,-12.764622,0.79587346
human3_lib1.final_cell_0505,acinar,inDrop,-12.172595,-1.5740857
human3_lib2.final_cell_0267,acinar,inDrop,-13.691336,-1.7097019
human3_lib3.final_cell_0703,acinar,inDrop,-12.187897,-2.7482853
human3_lib2.final_cell_0109,acinar,inDrop,-12.232742,-0.5220934
human3_lib4.final_cell_0171,acinar,inDrop,-12.875971,-1.8901651
human3_lib2.final_cell_0134,acinar,inDrop,-13.035128,-2.3771634
human1_lib2.final_cell_0582,acinar,inDrop,-11.699697,-1.3973767
human3_lib1.final_cell_0212,acinar,inDrop,-12.5218315,-2.7131662
human3_lib2.final_cell_0675,acinar,inDrop,-12.468294,0.02653144
human3_lib3.final_cell_0205,acinar,inDrop,-13.180623,-0.11139337
human3_lib4.final_cell_0184,acinar,inDrop,-12.660721,-0.60187477
human3_lib3.final_cell_0079,acinar,inDrop,-12.62078,0.67479765
human3_lib2.final_cell_0060,acinar,inDrop,-13.007377,-0.78549314
human3_lib1.final_cell_0204,acinar,inDrop,-13.026463,-0.3510449
human3_lib4.final_cell_0070,acinar,inDrop,-12.669199,0.24433288
human3_lib3.final_cell_0415,acinar,inDrop,-12.186523,0.2829534
human3_lib3.final_cell_0208,acinar,inDrop,-12.915122,-1.8446194
human3_lib1.final_cell_0038,acinar,inDrop,-13.91962,-0.3731394
human3_lib4.final_cell_0533,acinar,inDrop,-12.541813,-1.5886352
human1_lib3.final_cell_0231,acinar,inDrop,-11.774916,-1.0188329
human3_lib3.final_cell_0066,acinar,inDrop,-13.507998,-2.0842147
human3_lib4.final_cell_0108,acinar,inDrop,-13.34338,0.05656409
human3_lib3.final_cell_0301,acinar,inDrop,-12.218124,0.45425704
human3_lib4.final_cell_0149,acinar,inDrop,-12.549216,-3.0085292
human3_lib4.final_cell_0003,acinar,inDrop,-13.077062,-2.0550408
human3_lib3.final_cell_0266,acinar,inDrop,-12.547939,0.48681062
human3_lib1.final_cell_0373,acinar,inDrop,-12.32307,-2.4414113
human3_lib1.final_cell_0172,acinar,inDrop,-11.503137,1.0382801
human3_lib2.final_cell_0003,acinar,inDrop,-13.327127,-1.1034423
human3_lib3.final_cell_0166,acinar,inDrop,-13.258454,-1.5302553
human3_lib2.final_cell_0101,acinar,inDrop,-13.136253,0.2925735
human3_lib2.final_cell_0277,acinar,inDrop,-12.798113,0.47426975
human3_lib3.final_cell_0045,acinar,inDrop,-12.964417,-2.7825515
human3_lib1.final_cell_0483,acinar,inDrop,-12.978308,-1.036368
human3_lib4.final_cell_0575,acinar,inDrop,-12.3856,-2.941171
human3_lib4.final_cell_0519,acinar,inDrop,-12.281558,-1.8620611
human3_lib4.final_cell_0512,acinar,inDrop,-12.223965,-0.9277718
human3_lib4.final_cell_0615,acinar,inDrop,-11.532419,-0.97616136
human3_lib4.final_cell_0555,acinar,inDrop,-1.0302055,3.4235435
human3_lib3.final_cell_0803,acinar,inDrop,-12.775192,-0.454781
human3_lib1.final_cell_0013,acinar,inDrop,-13.466235,-0.17121667
human3_lib2.final_cell_0006,acinar,inDrop,-13.497952,-1.883728
human3_lib1.final_cell_0300,acinar,inDrop,-12.563461,-3.1076353
human3_lib4.final_cell_0155,acinar,inDrop,-13.111931,-2.4756725
human3_lib1.final_cell_0307,acinar,inDrop,-13.064676,0.53107446
human3_lib3.final_cell_0551,acinar,inDrop,-12.638306,-2.4409394
human3_lib2.final_cell_0069,acinar,inDrop,-12.53233,0.79269814
human3_lib3.final_cell_0111,acinar,inDrop,-13.183189,0.16974784
human3_lib4.final_cell_0087,acinar,inDrop,-12.893781,-0.08525779
human3_lib2.final_cell_0299,acinar,inDrop,-12.148861,-2.515332
human3_lib2.final_cell_0108,acinar,inDrop,-12.484855,0.6570145
human3_lib1.final_cell_0214,acinar,inDrop,-12.100597,-1.4653795
human3_lib2.final_cell_0107,acinar,inDrop,-12.807226,-2.6100676
human3_lib4.final_cell_0742,acinar,inDrop,-12.82866,-1.3891785
human1_lib3.final_cell_0043,acinar,inDrop,-11.527676,0.20800638
human3_lib1.final_cell_0035,acinar,inDrop,-13.34712,-1.524971
human3_lib3.final_cell_0685,acinar,inDrop,-13.069236,-2.5632205
human1_lib3.final_cell_0469,acinar,inDrop,-11.191051,0.94003135
human1_lib1.final_cell_0436,acinar,inDrop,-11.4887495,-0.83647704
human3_lib2.final_cell_0020,acinar,inDrop,-13.672101,0.22533382
human3_lib2.final_cell_0180,acinar,inDrop,-12.755023,-2.89272
human3_lib3.final_cell_0139,acinar,inDrop,-13.130678,-1.1292506
human3_lib1.final_cell_0268,acinar,inDrop,-12.859869,-1.00581
human3_lib4.final_cell_0746,acinar,inDrop,-12.407074,-2.5398133
human3_lib1.final_cell_0006,acinar,inDrop,-13.457882,-0.11224079
human3_lib3.final_cell_0227,acinar,inDrop,-12.275242,0.48469767
human3_lib3.final_cell_0059,acinar,inDrop,-13.219407,0.57563347
human3_lib2.final_cell_0135,acinar,inDrop,-13.32794,0.31439644
human3_lib2.final_cell_0027,acinar,inDrop,-14.007227,-0.4644994
human3_lib2.final_cell_0019,acinar,inDrop,-13.377499,-2.4232519
human3_lib4.final_cell_0783,acinar,inDrop,-12.235559,-1.0910072
human3_lib2.final_cell_0586,acinar,inDrop,-12.237856,-2.2370703
human1_lib2.final_cell_0616,acinar,inDrop,-11.420055,-1.2064172
human3_lib2.final_cell_0082,acinar,inDrop,-13.583916,-1.1378465
human3_lib1.final_cell_0022,acinar,inDrop,-13.15997,-2.216927
human1_lib3.final_cell_0020,acinar,inDrop,-12.008671,-0.87706316
human3_lib3.final_cell_0243,acinar,inDrop,-12.438155,-0.8886746
human3_lib4.final_cell_0195,acinar,inDrop,-13.25706,-2.1085722
human3_lib3.final_cell_0019,acinar,inDrop,-12.520536,-3.2447426
human3_lib4.final_cell_0131,acinar,inDrop,-13.1126175,-0.48063198
human3_lib3.final_cell_0157,acinar,inDrop,-13.423043,-1.358741
human3_lib3.final_cell_0241,acinar,inDrop,-12.576701,-0.90364146
human1_lib1.final_cell_0029,acinar,inDrop,-11.839665,-1.9098954
human3_lib3.final_cell_0031,acinar,inDrop,-12.766426,-2.367289
human3_lib3.final_cell_0651,acinar,inDrop,-9.550609,2.6000822
human1_lib3.final_cell_0600,acinar,inDrop,-11.778139,0.37205964
human3_lib1.final_cell_0439,acinar,inDrop,-12.112535,-2.6288013
human3_lib3.final_cell_0068,acinar,inDrop,-12.895377,-0.06988315
human1_lib2.final_cell_0404,acinar,inDrop,-11.604286,-1.0195016
human3_lib4.final_cell_0039,acinar,inDrop,-13.407919,-0.779385
human3_lib2.final_cell_0800,acinar,inDrop,-12.93245,-0.4429162
human3_lib2.final_cell_0174,acinar,inDrop,-12.954186,-1.1142459
human3_lib4.final_cell_0076,acinar,inDrop,-12.722847,-2.9745173
human1_lib2.final_cell_0111,acinar,inDrop,-11.920663,0.20971009
human3_lib4.final_cell_0080,acinar,inDrop,-13.302926,-0.9458436
human3_lib1.final_cell_0050,acinar,inDrop,-13.01722,-1.5033329
human3_lib1.final_cell_0389,acinar,inDrop,-12.086079,-2.334434
human3_lib4.final_cell_0636,acinar,inDrop,-6.865735,4.6316843
human3_lib1.final_cell_0131,acinar,inDrop,-13.337561,-0.60988855
human3_lib3.final_cell_0094,acinar,inDrop,-13.060042,-2.1715252
human3_lib3.final_cell_0126,acinar,inDrop,-12.687804,-1.7711529
human3_lib2.final_cell_0466,acinar,inDrop,-12.965826,0.7709732
human3_lib1.final_cell_0360,acinar,inDrop,-12.558991,-1.4960376
human3_lib4.final_cell_0005,acinar,inDrop,-12.69535,-2.9782445
human3_lib3.final_cell_0060,acinar,inDrop,-13.649816,-0.5873269
human3_lib3.final_cell_0162,acinar,inDrop,-12.630142,-2.7142324
human3_lib4.final_cell_0355,acinar,inDrop,-12.279734,-2.3713539
human3_lib2.final_cell_0226,acinar,inDrop,-13.567316,-0.46967527
human3_lib3.final_cell_0268,acinar,inDrop,-12.861196,-2.1329129
human3_lib2.final_cell_0421,acinar,inDrop,-12.597301,-2.3453367
human3_lib4.final_cell_0111,acinar,inDrop,-12.654452,-0.703102
human3_lib3.final_cell_0072,acinar,inDrop,-13.195436,-0.72955626
human3_lib2.final_cell_0093,acinar,inDrop,-13.35735,-1.935966
human3_lib4.final_cell_0371,acinar,inDrop,-12.860049,0.28102666
human3_lib3.final_cell_0047,acinar,inDrop,-13.891264,-0.77827924
human3_lib3.final_cell_0272,acinar,inDrop,-13.267911,-0.8121926
human3_lib4.final_cell_0008,acinar,inDrop,-13.586852,-0.2522533
human3_lib4.final_cell_0549,acinar,inDrop,-12.401894,0.56727093
human3_lib4.final_cell_0020,acinar,inDrop,-13.7571335,-1.9187171
human3_lib2.final_cell_0078,acinar,inDrop,-12.363831,-0.045782648
human3_lib4.final_cell_0207,acinar,inDrop,-12.348196,-2.048035
human3_lib1.final_cell_0063,acinar,inDrop,-13.455906,-1.2868323
human3_lib2.final_cell_0090,acinar,inDrop,-13.64909,-0.6349791
human3_lib1.final_cell_0014,acinar,inDrop,-12.961123,0.48297012
human3_lib4.final_cell_0065,acinar,inDrop,-12.791134,-1.0399529
human3_lib3.final_cell_0004,acinar,inDrop,-13.240018,-2.0401874
human3_lib3.final_cell_0089,acinar,inDrop,-13.229196,-1.6963266
human2_lib2.final_cell_0154,acinar,inDrop,-9.287568,2.8528683
human3_lib2.final_cell_0076,acinar,inDrop,-12.679225,0.6211335
human3_lib1.final_cell_0195,acinar,inDrop,-12.632504,-1.0856138
human3_lib3.final_cell_0646,acinar,inDrop,-12.535648,-1.5241358
human3_lib2.final_cell_0608,acinar,inDrop,-12.255331,0.7788344
human1_lib1.final_cell_0012,acinar,inDrop,-12.671714,-2.247472
human3_lib4.final_cell_0043,acinar,inDrop,-12.824682,-2.3789139
human3_lib2.final_cell_0213,acinar,inDrop,-13.087934,-1.2837629
human3_lib2.final_cell_0033,acinar,inDrop,-12.875892,-1.1090171
human3_lib2.final_cell_0052,acinar,inDrop,-13.86227,-0.23437169
human3_lib4.final_cell_0407,acinar,inDrop,-12.357903,0.4214937
human3_lib3.final_cell_0207,acinar,inDrop,-12.198175,0.11927777
human3_lib1.final_cell_0011,acinar,inDrop,-13.818269,-0.42242643
human3_lib3.final_cell_0355,acinar,inDrop,-12.441428,-0.54227465
human3_lib1.final_cell_0057,acinar,inDrop,-12.917237,-0.28766507
human3_lib4.final_cell_0056,acinar,inDrop,-12.997855,-2.5896988
human3_lib1.final_cell_0560,acinar,inDrop,-12.72041,-1.4187996
human3_lib1.final_cell_0440,acinar,inDrop,-12.355352,-1.8134044
human3_lib3.final_cell_0406,acinar,inDrop,-13.304285,-0.49441317
human3_lib2.final_cell_0469,acinar,inDrop,-12.535943,-2.5596514
human3_lib2.final_cell_0119,acinar,inDrop,-13.263191,-1.958168
human3_lib2.final_cell_0486,acinar,inDrop,-12.399919,-1.3477757
human3_lib1.final_cell_0196,acinar,inDrop,-13.002588,-2.3611617
human3_lib1.final_cell_0119,acinar,inDrop,-13.051739,-0.29435182
human3_lib4.final_cell_0418,acinar,inDrop,-12.474697,-1.6235353
human1_lib1.final_cell_0001,acinar,inDrop,-11.656952,-0.59888124
human3_lib1.final_cell_0326,acinar,inDrop,-13.52609,-1.3713541
human3_lib3.final_cell_0144,acinar,inDrop,-12.989473,-0.531398
human3_lib3.final_cell_0176,acinar,inDrop,-13.771941,-0.3512151
human3_lib4.final_cell_0044,acinar,inDrop,-12.543774,0.7283548
human3_lib2.final_cell_0260,acinar,inDrop,-12.512898,-2.978552
human3_lib2.final_cell_0097,acinar,inDrop,-12.240015,-2.1201663
human3_lib4.final_cell_0049,acinar,inDrop,-13.630776,-0.8104912
human3_lib4.final_cell_0146,acinar,inDrop,-12.96858,0.04390555
human3_lib3.final_cell_0062,acinar,inDrop,-13.25597,-0.60608566
human3_lib1.final_cell_0084,acinar,inDrop,-12.824938,-2.8157036
human1_lib3.final_cell_0143,acinar,inDrop,-11.28192,-0.08683404
human1_lib2.final_cell_0278,acinar,inDrop,-11.725334,-1.6344796
human3_lib3.final_cell_0192,acinar,inDrop,-13.396414,-1.1879314
human3_lib1.final_cell_0082,acinar,inDrop,-13.33783,-0.09709955
human3_lib4.final_cell_0029,acinar,inDrop,-12.95972,0.6822295
human1_lib3.final_cell_0447,acinar,inDrop,-11.75283,-1.5100049
human3_lib3.final_cell_0453,acinar,inDrop,-12.442739,-2.72354
human3_lib3.final_cell_0610,acinar,inDrop,-12.710098,-1.9429094
human1_lib2.final_cell_0005,acinar,inDrop,-12.105776,-0.5611514
human3_lib4.final_cell_0142,acinar,inDrop,-12.798421,-1.1759751
human3_lib3.final_cell_0203,acinar,inDrop,-13.332118,-1.0858141
human1_lib3.final_cell_0541,acinar,inDrop,-11.41713,0.8002251
human3_lib3.final_cell_0029,acinar,inDrop,-13.509557,-0.3314764
human3_lib1.final_cell_0197,acinar,inDrop,-13.08128,-1.0633987
human3_lib2.final_cell_0158,acinar,inDrop,-13.3291235,-1.3392541
human3_lib4.final_cell_0270,acinar,inDrop,-13.160511,-0.4911436
human3_lib3.final_cell_0096,acinar,inDrop,-13.297498,-2.4901183
human3_lib3.final_cell_0473,acinar,inDrop,-12.096167,-2.094581
human3_lib4.final_cell_0665,acinar,inDrop,-12.014413,-1.8746676
human3_lib4.final_cell_0794,acinar,inDrop,-12.199837,-1.4280359
human3_lib2.final_cell_0017,acinar,inDrop,-13.472862,-0.6701062
human3_lib3.final_cell_0046,acinar,inDrop,-13.237359,-2.4615328
human3_lib4.final_cell_0063,acinar,inDrop,-12.472984,-2.6333814
human3_lib3.final_cell_0478,acinar,inDrop,-12.672781,-2.1239574
human3_lib4.final_cell_0032,acinar,inDrop,-13.202148,0.46428087
human1_lib2.final_cell_0126,acinar,inDrop,-11.871854,-0.9028559
human3_lib1.final_cell_0078,acinar,inDrop,-13.206845,-2.2186403
human3_lib4.final_cell_0019,acinar,inDrop,-12.31325,0.74559337
human3_lib1.final_cell_0150,acinar,inDrop,-13.261404,0.6557134
human3_lib2.final_cell_0102,acinar,inDrop,-12.534541,-2.7073505
human3_lib2.final_cell_0506,acinar,inDrop,-12.531208,-2.3242924
human3_lib1.final_cell_0476,acinar,inDrop,-12.322712,0.5517851
human3_lib1.final_cell_0603,acinar,inDrop,-13.099614,-1.4706634
human3_lib4.final_cell_0064,acinar,inDrop,-12.290662,-0.14195104
human3_lib2.final_cell_0049,acinar,inDrop,-13.010093,-1.8157018
human3_lib2.final_cell_0763,acinar,inDrop,-13.263408,-0.1751385
human3_lib2.final_cell_0257,acinar,inDrop,-12.180059,-1.0681823
human1_lib3.final_cell_0025,acinar,inDrop,-11.870677,-0.8439333
human1_lib3.final_cell_0628,acinar,inDrop,-11.571967,-1.2516046
human3_lib4.final_cell_0006,acinar,inDrop,-12.803009,0.7287501
human3_lib1.final_cell_0089,acinar,inDrop,-13.625184,-1.2158661
human3_lib1.final_cell_0419,acinar,inDrop,-12.637341,-2.3560886
human3_lib4.final_cell_0126,acinar,inDrop,-12.940498,-2.3443525
human3_lib4.final_cell_0002,acinar,inDrop,-13.43063,-0.3688133
human3_lib2.final_cell_0039,acinar,inDrop,-13.453025,-1.6258188
human3_lib1.final_cell_0025,acinar,inDrop,-14.017295,-0.7838424
human3_lib4.final_cell_0106,acinar,inDrop,-13.355573,-1.9319509
human3_lib2.final_cell_0023,acinar,inDrop,-12.833964,0.25104982
human3_lib3.final_cell_0795,acinar,inDrop,-12.536665,-0.44348675
human3_lib3.final_cell_0006,acinar,inDrop,-13.565115,-0.73171747
human3_lib1.final_cell_0625,acinar,inDrop,-13.058325,-0.6553656
human3_lib4.final_cell_0342,acinar,inDrop,-12.54008,-0.41206855
human3_lib2.final_cell_0235,acinar,inDrop,-12.464147,0.48784494
human3_lib1.final_cell_0698,acinar,inDrop,-12.59596,-2.459593
human3_lib2.final_cell_0266,acinar,inDrop,-12.746767,-0.18749526
human3_lib3.final_cell_0664,acinar,inDrop,-12.379567,-3.0018783
human3_lib2.final_cell_0009,acinar,inDrop,-13.368326,-0.9527506
human3_lib1.final_cell_0168,acinar,inDrop,-12.216138,-2.3851967
human3_lib3.final_cell_0467,acinar,inDrop,-12.912104,-2.2934525
human1_lib3.final_cell_0007,acinar,inDrop,-11.9534,-0.5327271
human3_lib3.final_cell_0056,acinar,inDrop,-13.527624,-0.56270266
human3_lib1.final_cell_0484,acinar,inDrop,-12.8387785,-1.9929
human3_lib4.final_cell_0074,acinar,inDrop,-13.10331,0.5947095
human3_lib1.final_cell_0732,acinar,inDrop,-12.388627,-2.220405
human4_lib1.final_cell_0115,acinar,inDrop,-11.127672,0.73337317
human3_lib4.final_cell_0706,acinar,inDrop,-12.480469,-1.4867709
human3_lib4.final_cell_0445,acinar,inDrop,-12.455229,-1.1801087
human3_lib2.final_cell_0638,acinar,inDrop,-13.184884,-1.771185
human3_lib4.final_cell_0459,acinar,inDrop,-12.834933,-2.6601012
human3_lib3.final_cell_0042,acinar,inDrop,-13.1492,-0.17623246
human3_lib1.final_cell_0447,acinar,inDrop,-13.018072,0.3802525
human3_lib4.final_cell_0170,acinar,inDrop,-12.443465,-2.3582413
human3_lib4.final_cell_0356,acinar,inDrop,-12.845571,-0.36263844
human1_lib3.final_cell_0508,acinar,inDrop,-11.706074,-0.47371498
human3_lib4.final_cell_0662,acinar,inDrop,-12.573006,-0.15988696
human3_lib3.final_cell_0536,acinar,inDrop,-13.123656,-0.119420126
human3_lib3.final_cell_0027,acinar,inDrop,-13.525671,-2.323688
human3_lib1.final_cell_0349,acinar,inDrop,-12.663205,-2.4922693
human3_lib4.final_cell_0012,acinar,inDrop,-13.593309,-0.32540998
human3_lib1.final_cell_0545,acinar,inDrop,-12.727684,-0.7445935
human3_lib1.final_cell_0010,acinar,inDrop,-13.243028,-2.090147
human3_lib2.final_cell_0002,acinar,inDrop,-13.797144,-0.3782409
human3_lib3.final_cell_0078,acinar,inDrop,-13.374708,-0.70460504
human3_lib1.final_cell_0015,acinar,inDrop,-12.785677,-0.3496479
human3_lib2.final_cell_0026,acinar,inDrop,-13.105065,-0.3333198
human1_lib3.final_cell_0171,acinar,inDrop,-11.541289,-0.5920938
human3_lib3.final_cell_0002,acinar,inDrop,-13.950569,-0.04567972
human1_lib3.final_cell_0001,acinar,inDrop,-12.496371,-2.081938
human3_lib1.final_cell_0181,acinar,inDrop,-13.178378,-0.06769914
human2_lib1.final_cell_0050,activated_stellate,inDrop,-0.4185407,-10.212784
human1_lib3.final_cell_0313,activated_stellate,inDrop,1.2953902,-11.719141
human1_lib3.final_cell_0288,activated_stellate,inDrop,0.027620079,-9.811867
human3_lib1.final_cell_0747,activated_stellate,inDrop,-0.1966197,-9.370104
human1_lib3.final_cell_0005,activated_stellate,inDrop,0.11161429,-10.270795
human1_lib3.final_cell_0151,activated_stellate,inDrop,0.11986803,-9.888733
human4_lib1.final_cell_0493,activated_stellate,inDrop,0.17064328,-9.190452
human4_lib3.final_cell_0644,activated_stellate,inDrop,-0.1524236,-10.468863
human3_lib4.final_cell_0832,activated_stellate,inDrop,1.1120604,-10.7536545
human4_lib3.final_cell_0590,activated_stellate,inDrop,1.2007025,-11.59887
human1_lib3.final_cell_0013,activated_stellate,inDrop,0.28441548,-10.059794
human3_lib3.final_cell_0516,activated_stellate,inDrop,-0.18723246,-9.337998
human4_lib3.final_cell_0469,activated_stellate,inDrop,-0.023012605,-10.36862
human2_lib3.final_cell_0100,activated_stellate,inDrop,0.218277,-10.255518
human2_lib3.final_cell_0488,activated_stellate,inDrop,0.69970244,-10.872918
human1_lib1.final_cell_0046,activated_stellate,inDrop,0.20636322,-9.617301
human4_lib1.final_cell_0030,activated_stellate,inDrop,-0.5499284,-10.11322
human2_lib2.final_cell_0308,activated_stellate,inDrop,-0.22149791,-10.583623
human3_lib1.final_cell_0262,activated_stellate,inDrop,-0.29193237,-9.01596
human3_lib1.final_cell_0397,activated_stellate,inDrop,0.47012225,-10.023933
human4_lib3.final_cell_0264,activated_stellate,inDrop,1.3273321,-10.063492
human3_lib3.final_cell_0915,activated_stellate,inDrop,-0.25779733,-8.976937
human2_lib3.final_cell_0289,activated_stellate,inDrop,0.12948482,-10.617306
human2_lib2.final_cell_0559,activated_stellate,inDrop,0.73970735,-10.889429
human1_lib2.final_cell_0420,activated_stellate,inDrop,0.4479926,-10.553716
human4_lib1.final_cell_0371,activated_stellate,inDrop,-0.34485438,-10.064635
human3_lib2.final_cell_0344,activated_stellate,inDrop,0.37426367,-10.139595
human3_lib1.final_cell_0596,activated_stellate,inDrop,-0.016951533,-9.996734
human4_lib1.final_cell_0066,activated_stellate,inDrop,0.17129453,-9.494939
human1_lib3.final_cell_0251,activated_stellate,inDrop,0.24222925,-9.261698
human3_lib2.final_cell_0650,activated_stellate,inDrop,0.0026223946,-9.657377
human2_lib3.final_cell_0240,activated_stellate,inDrop,-0.31043267,-10.41111
human4_lib3.final_cell_0287,activated_stellate,inDrop,1.1549888,-11.42958
human1_lib2.final_cell_0475,activated_stellate,inDrop,0.46063644,-10.400917
human3_lib3.final_cell_0682,activated_stellate,inDrop,0.010526857,-9.233212
human3_lib4.final_cell_0327,activated_stellate,inDrop,0.4329807,-9.067185
human3_lib4.final_cell_0593,activated_stellate,inDrop,-0.18769631,-9.197741
human3_lib4.final_cell_0343,activated_stellate,inDrop,0.26296756,-10.208607
human3_lib2.final_cell_0794,activated_stellate,inDrop,-0.2750534,-9.0564575
human3_lib2.final_cell_0651,activated_stellate,inDrop,0.4484054,-10.353759
human3_lib3.final_cell_0154,activated_stellate,inDrop,-0.12775514,-9.252564
human2_lib3.final_cell_0357,activated_stellate,inDrop,0.14245038,-10.579608
human2_lib2.final_cell_0401,activated_stellate,inDrop,0.39022827,-10.82822
human2_lib1.final_cell_0234,activated_stellate,inDrop,1.2809044,-11.68045
human2_lib1.final_cell_0350,activated_stellate,inDrop,-0.37163854,-10.445895
human1_lib1.final_cell_0041,activated_stellate,inDrop,0.15938652,-9.756914
human4_lib1.final_cell_0400,activated_stellate,inDrop,-0.24296151,-10.180178
human4_lib3.final_cell_0396,activated_stellate,inDrop,-0.028415585,-10.6568575
human1_lib3.final_cell_0271,activated_stellate,inDrop,0.64120305,-9.552067
human3_lib4.final_cell_0675,activated_stellate,inDrop,0.22270602,-9.873065
human3_lib1.final_cell_0499,activated_stellate,inDrop,0.3616761,-10.367469
human4_lib1.final_cell_0128,activated_stellate,inDrop,-0.31037873,-9.974976
human4_lib3.final_cell_0260,activated_stellate,inDrop,-0.22249709,-9.501121
human1_lib2.final_cell_0612,activated_stellate,inDrop,1.2555778,-10.085399
human3_lib2.final_cell_0760,activated_stellate,inDrop,-0.30232695,-8.988282
human2_lib2.final_cell_0386,activated_stellate,inDrop,-0.33807528,-10.597931
human3_lib4.final_cell_0684,activated_stellate,inDrop,0.34331134,-9.041155
human3_lib1.final_cell_0761,activated_stellate,inDrop,-0.18158107,-9.062415
human3_lib2.final_cell_0271,activated_stellate,inDrop,-0.313149,-9.272815
human3_lib2.final_cell_0239,activated_stellate,inDrop,-0.1346509,-9.464307
human3_lib3.final_cell_0806,activated_stellate,inDrop,1.1952336,-11.648719
human3_lib1.final_cell_0361,activated_stellate,inDrop,0.5027391,-10.381415
human2_lib1.final_cell_0394,activated_stellate,inDrop,-0.44525716,-9.953426
human3_lib3.final_cell_0523,activated_stellate,inDrop,1.0912176,-11.463845
human1_lib3.final_cell_0691,activated_stellate,inDrop,0.6733372,-10.34982
human4_lib3.final_cell_0600,activated_stellate,inDrop,-0.42966983,-10.352379
human3_lib1.final_cell_0653,activated_stellate,inDrop,-0.19188283,-9.3026285
human1_lib1.final_cell_0045,activated_stellate,inDrop,0.4558811,-9.995863
human2_lib1.final_cell_0523,activated_stellate,inDrop,-0.43710113,-10.364205
human3_lib2.final_cell_0847,activated_stellate,inDrop,0.79325026,-10.852751
human1_lib1.final_cell_0219,activated_stellate,inDrop,0.96336,-11.021006
human3_lib2.final_cell_0729,activated_stellate,inDrop,-0.17855778,-9.294208
human2_lib2.final_cell_0029,activated_stellate,inDrop,-0.094978325,-10.468818
human2_lib3.final_cell_0547,activated_stellate,inDrop,4.069424,5.166722
human1_lib3.final_cell_0687,activated_stellate,inDrop,1.0194871,-10.466421
human3_lib2.final_cell_0461,activated_stellate,inDrop,-0.0930763,-9.071479
human3_lib2.final_cell_0441,activated_stellate,inDrop,-0.0014610338,-9.340383
human2_lib1.final_cell_0471,activated_stellate,inDrop,0.1622792,-10.5638
