index,celltype,tech,UMAP1,UMAP2
human3_lib4.final_cell_0292,acinar,inDrop,-2.2530413,-15.291333
human3_lib1.final_cell_0044,acinar,inDrop,0.32921568,-14.710867
D30.5_79,acinar,celseq2,11.144247,3.9948409
D28.8_39,acinar,celseq2,12.028965,4.318712
human1_lib3.final_cell_0031,acinar,inDrop,-0.7532214,-12.91747
human3_lib1.final_cell_0117,acinar,inDrop,0.22625059,-15.060901
human3_lib2.final_cell_0083,acinar,inDrop,0.21620964,-15.110451
D30.6_37,acinar,celseq2,11.113574,4.068807
HP1506401_B16,acinar,smartseq2,13.424208,4.6967196
human3_lib1.final_cell_0112,acinar,inDrop,-1.467721,-15.35318
human3_lib3.final_cell_0022,acinar,inDrop,-2.6063163,-14.0168705
human3_lib1.final_cell_0391,acinar,inDrop,0.94023496,-15.256285
human3_lib1.final_cell_0215,acinar,inDrop,-1.4368218,-13.993928
human1_lib1.final_cell_0461,acinar,inDrop,-0.48061696,-12.905022
human3_lib2.final_cell_0685,acinar,inDrop,0.658936,-14.516651
human3_lib4.final_cell_0272,acinar,inDrop,0.530956,-15.145917
HP1506401_D3,acinar,smartseq2,13.650346,4.7394614
human3_lib3.final_cell_0163,acinar,inDrop,-0.45470095,-14.046287
human1_lib1.final_cell_0182,acinar,inDrop,-0.84528,-12.98563
HP1504101T2D_J16,acinar,smartseq2,11.9520855,3.517327
human3_lib2.final_cell_0105,acinar,inDrop,0.038782474,-14.220144
human3_lib4.final_cell_0466,acinar,inDrop,-1.4558603,-14.71929
D30.4_18,acinar,celseq2,11.2767935,4.3852916
human3_lib3.final_cell_0044,acinar,inDrop,-0.14130935,-14.27061
D28.5_63,acinar,celseq2,11.699617,4.130273
HP1504901_F23,acinar,smartseq2,12.991613,5.0278845
human3_lib1.final_cell_0069,acinar,inDrop,0.746867,-15.00464
D31.3_89,acinar,celseq2,11.622108,4.711267
human3_lib4.final_cell_0103,acinar,inDrop,-1.7708701,-15.46576
human3_lib2.final_cell_0036,acinar,inDrop,0.80853224,-14.410468
HP1506401_J15,acinar,smartseq2,12.946572,4.0945535
human3_lib1.final_cell_0505,acinar,inDrop,-0.75810224,-15.397573
HP1506401_O16,acinar,smartseq2,13.500666,4.641369
human3_lib2.final_cell_0267,acinar,inDrop,-1.187681,-15.207796
human3_lib3.final_cell_0703,acinar,inDrop,-2.1641066,-14.455563
human3_lib2.final_cell_0109,acinar,inDrop,-1.1880724,-13.57595
D30.2_53,acinar,celseq2,11.105168,3.8801284
human3_lib4.final_cell_0171,acinar,inDrop,-1.7593275,-13.604068
HP1506401_N23,acinar,smartseq2,13.106285,4.679411
D28.3_51,acinar,celseq2,11.798562,4.3463907
human3_lib2.final_cell_0134,acinar,inDrop,-1.5215675,-15.059168
human1_lib2.final_cell_0582,acinar,inDrop,-1.9244385,-13.158018
D28.5_37,acinar,celseq2,12.642439,4.882909
human3_lib1.final_cell_0212,acinar,inDrop,-2.0305502,-14.295907
D28.3_90,acinar,celseq2,12.690933,5.2097044
human3_lib2.final_cell_0675,acinar,inDrop,0.5434346,-14.269244
D31.1_21,acinar,celseq2,11.628857,4.215368
human3_lib3.final_cell_0205,acinar,inDrop,0.7279224,-15.670894
human3_lib4.final_cell_0184,acinar,inDrop,0.96450394,-13.48871
human3_lib3.final_cell_0079,acinar,inDrop,0.6233065,-15.136183
human3_lib2.final_cell_0060,acinar,inDrop,-0.70734286,-15.32742
human3_lib1.final_cell_0204,acinar,inDrop,0.52133644,-14.372785
HP1506401_N9,acinar,smartseq2,13.602488,4.706812
HP1526901T2D_H2,acinar,smartseq2,11.29218,4.8525977
human3_lib4.final_cell_0070,acinar,inDrop,-0.1791241,-13.762894
human3_lib3.final_cell_0415,acinar,inDrop,0.9379752,-15.623539
HP1525301T2D_F10,acinar,smartseq2,11.319732,4.5934997
D31.5_69,acinar,celseq2,11.212826,3.8043547
human3_lib3.final_cell_0208,acinar,inDrop,-1.2214123,-15.18447
human3_lib1.final_cell_0038,acinar,inDrop,0.1652796,-14.49685
human3_lib4.final_cell_0533,acinar,inDrop,-0.67391723,-14.406014
human1_lib3.final_cell_0231,acinar,inDrop,-1.4213911,-12.663693
HP1504101T2D_C11,acinar,smartseq2,12.12594,3.8258533
human3_lib3.final_cell_0066,acinar,inDrop,-1.4098804,-15.504539
human3_lib4.final_cell_0108,acinar,inDrop,0.24393828,-15.510317
D30.7_1,acinar,celseq2,11.958975,4.5595937
human3_lib3.final_cell_0301,acinar,inDrop,0.016851287,-14.250158
human3_lib4.final_cell_0149,acinar,inDrop,-2.5654519,-14.020774
HP1508501T2D_B14,acinar,smartseq2,12.551403,3.9520845
human3_lib4.final_cell_0003,acinar,inDrop,-1.9829131,-15.331575
human3_lib3.final_cell_0266,acinar,inDrop,0.8480002,-14.138161
human3_lib1.final_cell_0373,acinar,inDrop,-1.7507031,-14.701551
D30.7_24,acinar,celseq2,11.9657345,4.1783495
human3_lib1.final_cell_0172,acinar,inDrop,-6.502031,-6.466025
human3_lib2.final_cell_0003,acinar,inDrop,-0.52432746,-13.761204
AZ_F6,acinar,smartseq2,13.104798,4.695695
HP1508501T2D_I10,acinar,smartseq2,12.43275,3.7032259
human3_lib3.final_cell_0166,acinar,inDrop,-1.3337029,-13.689321
human3_lib2.final_cell_0101,acinar,inDrop,0.53887373,-15.478589
HP1508501T2D_G17,acinar,smartseq2,12.30691,4.665908
HP1525301T2D_L5,acinar,smartseq2,11.301654,4.733164
human3_lib2.final_cell_0277,acinar,inDrop,0.8931161,-14.819786
D28.6_63,acinar,celseq2,11.824942,4.847851
human3_lib3.final_cell_0045,acinar,inDrop,-2.2737668,-14.475022
HP1502401_G18,acinar,smartseq2,12.02774,3.4730952
human3_lib1.final_cell_0483,acinar,inDrop,-0.0680312,-14.702039
human3_lib4.final_cell_0575,acinar,inDrop,-2.5511632,-14.151195
human3_lib4.final_cell_0519,acinar,inDrop,-1.0535594,-14.798196
human3_lib4.final_cell_0512,acinar,inDrop,-0.6940975,-14.494293
human3_lib4.final_cell_0615,acinar,inDrop,-0.54271394,-15.180201
human3_lib4.final_cell_0555,acinar,inDrop,-3.7495632,-2.7516701
human3_lib3.final_cell_0803,acinar,inDrop,-0.020219494,-14.539665
human3_lib1.final_cell_0013,acinar,inDrop,0.59624356,-15.847585
D31.2_75,acinar,celseq2,12.485702,5.264752
HP1506401_B14,acinar,smartseq2,13.672147,4.750466
human3_lib2.final_cell_0006,acinar,inDrop,-1.0971304,-15.406489
human3_lib1.final_cell_0300,acinar,inDrop,-2.5780845,-14.02976
D30.3_91,acinar,celseq2,11.612201,4.519362
human3_lib4.final_cell_0155,acinar,inDrop,-2.0803702,-14.529382
human3_lib1.final_cell_0307,acinar,inDrop,0.8338782,-15.2257185
human3_lib3.final_cell_0551,acinar,inDrop,-2.2623172,-13.693706
human3_lib2.final_cell_0069,acinar,inDrop,0.9878631,-14.88625
human3_lib3.final_cell_0111,acinar,inDrop,0.56876534,-15.4515085
human3_lib4.final_cell_0087,acinar,inDrop,0.66605943,-15.813115
human3_lib2.final_cell_0299,acinar,inDrop,-2.3147156,-15.12553
human3_lib2.final_cell_0108,acinar,inDrop,0.781922,-15.076638
HP1506401_J2,acinar,smartseq2,12.794982,4.145822
D31.5_70,acinar,celseq2,12.3595705,5.1918077
human3_lib1.final_cell_0214,acinar,inDrop,-1.6676348,-14.503155
human3_lib2.final_cell_0107,acinar,inDrop,-2.2298436,-14.071193
human3_lib4.final_cell_0742,acinar,inDrop,-1.0579945,-13.917341
human1_lib3.final_cell_0043,acinar,inDrop,-0.75591177,-12.99973
human3_lib1.final_cell_0035,acinar,inDrop,-1.1968315,-13.642739
human3_lib3.final_cell_0685,acinar,inDrop,-1.7468834,-14.403384
human1_lib3.final_cell_0469,acinar,inDrop,-2.5292122,-7.429399
HP1502401_C1,acinar,smartseq2,11.907781,2.908014
HP1506401_N5,acinar,smartseq2,13.7574,4.6993494
D31.7_77,acinar,celseq2,12.182083,5.1819344
human1_lib1.final_cell_0436,acinar,inDrop,-1.3846242,-12.746447
D31.6_9,acinar,celseq2,11.55839,4.46523
human3_lib2.final_cell_0020,acinar,inDrop,0.4291289,-15.388554
human3_lib2.final_cell_0180,acinar,inDrop,-2.623222,-13.904656
human3_lib3.final_cell_0139,acinar,inDrop,-0.31181487,-14.05908
D28.3_25,acinar,celseq2,12.501004,4.810148
human3_lib1.final_cell_0268,acinar,inDrop,-0.34854233,-14.945731
human3_lib4.final_cell_0746,acinar,inDrop,-2.2165923,-14.202876
human3_lib1.final_cell_0006,acinar,inDrop,0.7542404,-14.576511
human3_lib3.final_cell_0227,acinar,inDrop,-0.5648253,-14.17849
human3_lib3.final_cell_0059,acinar,inDrop,0.5243036,-14.730374
HP1502401_J2,acinar,smartseq2,12.074248,3.5898418
human3_lib2.final_cell_0135,acinar,inDrop,0.7145372,-14.800817
D28.7_51,acinar,celseq2,11.994809,4.5564404
HP1506401_L22,acinar,smartseq2,13.541661,4.9207625
D31.4_70,acinar,celseq2,11.819381,4.84842
human3_lib2.final_cell_0027,acinar,inDrop,0.44703203,-15.431555
human3_lib2.final_cell_0019,acinar,inDrop,-1.3839105,-15.327109
human3_lib4.final_cell_0783,acinar,inDrop,-0.39377734,-14.582926
D31.6_53,acinar,celseq2,11.333786,4.5516253
human3_lib2.final_cell_0586,acinar,inDrop,-1.7149836,-14.276963
D28.4_63,acinar,celseq2,12.9132595,5.10286
D28.3_91,acinar,celseq2,12.090129,4.462579
HP1508501T2D_F21,acinar,smartseq2,12.2340765,3.492242
human1_lib2.final_cell_0616,acinar,inDrop,-1.8402759,-13.047099
human3_lib2.final_cell_0082,acinar,inDrop,-0.7619545,-14.66503
human3_lib1.final_cell_0022,acinar,inDrop,-1.8510023,-14.88373
human1_lib3.final_cell_0020,acinar,inDrop,-1.1271268,-12.412405
human3_lib3.final_cell_0243,acinar,inDrop,-0.57621473,-15.058367
human3_lib4.final_cell_0195,acinar,inDrop,-1.2067221,-15.449034
HP1508501T2D_A11,acinar,smartseq2,12.110091,4.1782155
D31.3_73,acinar,celseq2,12.676719,5.013131
human3_lib3.final_cell_0019,acinar,inDrop,-2.7448359,-13.941746
human3_lib4.final_cell_0131,acinar,inDrop,0.06903912,-13.77562
human3_lib3.final_cell_0157,acinar,inDrop,-1.3391422,-13.757675
human3_lib3.final_cell_0241,acinar,inDrop,-0.35972533,-15.284791
human1_lib1.final_cell_0029,acinar,inDrop,-1.6792306,-12.873481
human3_lib3.final_cell_0031,acinar,inDrop,-2.2654147,-14.087355
HP1526901T2D_K17,acinar,smartseq2,11.375937,4.9238033
D28.4_4,acinar,celseq2,12.023076,4.379361
HP1506401_O21,acinar,smartseq2,13.439584,4.3710732
D31.6_21,acinar,celseq2,12.954365,5.2309484
human3_lib3.final_cell_0651,acinar,inDrop,-2.536199,-7.937275
human1_lib3.final_cell_0600,acinar,inDrop,-0.56476784,-13.133066
human3_lib1.final_cell_0439,acinar,inDrop,-2.0707304,-14.067312
human3_lib3.final_cell_0068,acinar,inDrop,0.23991017,-14.999875
human1_lib2.final_cell_0404,acinar,inDrop,-1.6243436,-12.901431
D30.5_36,acinar,celseq2,11.260048,3.772812
human3_lib4.final_cell_0039,acinar,inDrop,0.4721391,-14.650471
D28.5_77,acinar,celseq2,11.823329,4.8033843
human3_lib2.final_cell_0800,acinar,inDrop,0.68416154,-15.1001625
D30.8_63,acinar,celseq2,11.122861,3.823195
human3_lib2.final_cell_0174,acinar,inDrop,-0.5597657,-15.105836
human3_lib4.final_cell_0076,acinar,inDrop,-2.6077673,-14.037676
human1_lib2.final_cell_0111,acinar,inDrop,-0.6380056,-13.125338
human3_lib4.final_cell_0080,acinar,inDrop,-0.63960844,-14.851106
human3_lib1.final_cell_0050,acinar,inDrop,-1.4823741,-14.086285
human3_lib1.final_cell_0389,acinar,inDrop,-2.309422,-13.887975
human3_lib4.final_cell_0636,acinar,inDrop,-2.4078426,-7.3737946
human3_lib1.final_cell_0131,acinar,inDrop,0.16441466,-14.831851
D30.4_81,acinar,celseq2,13.14355,5.1915665
D31.7_11,acinar,celseq2,12.176614,5.0999165
human3_lib3.final_cell_0094,acinar,inDrop,-1.6729841,-14.460708
human3_lib3.final_cell_0126,acinar,inDrop,-1.6945325,-14.258121
D31.8_11,acinar,celseq2,11.310622,4.719772
human3_lib2.final_cell_0466,acinar,inDrop,0.5437242,-15.431126
human3_lib1.final_cell_0360,acinar,inDrop,-0.11082505,-13.991597
D31.5_4,acinar,celseq2,11.958296,4.658642
human3_lib4.final_cell_0005,acinar,inDrop,-2.3971145,-14.053857
human3_lib3.final_cell_0060,acinar,inDrop,0.3656529,-15.034254
human3_lib3.final_cell_0162,acinar,inDrop,-2.1582208,-14.779078
human3_lib4.final_cell_0355,acinar,inDrop,-1.4031287,-14.761199
human3_lib2.final_cell_0226,acinar,inDrop,-0.40958187,-15.3381405
D28.5_54,acinar,celseq2,11.8701935,4.696747
HP1506401_B5,acinar,smartseq2,12.803706,4.0813704
human3_lib3.final_cell_0268,acinar,inDrop,-1.8793548,-15.174306
human3_lib2.final_cell_0421,acinar,inDrop,-1.4557917,-15.386808
human3_lib4.final_cell_0111,acinar,inDrop,-0.4516388,-14.8338585
human3_lib3.final_cell_0072,acinar,inDrop,0.122650504,-13.821922
HP1525301T2D_F5,acinar,smartseq2,11.310294,4.18634
human3_lib2.final_cell_0093,acinar,inDrop,-1.4881566,-15.001093
human3_lib4.final_cell_0371,acinar,inDrop,0.70694906,-15.464334
D30.2_1,acinar,celseq2,12.373174,4.770956
human3_lib3.final_cell_0047,acinar,inDrop,-0.33363098,-15.297247
HP1506401_N15,acinar,smartseq2,13.286672,5.043075
human3_lib3.final_cell_0272,acinar,inDrop,0.117277205,-14.177961
human3_lib4.final_cell_0008,acinar,inDrop,0.48528397,-15.071483
human3_lib4.final_cell_0549,acinar,inDrop,0.7131646,-14.825095
human3_lib4.final_cell_0020,acinar,inDrop,-0.9740349,-15.527153
HP1506401_L11,acinar,smartseq2,13.40323,4.820426
human3_lib2.final_cell_0078,acinar,inDrop,-0.38883215,-13.569527
human3_lib4.final_cell_0207,acinar,inDrop,-1.9262655,-14.586614
human3_lib1.final_cell_0063,acinar,inDrop,-0.6400652,-15.388201
human3_lib2.final_cell_0090,acinar,inDrop,0.26061767,-14.107416
human3_lib1.final_cell_0014,acinar,inDrop,0.9524251,-14.92436
human3_lib4.final_cell_0065,acinar,inDrop,-0.7400419,-15.191131
human3_lib3.final_cell_0004,acinar,inDrop,-1.0052644,-14.986395
HP1506401_P17,acinar,smartseq2,13.333603,4.942822
human3_lib3.final_cell_0089,acinar,inDrop,-1.3668872,-14.819998
human2_lib2.final_cell_0154,acinar,inDrop,-1.664061,-10.009134
HP1506401_G14,acinar,smartseq2,13.606537,4.584265
D28.1_87,acinar,celseq2,12.713564,5.187736
human3_lib2.final_cell_0076,acinar,inDrop,0.7400314,-15.062745
HP1506401_O18,acinar,smartseq2,13.701672,4.689111
human3_lib1.final_cell_0195,acinar,inDrop,-1.0047436,-14.486208
D28.3_31,acinar,celseq2,13.280485,5.2273946
HP1525301T2D_D10,acinar,smartseq2,11.452118,5.0258565
human3_lib3.final_cell_0646,acinar,inDrop,-1.0251907,-14.434154
HP1508501T2D_O7,acinar,smartseq2,12.032983,3.9988997
human3_lib2.final_cell_0608,acinar,inDrop,0.957384,-14.990995
human1_lib1.final_cell_0012,acinar,inDrop,-1.5080029,-12.59776
D30.2_17,acinar,celseq2,11.335183,3.9093087
D30.3_45,acinar,celseq2,11.232733,4.438448
human3_lib4.final_cell_0043,acinar,inDrop,-2.0924218,-14.490232
human3_lib2.final_cell_0213,acinar,inDrop,-0.6202536,-14.081987
AZ_H10,acinar,smartseq2,11.757587,3.8884518
human3_lib2.final_cell_0033,acinar,inDrop,-0.11186332,-14.755568
human3_lib2.final_cell_0052,acinar,inDrop,0.48645172,-15.571187
human3_lib4.final_cell_0407,acinar,inDrop,-0.026594512,-14.073906
human3_lib3.final_cell_0207,acinar,inDrop,-0.5283828,-13.643351
human3_lib1.final_cell_0011,acinar,inDrop,-0.20205523,-15.093176
human3_lib3.final_cell_0355,acinar,inDrop,0.5465161,-15.727972
D31.3_40,acinar,celseq2,11.6109705,4.925905
HP1506401_N1,acinar,smartseq2,12.473232,4.5036764
D28.4_86,acinar,celseq2,12.634983,4.912863
human3_lib1.final_cell_0057,acinar,inDrop,-0.06898273,-13.862019
human3_lib4.final_cell_0056,acinar,inDrop,-1.7527874,-15.055234
human3_lib1.final_cell_0560,acinar,inDrop,-0.67546624,-13.896529
human3_lib1.final_cell_0440,acinar,inDrop,-1.3745044,-13.900524
human3_lib3.final_cell_0406,acinar,inDrop,-0.108843125,-14.252049
human3_lib2.final_cell_0469,acinar,inDrop,-1.974832,-14.5694475
HP1502401_E20,acinar,smartseq2,12.132665,4.521958
human3_lib2.final_cell_0119,acinar,inDrop,-1.236212,-15.385539
HP1526901T2D_N4,acinar,smartseq2,11.702127,5.1373787
D28.2_42,acinar,celseq2,12.280321,5.0412965
human3_lib2.final_cell_0486,acinar,inDrop,-0.9261481,-14.176818
D30.2_43,acinar,celseq2,11.522888,4.8214154
human3_lib1.final_cell_0196,acinar,inDrop,-2.0719402,-15.405656
human3_lib1.final_cell_0119,acinar,inDrop,0.07331548,-13.830769
human3_lib4.final_cell_0418,acinar,inDrop,-1.4971194,-14.90214
HP1525301T2D_C7,acinar,smartseq2,11.383978,4.018982
D31.8_27,acinar,celseq2,11.650433,4.750954
HP1508501T2D_N13,acinar,smartseq2,12.495545,4.0721526
human1_lib1.final_cell_0001,acinar,inDrop,-1.0103816,-12.873989
human3_lib1.final_cell_0326,acinar,inDrop,0.38231617,-15.551722
human3_lib3.final_cell_0144,acinar,inDrop,-0.3006349,-14.086877
human3_lib3.final_cell_0176,acinar,inDrop,0.12981519,-15.437395
human3_lib4.final_cell_0044,acinar,inDrop,0.4534378,-14.410676
human3_lib2.final_cell_0260,acinar,inDrop,-2.3391917,-13.782123
human3_lib2.final_cell_0097,acinar,inDrop,-2.2961895,-15.192984
human3_lib4.final_cell_0049,acinar,inDrop,-0.32881904,-14.898735
human3_lib4.final_cell_0146,acinar,inDrop,0.44655305,-14.170917
human3_lib3.final_cell_0062,acinar,inDrop,-0.021724071,-13.880149
HP1506401_E18,acinar,smartseq2,13.367509,4.4887056
human3_lib1.final_cell_0084,acinar,inDrop,-2.3294182,-14.369034
human1_lib3.final_cell_0143,acinar,inDrop,-0.9046562,-11.94897
human1_lib2.final_cell_0278,acinar,inDrop,-1.6481181,-12.798521
human3_lib3.final_cell_0192,acinar,inDrop,-1.2390233,-15.014709
human3_lib1.final_cell_0082,acinar,inDrop,0.34936357,-14.471166
human3_lib4.final_cell_0029,acinar,inDrop,0.9912931,-14.916249
human1_lib3.final_cell_0447,acinar,inDrop,-1.5829512,-12.706641
human3_lib3.final_cell_0453,acinar,inDrop,-2.260203,-14.334308
human3_lib3.final_cell_0610,acinar,inDrop,-1.173359,-14.703685
human1_lib2.final_cell_0005,acinar,inDrop,-1.0736082,-12.7848835
human3_lib4.final_cell_0142,acinar,inDrop,-0.92798203,-14.986176
HP1506401_M8,acinar,smartseq2,12.897953,4.4879804
human3_lib3.final_cell_0203,acinar,inDrop,0.20640637,-13.98165
human1_lib3.final_cell_0541,acinar,inDrop,-0.5745081,-12.805883
human3_lib3.final_cell_0029,acinar,inDrop,0.6185817,-14.646904
D28.4_54,acinar,celseq2,11.978088,4.2025013
D28.4_67,acinar,celseq2,11.741072,4.160984
D28.2_87,acinar,celseq2,11.640148,4.3790884
D28.7_62,acinar,celseq2,11.315228,4.0264225
human3_lib1.final_cell_0197,acinar,inDrop,0.14712316,-15.359066
HP1508501T2D_D18,acinar,smartseq2,12.258657,3.2388601
human3_lib2.final_cell_0158,acinar,inDrop,-1.7438642,-15.647815
HP1504101T2D_K19,acinar,smartseq2,11.9679985,4.3207755
human3_lib4.final_cell_0270,acinar,inDrop,0.19109963,-15.690056
human3_lib3.final_cell_0096,acinar,inDrop,-1.4764657,-15.2874155
human3_lib3.final_cell_0473,acinar,inDrop,-1.8706807,-14.454299
human3_lib4.final_cell_0665,acinar,inDrop,-2.2113607,-14.086193
human3_lib4.final_cell_0794,acinar,inDrop,-1.1632346,-14.87329
D29.7_49,acinar,celseq2,12.199602,4.369479
human3_lib2.final_cell_0017,acinar,inDrop,0.055451784,-13.847728
human3_lib3.final_cell_0046,acinar,inDrop,-1.4109886,-14.767502
human3_lib4.final_cell_0063,acinar,inDrop,-2.28767,-14.973698
human3_lib3.final_cell_0478,acinar,inDrop,-1.532033,-14.981662
human3_lib4.final_cell_0032,acinar,inDrop,0.6276118,-14.98674
human1_lib2.final_cell_0126,acinar,inDrop,-1.2888541,-12.769862
HP1506401_C7,acinar,smartseq2,12.8492565,4.025679
human3_lib1.final_cell_0078,acinar,inDrop,-1.2959394,-15.27308
human3_lib4.final_cell_0019,acinar,inDrop,0.8807383,-14.655732
human3_lib1.final_cell_0150,acinar,inDrop,0.48420528,-15.352355
human3_lib2.final_cell_0102,acinar,inDrop,-2.3316302,-14.150276
human3_lib2.final_cell_0506,acinar,inDrop,-2.3959513,-13.791025
human3_lib1.final_cell_0476,acinar,inDrop,0.47458664,-14.912211
human3_lib1.final_cell_0603,acinar,inDrop,-1.1750637,-13.704887
HP1525301T2D_C23,acinar,smartseq2,11.294427,4.8558993
human3_lib4.final_cell_0064,acinar,inDrop,-0.67362785,-13.010879
D31.2_53,acinar,celseq2,11.308707,4.553789
human3_lib2.final_cell_0049,acinar,inDrop,-0.9008626,-14.035512
human3_lib2.final_cell_0763,acinar,inDrop,0.5395485,-14.683507
human3_lib2.final_cell_0257,acinar,inDrop,-0.038261127,-15.5719385
HP1526901T2D_I12,acinar,smartseq2,11.291974,4.490014
human1_lib3.final_cell_0025,acinar,inDrop,-1.329987,-12.842067
human1_lib3.final_cell_0628,acinar,inDrop,-1.6950567,-12.970168
human3_lib4.final_cell_0006,acinar,inDrop,0.94126177,-14.937346
human3_lib1.final_cell_0089,acinar,inDrop,-0.39803138,-15.553435
human3_lib1.final_cell_0419,acinar,inDrop,-1.5803909,-14.551361
human3_lib4.final_cell_0126,acinar,inDrop,-1.4511696,-15.554939
human3_lib4.final_cell_0002,acinar,inDrop,0.2197148,-13.88905
human3_lib2.final_cell_0039,acinar,inDrop,-1.2863872,-14.092902
HP1506401_K6,acinar,smartseq2,12.717515,4.041269
D31.2_87,acinar,celseq2,11.246431,4.106843
D30.1_72,acinar,celseq2,12.281713,5.0362945
human3_lib1.final_cell_0025,acinar,inDrop,-0.31897148,-15.271588
human3_lib4.final_cell_0106,acinar,inDrop,-1.5743903,-15.455483
human3_lib2.final_cell_0023,acinar,inDrop,0.6491481,-14.164584
D31.2_26,acinar,celseq2,13.285826,5.139062
HP1502401_M8,acinar,smartseq2,12.018154,3.7033088
human3_lib3.final_cell_0795,acinar,inDrop,0.24688789,-14.3869295
human3_lib3.final_cell_0006,acinar,inDrop,0.5024386,-14.029058
human3_lib1.final_cell_0625,acinar,inDrop,0.052108385,-13.957613
human3_lib4.final_cell_0342,acinar,inDrop,0.79788417,-13.855096
HP1506401_B6,acinar,smartseq2,12.826824,4.3586693
D31.6_13,acinar,celseq2,11.763966,4.8285265
human3_lib2.final_cell_0235,acinar,inDrop,-0.114573635,-13.780148
D31.3_23,acinar,celseq2,11.177789,3.9277399
HP1502401_K12,acinar,smartseq2,11.919918,4.3280787
human3_lib1.final_cell_0698,acinar,inDrop,-1.5975358,-15.237648
human3_lib2.final_cell_0266,acinar,inDrop,0.45277193,-14.716386
human3_lib3.final_cell_0664,acinar,inDrop,-2.512685,-13.815826
human3_lib2.final_cell_0009,acinar,inDrop,-0.5112309,-13.915792
human3_lib1.final_cell_0168,acinar,inDrop,-2.4952395,-14.906757
HP1504101T2D_I6,acinar,smartseq2,11.93642,4.19879
human3_lib3.final_cell_0467,acinar,inDrop,-1.6100829,-14.434718
human1_lib3.final_cell_0007,acinar,inDrop,-0.8224435,-13.111996
human3_lib3.final_cell_0056,acinar,inDrop,-0.33836886,-14.1990795
human3_lib1.final_cell_0484,acinar,inDrop,-1.1488423,-15.180412
human3_lib4.final_cell_0074,acinar,inDrop,0.70204943,-14.872225
D31.7_9,acinar,celseq2,11.70219,4.866341
human3_lib1.final_cell_0732,acinar,inDrop,-1.7159084,-14.718426
human4_lib1.final_cell_0115,acinar,inDrop,-0.6459067,-11.24961
human3_lib4.final_cell_0706,acinar,inDrop,-1.387749,-14.416414
human3_lib4.final_cell_0445,acinar,inDrop,-0.6852219,-14.416364
human3_lib2.final_cell_0638,acinar,inDrop,-1.6326518,-13.881996
human3_lib4.final_cell_0459,acinar,inDrop,-2.6430929,-13.7685585
human3_lib3.final_cell_0042,acinar,inDrop,0.44002298,-15.675011
human3_lib1.final_cell_0447,acinar,inDrop,0.12314464,-15.080491
human3_lib4.final_cell_0170,acinar,inDrop,-2.1267374,-15.107823
D28.6_74,acinar,celseq2,11.817325,5.019041
human3_lib4.final_cell_0356,acinar,inDrop,-0.27199295,-15.240349
human1_lib3.final_cell_0508,acinar,inDrop,-1.2224977,-12.73196
human3_lib4.final_cell_0662,acinar,inDrop,0.80718136,-15.631282
human3_lib3.final_cell_0536,acinar,inDrop,0.4658346,-15.1920805
human3_lib3.final_cell_0027,acinar,inDrop,-1.3193817,-15.066443
D31.6_66,acinar,celseq2,12.499322,5.1903005
human3_lib1.final_cell_0349,acinar,inDrop,-2.276358,-14.824056
