index,celltype,tech,UMAP1,UMAP2
human3_lib1.final_cell_0131,acinar,inDrop,-2.6372046,-1.9736254
D30.4_81,acinar,celseq2,-7.8028965,11.532802
D31.7_11,acinar,celseq2,-8.576116,11.405722
human3_lib3.final_cell_0094,acinar,inDrop,-2.7166345,-0.16345465
human3_lib3.final_cell_0126,acinar,inDrop,-2.3902683,-0.54851675
D31.8_11,acinar,celseq2,-7.8149343,11.920676
human3_lib2.final_cell_0466,acinar,inDrop,-2.1815147,-3.1821063
human3_lib1.final_cell_0360,acinar,inDrop,-1.6716315,-1.2189413
D31.5_4,acinar,celseq2,-7.011296,12.060048
human3_lib4.final_cell_0005,acinar,inDrop,-2.3957374,0.6162142
human3_lib3.final_cell_0060,acinar,inDrop,-2.967781,-1.8815343
human3_lib3.final_cell_0162,acinar,inDrop,-2.0312853,0.6268351
human3_lib4.final_cell_0355,acinar,inDrop,-1.5164707,0.045161717
human3_lib2.final_cell_0226,acinar,inDrop,-2.7848096,-1.8350863
D28.5_54,acinar,celseq2,-8.597145,11.558012
HP1506401_B5,acinar,smartseq2,-7.6414537,6.280552
human3_lib3.final_cell_0268,acinar,inDrop,-2.0416968,-0.065053865
human3_lib2.final_cell_0421,acinar,inDrop,-1.9527057,0.17486542
human3_lib4.final_cell_0111,acinar,inDrop,-1.5934577,-1.6900237
human3_lib3.final_cell_0072,acinar,inDrop,-2.7045658,-1.5487391
HP1525301T2D_F5,acinar,smartseq2,-7.1499004,6.768055
human3_lib2.final_cell_0093,acinar,inDrop,-2.8517857,-0.09684825
human3_lib4.final_cell_0371,acinar,inDrop,-2.3923037,-2.657003
D30.2_1,acinar,celseq2,-7.774389,11.641251
human3_lib3.final_cell_0047,acinar,inDrop,-3.0118842,-1.4166036
HP1506401_N15,acinar,smartseq2,-7.062865,9.548201
human3_lib3.final_cell_0272,acinar,inDrop,-2.7289522,-1.2446167
human3_lib4.final_cell_0008,acinar,inDrop,-3.095019,-2.0575838
human3_lib4.final_cell_0549,acinar,inDrop,-1.8731345,-3.0696108
human3_lib4.final_cell_0020,acinar,inDrop,-3.0783613,-0.41040128
HP1506401_L11,acinar,smartseq2,-7.9598374,7.484985
human3_lib2.final_cell_0078,acinar,inDrop,-1.8396825,-2.3596563
human3_lib4.final_cell_0207,acinar,inDrop,-1.5106758,-0.026871838
human3_lib1.final_cell_0063,acinar,inDrop,-2.8874834,-1.0543896
human3_lib2.final_cell_0090,acinar,inDrop,-3.1752574,-1.6931459
human3_lib1.final_cell_0014,acinar,inDrop,-2.379406,-2.9906552
human3_lib4.final_cell_0065,acinar,inDrop,-2.122723,-1.1101911
human3_lib3.final_cell_0004,acinar,inDrop,-2.8087232,-0.34795862
HP1506401_P17,acinar,smartseq2,-7.4685473,10.883617
human3_lib3.final_cell_0089,acinar,inDrop,-2.455501,-0.4696404
human2_lib2.final_cell_0154,acinar,inDrop,1.2474602,-4.979065
HP1506401_G14,acinar,smartseq2,-7.7705736,6.077391
D28.1_87,acinar,celseq2,-8.674971,10.894087
human3_lib2.final_cell_0076,acinar,inDrop,-2.2057478,-3.212843
HP1506401_O18,acinar,smartseq2,-7.9362445,7.169152
human3_lib1.final_cell_0195,acinar,inDrop,-2.0347342,-1.2115462
D28.3_31,acinar,celseq2,-7.486396,11.5793
HP1525301T2D_D10,acinar,smartseq2,-7.524716,7.5648313
human3_lib3.final_cell_0646,acinar,inDrop,-1.6651497,-0.73576397
HP1508501T2D_O7,acinar,smartseq2,-7.70559,7.569061
human3_lib2.final_cell_0608,acinar,inDrop,-1.650727,-3.217139
human1_lib1.final_cell_0012,acinar,inDrop,-2.1309443,0.116696276
D30.2_17,acinar,celseq2,-8.089206,11.7984295
D30.3_45,acinar,celseq2,-7.1073623,12.057057
human3_lib4.final_cell_0043,acinar,inDrop,-2.1082225,0.31336892
human3_lib2.final_cell_0213,acinar,inDrop,-2.6980603,-1.0516355
AZ_H10,acinar,smartseq2,-7.4052367,6.8402424
human3_lib2.final_cell_0033,acinar,inDrop,-2.526543,-1.283043
human3_lib2.final_cell_0052,acinar,inDrop,-3.1864548,-2.0396507
human3_lib4.final_cell_0407,acinar,inDrop,-1.8179852,-2.8997989
human3_lib3.final_cell_0207,acinar,inDrop,-1.8686581,-2.5309198
human3_lib1.final_cell_0011,acinar,inDrop,-2.882119,-1.7330971
human3_lib3.final_cell_0355,acinar,inDrop,-1.4347781,-2.0004532
D31.3_40,acinar,celseq2,-6.8498707,12.062379
HP1506401_N1,acinar,smartseq2,-6.9818153,8.902432
D28.4_86,acinar,celseq2,-8.822286,10.850803
human3_lib1.final_cell_0057,acinar,inDrop,-2.5303445,-2.1303518
human3_lib4.final_cell_0056,acinar,inDrop,-2.2440045,0.32356194
human3_lib1.final_cell_0560,acinar,inDrop,-1.9315813,-0.96779126
human3_lib1.final_cell_0440,acinar,inDrop,-1.5057422,-0.29008964
human3_lib3.final_cell_0406,acinar,inDrop,-2.4021804,-1.5719345
human3_lib2.final_cell_0469,acinar,inDrop,-1.9468377,0.3489967
HP1502401_E20,acinar,smartseq2,-7.379873,6.3319993
human3_lib2.final_cell_0119,acinar,inDrop,-2.362162,-0.5753166
HP1526901T2D_N4,acinar,smartseq2,-7.674536,7.224622
D28.2_42,acinar,celseq2,-8.925031,10.536601
human3_lib2.final_cell_0486,acinar,inDrop,-1.4377073,-0.9239977
D30.2_43,acinar,celseq2,-8.784785,11.380621
human3_lib1.final_cell_0196,acinar,inDrop,-2.261303,-0.25038606
human3_lib1.final_cell_0119,acinar,inDrop,-2.5016038,-2.1102846
human3_lib4.final_cell_0418,acinar,inDrop,-1.6533074,-0.5143087
HP1525301T2D_C7,acinar,smartseq2,-6.875382,6.7862277
D31.8_27,acinar,celseq2,-7.445312,11.944673
HP1508501T2D_N13,acinar,smartseq2,-7.6646757,7.1123104
human1_lib1.final_cell_0001,acinar,inDrop,-1.2190307,-1.8083256
human3_lib1.final_cell_0326,acinar,inDrop,-2.6354783,-1.0239222
human3_lib3.final_cell_0144,acinar,inDrop,-2.472514,-1.9210604
human3_lib3.final_cell_0176,acinar,inDrop,-2.9580762,-1.9988714
human3_lib4.final_cell_0044,acinar,inDrop,-1.9730853,-2.874632
human3_lib2.final_cell_0260,acinar,inDrop,-1.8745692,0.77990025
human3_lib2.final_cell_0097,acinar,inDrop,-1.685109,0.05755077
human3_lib4.final_cell_0049,acinar,inDrop,-2.9536245,-1.4124397
human3_lib4.final_cell_0146,acinar,inDrop,-2.4147458,-2.775455
human3_lib3.final_cell_0062,acinar,inDrop,-2.8371675,-1.7003264
HP1506401_E18,acinar,smartseq2,-7.5891433,6.0410624
human3_lib1.final_cell_0084,acinar,inDrop,-2.5066307,0.3621233
human1_lib3.final_cell_0143,acinar,inDrop,-0.8701876,-2.3643243
human1_lib2.final_cell_0278,acinar,inDrop,-1.0008357,-0.38587302
human3_lib3.final_cell_0192,acinar,inDrop,-2.5683758,-1.1918628
human3_lib1.final_cell_0082,acinar,inDrop,-2.8806043,-2.110592
human3_lib4.final_cell_0029,acinar,inDrop,-2.4850917,-3.192893
human1_lib3.final_cell_0447,acinar,inDrop,-0.99887055,-0.63694644
human3_lib3.final_cell_0453,acinar,inDrop,-1.5358884,0.4940081
human3_lib3.final_cell_0610,acinar,inDrop,-1.7625741,-0.37776244
human1_lib2.final_cell_0005,acinar,inDrop,-1.6961666,-1.922744
human3_lib4.final_cell_0142,acinar,inDrop,-1.8585505,-1.0550802
HP1506401_M8,acinar,smartseq2,-7.7223206,7.727518
human3_lib3.final_cell_0203,acinar,inDrop,-2.6429408,-1.3228103
human1_lib3.final_cell_0541,acinar,inDrop,-0.8385062,-3.2633233
human3_lib3.final_cell_0029,acinar,inDrop,-2.946323,-1.759341
D28.4_54,acinar,celseq2,-9.026066,10.490141
D28.4_67,acinar,celseq2,-8.981059,10.853535
D28.2_87,acinar,celseq2,-8.980747,11.041678
D28.7_62,acinar,celseq2,-9.087732,10.576809
human3_lib1.final_cell_0197,acinar,inDrop,-2.1558504,-1.3110712
HP1508501T2D_D18,acinar,smartseq2,-6.930115,6.1351266
human3_lib2.final_cell_0158,acinar,inDrop,-2.5096574,-1.0602859
HP1504101T2D_K19,acinar,smartseq2,-7.43563,6.318786
human3_lib4.final_cell_0270,acinar,inDrop,-2.3029358,-1.8273278
human3_lib3.final_cell_0096,acinar,inDrop,-2.5435503,-0.059404142
human3_lib3.final_cell_0473,acinar,inDrop,-1.3087054,-0.08647422
human3_lib4.final_cell_0665,acinar,inDrop,-1.1182288,-0.4747627
human3_lib4.final_cell_0794,acinar,inDrop,-1.3300577,-1.0193466
D29.7_49,acinar,celseq2,-7.0641403,11.992753
human3_lib2.final_cell_0017,acinar,inDrop,-2.9672902,-1.5799967
human3_lib3.final_cell_0046,acinar,inDrop,-2.8543081,0.04356021
human3_lib4.final_cell_0063,acinar,inDrop,-2.0278873,0.43085465
human3_lib3.final_cell_0478,acinar,inDrop,-1.9776303,-0.32964766
human3_lib4.final_cell_0032,acinar,inDrop,-2.6448622,-2.870772
human1_lib2.final_cell_0126,acinar,inDrop,-1.109287,-1.1882235
HP1506401_C7,acinar,smartseq2,-7.6513963,6.1836824
human3_lib1.final_cell_0078,acinar,inDrop,-2.1244946,-0.14336063
human3_lib4.final_cell_0019,acinar,inDrop,-1.9681764,-3.0973213
human3_lib1.final_cell_0150,acinar,inDrop,-2.5956583,-3.084262
human3_lib2.final_cell_0102,acinar,inDrop,-2.1285987,0.5126204
human3_lib2.final_cell_0506,acinar,inDrop,-1.6603062,0.563735
human3_lib1.final_cell_0476,acinar,inDrop,-1.8609875,-2.8549213
human3_lib1.final_cell_0603,acinar,inDrop,-2.147072,-0.72488874
HP1525301T2D_C23,acinar,smartseq2,-7.5699406,7.253842
human3_lib4.final_cell_0064,acinar,inDrop,-1.6365138,-2.1794813
D31.2_53,acinar,celseq2,-9.045265,10.784362
human3_lib2.final_cell_0049,acinar,inDrop,-2.667948,-0.35503158
human3_lib2.final_cell_0763,acinar,inDrop,-2.1431541,-1.6815363
human3_lib2.final_cell_0257,acinar,inDrop,-1.1782583,-1.3264673
HP1526901T2D_I12,acinar,smartseq2,-7.262355,6.6353726
human1_lib3.final_cell_0025,acinar,inDrop,-2.1603537,-1.1614094
human1_lib3.final_cell_0628,acinar,inDrop,-0.8289491,-1.0982603
human3_lib4.final_cell_0006,acinar,inDrop,-2.471469,-3.1944404
human3_lib1.final_cell_0089,acinar,inDrop,-2.7689123,-1.1032224
human3_lib1.final_cell_0419,acinar,inDrop,-1.8363916,0.08173255
human3_lib4.final_cell_0126,acinar,inDrop,-2.2515845,-0.0783931
human3_lib4.final_cell_0002,acinar,inDrop,-3.0372753,-1.8203928
human3_lib2.final_cell_0039,acinar,inDrop,-2.93358,-0.6976062
HP1506401_K6,acinar,smartseq2,-7.789721,6.791629
D31.2_87,acinar,celseq2,-7.3505764,12.114594
D30.1_72,acinar,celseq2,-7.680848,11.820516
human3_lib1.final_cell_0025,acinar,inDrop,-3.0802717,-1.2713143
human3_lib4.final_cell_0106,acinar,inDrop,-2.6754475,-0.34115383
human3_lib2.final_cell_0023,acinar,inDrop,-2.5284312,-2.5976431
D31.2_26,acinar,celseq2,-6.2113934,12.280631
HP1502401_M8,acinar,smartseq2,-7.4604797,7.498846
human3_lib3.final_cell_0795,acinar,inDrop,-1.9298774,-2.3435323
human3_lib3.final_cell_0006,acinar,inDrop,-3.2519135,-1.765391
human3_lib1.final_cell_0625,acinar,inDrop,-2.28192,-1.8282968
human3_lib4.final_cell_0342,acinar,inDrop,-1.5031822,-2.1087306
HP1506401_B6,acinar,smartseq2,-7.6828837,7.54288
D31.6_13,acinar,celseq2,-8.691534,11.530709
human3_lib2.final_cell_0235,acinar,inDrop,-1.9478078,-3.0434792
D31.3_23,acinar,celseq2,-6.419275,11.905013
HP1502401_K12,acinar,smartseq2,-6.713609,8.613732
human3_lib1.final_cell_0698,acinar,inDrop,-1.9477663,0.1879075
human3_lib2.final_cell_0266,acinar,inDrop,-2.0056057,-2.5184345
human3_lib3.final_cell_0664,acinar,inDrop,-1.9623393,0.8982925
human3_lib2.final_cell_0009,acinar,inDrop,-2.9939156,-1.181519
human3_lib1.final_cell_0168,acinar,inDrop,-1.9721701,0.2546794
HP1504101T2D_I6,acinar,smartseq2,-7.4729075,6.5378056
human3_lib3.final_cell_0467,acinar,inDrop,-1.9174378,0.25796232
human1_lib3.final_cell_0007,acinar,inDrop,-1.681231,-1.9921423
human3_lib3.final_cell_0056,acinar,inDrop,-2.9926102,-1.621275
human3_lib1.final_cell_0484,acinar,inDrop,-2.070411,-0.281622
human3_lib4.final_cell_0074,acinar,inDrop,-2.6644423,-2.7858164
D31.7_9,acinar,celseq2,-7.446813,11.904902
human3_lib1.final_cell_0732,acinar,inDrop,-1.4263778,0.22603847
human4_lib1.final_cell_0115,acinar,inDrop,-1.0417285,-3.3055134
human3_lib4.final_cell_0706,acinar,inDrop,-1.5973425,-0.9398299
human3_lib4.final_cell_0445,acinar,inDrop,-1.4265068,-0.9185835
human3_lib2.final_cell_0638,acinar,inDrop,-2.7764475,-0.5487879
human3_lib4.final_cell_0459,acinar,inDrop,-2.3973422,0.6492875
