index,celltype,tech,UMAP1,UMAP2
human1_lib1.final_cell_0461,acinar,inDrop,-2.0529966,-12.424899
human3_lib2.final_cell_0685,acinar,inDrop,-1.6783957,-13.253515
human3_lib4.final_cell_0272,acinar,inDrop,-3.2415717,-15.03771
HP1506401_D3,acinar,smartseq2,3.5653517,-5.695823
human3_lib3.final_cell_0163,acinar,inDrop,-2.9557621,-13.841999
human1_lib1.final_cell_0182,acinar,inDrop,-2.390551,-12.417432
HP1504101T2D_J16,acinar,smartseq2,0.9026004,-5.578727
human3_lib2.final_cell_0105,acinar,inDrop,-2.7192023,-14.2168455
human3_lib4.final_cell_0466,acinar,inDrop,-3.3921633,-13.826992
D30.4_18,acinar,celseq2,1.0515935,-5.5808587
human3_lib3.final_cell_0044,acinar,inDrop,-2.2715416,-13.477573
D28.5_63,acinar,celseq2,1.9188192,-6.4951506
HP1504901_F23,acinar,smartseq2,2.7681258,-5.236794
human3_lib1.final_cell_0069,acinar,inDrop,-2.4564273,-14.388507
D31.3_89,acinar,celseq2,1.9459751,-5.1055875
human3_lib4.final_cell_0103,acinar,inDrop,-4.6483393,-14.145352
human3_lib2.final_cell_0036,acinar,inDrop,-3.7403402,-13.965402
HP1506401_J15,acinar,smartseq2,2.4536626,-6.5786
human3_lib1.final_cell_0505,acinar,inDrop,-3.0099282,-14.070989
HP1506401_O16,acinar,smartseq2,3.4078648,-5.622475
human3_lib2.final_cell_0267,acinar,inDrop,-4.066733,-14.33253
human3_lib3.final_cell_0703,acinar,inDrop,-3.861333,-12.202909
human3_lib2.final_cell_0109,acinar,inDrop,-3.099871,-12.037978
D30.2_53,acinar,celseq2,1.254206,-5.902558
human3_lib4.final_cell_0171,acinar,inDrop,-3.2444718,-12.1408415
HP1506401_N23,acinar,smartseq2,3.104266,-5.7787075
D28.3_51,acinar,celseq2,1.9783239,-6.0072384
human3_lib2.final_cell_0134,acinar,inDrop,-4.101009,-13.814624
human1_lib2.final_cell_0582,acinar,inDrop,-3.239071,-12.225499
D28.5_37,acinar,celseq2,2.5629432,-5.22053
human3_lib1.final_cell_0212,acinar,inDrop,-3.9650567,-12.602214
D28.3_90,acinar,celseq2,2.8058496,-5.2943
human3_lib2.final_cell_0675,acinar,inDrop,-2.7912517,-13.632902
D31.1_21,acinar,celseq2,1.9651251,-6.344754
human3_lib3.final_cell_0205,acinar,inDrop,-3.3827686,-14.457194
human3_lib4.final_cell_0184,acinar,inDrop,-3.7484875,-13.921414
human3_lib3.final_cell_0079,acinar,inDrop,-2.2710052,-14.043372
human3_lib2.final_cell_0060,acinar,inDrop,-3.5838988,-14.072477
human3_lib1.final_cell_0204,acinar,inDrop,-3.2404206,-14.93527
HP1506401_N9,acinar,smartseq2,3.5400634,-5.681549
HP1526901T2D_H2,acinar,smartseq2,1.310551,-6.0031323
human3_lib4.final_cell_0070,acinar,inDrop,-1.6615838,-12.9333725
human3_lib3.final_cell_0415,acinar,inDrop,-2.2949703,-14.195075
HP1525301T2D_F10,acinar,smartseq2,1.3123208,-6.14377
D31.5_69,acinar,celseq2,1.0892574,-6.17187
human3_lib3.final_cell_0208,acinar,inDrop,-3.4198103,-13.00314
human3_lib1.final_cell_0038,acinar,inDrop,-2.680343,-14.534117
human3_lib4.final_cell_0533,acinar,inDrop,-2.3125026,-12.704857
human1_lib3.final_cell_0231,acinar,inDrop,-2.8066041,-11.867419
HP1504101T2D_C11,acinar,smartseq2,1.7665219,-6.701826
human3_lib3.final_cell_0066,acinar,inDrop,-4.081651,-14.226135
human3_lib4.final_cell_0108,acinar,inDrop,-1.8426764,-13.475709
D30.7_1,acinar,celseq2,2.1720276,-6.1847305
human3_lib3.final_cell_0301,acinar,inDrop,-3.0578427,-13.904217
human3_lib4.final_cell_0149,acinar,inDrop,-4.451163,-12.461466
HP1508501T2D_B14,acinar,smartseq2,2.1080322,-6.6219316
human3_lib4.final_cell_0003,acinar,inDrop,-4.045224,-14.274891
human3_lib3.final_cell_0266,acinar,inDrop,-3.4568563,-13.375479
human3_lib1.final_cell_0373,acinar,inDrop,-4.464167,-13.520683
D30.7_24,acinar,celseq2,1.7763494,-6.124342
human3_lib1.final_cell_0172,acinar,inDrop,-1.5795841,-12.8545475
human3_lib2.final_cell_0003,acinar,inDrop,-2.8832,-12.364832
AZ_F6,acinar,smartseq2,3.104845,-5.730434
HP1508501T2D_I10,acinar,smartseq2,2.0778055,-6.7577734
human3_lib3.final_cell_0166,acinar,inDrop,-2.7492957,-12.678395
human3_lib2.final_cell_0101,acinar,inDrop,-3.0680625,-14.397823
HP1508501T2D_G17,acinar,smartseq2,2.002588,-5.035931
HP1525301T2D_L5,acinar,smartseq2,1.3076538,-5.4128203
human3_lib2.final_cell_0277,acinar,inDrop,-2.0704691,-13.70918
D28.6_63,acinar,celseq2,2.058562,-5.0706315
human3_lib3.final_cell_0045,acinar,inDrop,-4.083087,-13.011993
HP1502401_G18,acinar,smartseq2,0.83462983,-5.454205
human3_lib1.final_cell_0483,acinar,inDrop,-1.9572684,-13.157447
human3_lib4.final_cell_0575,acinar,inDrop,-4.47619,-13.148813
human3_lib4.final_cell_0519,acinar,inDrop,-3.9815855,-13.392391
human3_lib4.final_cell_0512,acinar,inDrop,-2.1914685,-12.99782
human3_lib4.final_cell_0615,acinar,inDrop,-3.4015818,-13.91687
human3_lib4.final_cell_0555,acinar,inDrop,-4.0760565,-12.904828
human3_lib3.final_cell_0803,acinar,inDrop,-2.5515568,-13.946213
human3_lib1.final_cell_0013,acinar,inDrop,-3.810806,-14.722444
D31.2_75,acinar,celseq2,2.5562508,-5.5919166
HP1506401_B14,acinar,smartseq2,3.4765332,-5.6297054
human3_lib2.final_cell_0006,acinar,inDrop,-4.0606375,-14.151834
human3_lib1.final_cell_0300,acinar,inDrop,-4.6130204,-13.55894
D30.3_91,acinar,celseq2,1.7983987,-5.711823
human3_lib4.final_cell_0155,acinar,inDrop,-2.951579,-13.48289
human3_lib1.final_cell_0307,acinar,inDrop,-2.9770062,-14.995387
human3_lib3.final_cell_0551,acinar,inDrop,-3.116303,-11.895688
human3_lib2.final_cell_0069,acinar,inDrop,-2.5872939,-13.772754
human3_lib3.final_cell_0111,acinar,inDrop,-2.9554589,-14.892738
human3_lib4.final_cell_0087,acinar,inDrop,-3.0504308,-14.586095
human3_lib2.final_cell_0299,acinar,inDrop,-4.2209125,-12.969229
human3_lib2.final_cell_0108,acinar,inDrop,-1.7703577,-13.448353
HP1506401_J2,acinar,smartseq2,2.3324258,-6.726616
D31.5_70,acinar,celseq2,2.400099,-5.505049
human3_lib1.final_cell_0214,acinar,inDrop,-3.2292516,-13.19765
human3_lib2.final_cell_0107,acinar,inDrop,-4.053589,-12.689549
human3_lib4.final_cell_0742,acinar,inDrop,-3.2790546,-13.617125
human1_lib3.final_cell_0043,acinar,inDrop,-2.3075619,-12.187117
human3_lib1.final_cell_0035,acinar,inDrop,-2.5881677,-12.301252
human3_lib3.final_cell_0685,acinar,inDrop,-3.6770177,-13.731091
human1_lib3.final_cell_0469,acinar,inDrop,-2.0752254,-14.1754675
HP1502401_C1,acinar,smartseq2,1.3237625,-6.4385552
HP1506401_N5,acinar,smartseq2,3.6540506,-5.770471
D31.7_77,acinar,celseq2,2.1334777,-5.3332224
human1_lib1.final_cell_0436,acinar,inDrop,-3.084526,-11.715085
D31.6_9,acinar,celseq2,1.417986,-5.318418
human3_lib2.final_cell_0020,acinar,inDrop,-2.759283,-14.797117
human3_lib2.final_cell_0180,acinar,inDrop,-3.9567904,-12.268034
human3_lib3.final_cell_0139,acinar,inDrop,-1.9846538,-13.061003
D28.3_25,acinar,celseq2,2.3100247,-5.173315
human3_lib1.final_cell_0268,acinar,inDrop,-2.9868443,-13.631488
human3_lib4.final_cell_0746,acinar,inDrop,-4.08493,-13.182656
human3_lib1.final_cell_0006,acinar,inDrop,-2.1050863,-14.173337
human3_lib3.final_cell_0227,acinar,inDrop,-3.1886203,-13.754054
human3_lib3.final_cell_0059,acinar,inDrop,-2.6178482,-14.76809
HP1502401_J2,acinar,smartseq2,0.9918564,-5.403846
human3_lib2.final_cell_0135,acinar,inDrop,-2.8004498,-14.730177
D28.7_51,acinar,celseq2,2.3086536,-5.4660425
HP1506401_L22,acinar,smartseq2,3.5331006,-5.346074
D31.4_70,acinar,celseq2,2.3188372,-5.985314
human3_lib2.final_cell_0027,acinar,inDrop,-3.3007672,-14.768778
human3_lib2.final_cell_0019,acinar,inDrop,-4.156001,-14.138127
human3_lib4.final_cell_0783,acinar,inDrop,-3.0782645,-13.280344
D31.6_53,acinar,celseq2,1.4430333,-5.551954
human3_lib2.final_cell_0586,acinar,inDrop,-3.7951992,-12.347192
D28.4_63,acinar,celseq2,3.072659,-5.3381023
D28.3_91,acinar,celseq2,2.31151,-5.622258
HP1508501T2D_F21,acinar,smartseq2,0.7816803,-5.529982
human1_lib2.final_cell_0616,acinar,inDrop,-3.2627902,-12.011771
human3_lib2.final_cell_0082,acinar,inDrop,-2.9571176,-13.088727
human3_lib1.final_cell_0022,acinar,inDrop,-4.8167357,-13.381104
human1_lib3.final_cell_0020,acinar,inDrop,-3.7626786,-11.777118
human3_lib3.final_cell_0243,acinar,inDrop,-3.1460204,-13.573213
human3_lib4.final_cell_0195,acinar,inDrop,-3.910597,-13.414943
HP1508501T2D_A11,acinar,smartseq2,2.2739933,-5.0052834
D31.3_73,acinar,celseq2,2.5542302,-5.198388
human3_lib3.final_cell_0019,acinar,inDrop,-4.4280457,-12.442015
human3_lib4.final_cell_0131,acinar,inDrop,-2.511755,-13.733908
human3_lib3.final_cell_0157,acinar,inDrop,-2.9710739,-12.629971
human3_lib3.final_cell_0241,acinar,inDrop,-2.9490716,-13.379597
human1_lib1.final_cell_0029,acinar,inDrop,-3.3489819,-11.811113
human3_lib3.final_cell_0031,acinar,inDrop,-3.969075,-12.4399185
HP1526901T2D_K17,acinar,smartseq2,1.7743074,-5.463792
D28.4_4,acinar,celseq2,1.8380989,-5.86242
HP1506401_O21,acinar,smartseq2,3.3448713,-5.6492734
D31.6_21,acinar,celseq2,2.8586793,-5.425999
human3_lib3.final_cell_0651,acinar,inDrop,-2.0308826,-13.510833
human1_lib3.final_cell_0600,acinar,inDrop,-1.8778965,-12.734994
human3_lib1.final_cell_0439,acinar,inDrop,-3.7245007,-12.257237
human3_lib3.final_cell_0068,acinar,inDrop,-2.5314033,-13.955608
human1_lib2.final_cell_0404,acinar,inDrop,-2.820515,-11.989172
D30.5_36,acinar,celseq2,1.4489437,-6.4477386
human3_lib4.final_cell_0039,acinar,inDrop,-3.2149847,-14.943382
D28.5_77,acinar,celseq2,2.0001326,-5.8844724
human3_lib2.final_cell_0800,acinar,inDrop,-1.9062668,-13.254313
D30.8_63,acinar,celseq2,1.4535955,-6.077552
human3_lib2.final_cell_0174,acinar,inDrop,-3.991948,-13.806634
human3_lib4.final_cell_0076,acinar,inDrop,-4.6023245,-12.905683
human1_lib2.final_cell_0111,acinar,inDrop,-2.0246081,-12.941073
human3_lib4.final_cell_0080,acinar,inDrop,-2.738259,-14.164475
human3_lib1.final_cell_0050,acinar,inDrop,-3.3082035,-12.69888
human3_lib1.final_cell_0389,acinar,inDrop,-4.2493424,-12.489572
human3_lib4.final_cell_0636,acinar,inDrop,-3.3430784,-7.5361404
human3_lib1.final_cell_0131,acinar,inDrop,-3.3781075,-14.268935
D30.4_81,acinar,celseq2,3.5030558,-5.2891564
D31.7_11,acinar,celseq2,2.1714478,-5.2545686
human3_lib3.final_cell_0094,acinar,inDrop,-4.3995686,-12.910406
human3_lib3.final_cell_0126,acinar,inDrop,-3.222373,-12.4253
D31.8_11,acinar,celseq2,1.2460294,-5.4972897
human3_lib2.final_cell_0466,acinar,inDrop,-2.800012,-14.936143
human3_lib1.final_cell_0360,acinar,inDrop,-2.9797566,-13.016415
D31.5_4,acinar,celseq2,2.2340393,-5.858454
human3_lib4.final_cell_0005,acinar,inDrop,-4.3820763,-12.530915
human3_lib3.final_cell_0060,acinar,inDrop,-3.0716577,-14.510696
human3_lib3.final_cell_0162,acinar,inDrop,-4.588406,-13.328683
human3_lib4.final_cell_0355,acinar,inDrop,-2.8179405,-14.513528
human3_lib2.final_cell_0226,acinar,inDrop,-3.5355392,-14.677105
D28.5_54,acinar,celseq2,1.8830186,-5.1029205
HP1506401_B5,acinar,smartseq2,2.3437808,-6.658791
human3_lib3.final_cell_0268,acinar,inDrop,-3.2012994,-13.043139
human3_lib2.final_cell_0421,acinar,inDrop,-4.430224,-13.4743805
human3_lib4.final_cell_0111,acinar,inDrop,-3.2845707,-12.635696
human3_lib3.final_cell_0072,acinar,inDrop,-2.0782354,-13.031893
HP1525301T2D_F5,acinar,smartseq2,1.4705857,-6.53021
human3_lib2.final_cell_0093,acinar,inDrop,-3.7130113,-12.465047
human3_lib4.final_cell_0371,acinar,inDrop,-2.4110546,-14.049881
D30.2_1,acinar,celseq2,2.4788496,-5.2194524
human3_lib3.final_cell_0047,acinar,inDrop,-4.033947,-14.128878
HP1506401_N15,acinar,smartseq2,3.2839837,-5.407423
human3_lib3.final_cell_0272,acinar,inDrop,-1.9540772,-13.294745
human3_lib4.final_cell_0008,acinar,inDrop,-2.8477387,-14.49473
human3_lib4.final_cell_0549,acinar,inDrop,-2.0059826,-13.396359
human3_lib4.final_cell_0020,acinar,inDrop,-4.5585685,-14.304306
HP1506401_L11,acinar,smartseq2,3.3430376,-5.482303
human3_lib2.final_cell_0078,acinar,inDrop,-2.65831,-13.119711
human3_lib4.final_cell_0207,acinar,inDrop,-4.550268,-13.928162
human3_lib1.final_cell_0063,acinar,inDrop,-3.5063086,-14.408161
human3_lib2.final_cell_0090,acinar,inDrop,-2.4024556,-14.108721
human3_lib1.final_cell_0014,acinar,inDrop,-2.7490628,-14.690491
human3_lib4.final_cell_0065,acinar,inDrop,-2.9723017,-13.13167
human3_lib3.final_cell_0004,acinar,inDrop,-3.1473346,-13.790619
HP1506401_P17,acinar,smartseq2,3.3922737,-5.464449
human3_lib3.final_cell_0089,acinar,inDrop,-3.8486097,-13.900053
human2_lib2.final_cell_0154,acinar,inDrop,-3.396427,-8.101467
HP1506401_G14,acinar,smartseq2,3.4925861,-5.729886
D28.1_87,acinar,celseq2,2.9631429,-5.5208683
human3_lib2.final_cell_0076,acinar,inDrop,-2.8813035,-14.981047
HP1506401_O18,acinar,smartseq2,3.5502598,-5.4799232
human3_lib1.final_cell_0195,acinar,inDrop,-3.4942887,-12.637591
D28.3_31,acinar,celseq2,3.3881583,-5.155477
HP1525301T2D_D10,acinar,smartseq2,1.4668994,-5.5391607
human3_lib3.final_cell_0646,acinar,inDrop,-2.053574,-13.1943035
HP1508501T2D_O7,acinar,smartseq2,2.0408273,-5.0231204
human3_lib2.final_cell_0608,acinar,inDrop,-1.7668372,-13.298216
human1_lib1.final_cell_0012,acinar,inDrop,-3.5806518,-12.011348
D30.2_17,acinar,celseq2,1.40476,-6.491727
D30.3_45,acinar,celseq2,1.2578311,-5.528168
human3_lib4.final_cell_0043,acinar,inDrop,-4.548467,-13.607261
human3_lib2.final_cell_0213,acinar,inDrop,-3.3114638,-13.09457
AZ_H10,acinar,smartseq2,1.6835483,-6.6100264
human3_lib2.final_cell_0033,acinar,inDrop,-3.484354,-13.324416
human3_lib2.final_cell_0052,acinar,inDrop,-3.177762,-14.447254
human3_lib4.final_cell_0407,acinar,inDrop,-1.6930796,-12.972175
human3_lib3.final_cell_0207,acinar,inDrop,-2.836555,-12.720492
human3_lib1.final_cell_0011,acinar,inDrop,-3.5530689,-14.062053
human3_lib3.final_cell_0355,acinar,inDrop,-3.678413,-14.506869
D31.3_40,acinar,celseq2,2.0916655,-5.977218
HP1506401_N1,acinar,smartseq2,2.255359,-6.3412933
D28.4_86,acinar,celseq2,2.5351248,-5.864532
human3_lib1.final_cell_0057,acinar,inDrop,-1.8374616,-13.069983
human3_lib4.final_cell_0056,acinar,inDrop,-4.1191154,-12.525898
human3_lib1.final_cell_0560,acinar,inDrop,-3.048025,-12.475089
human3_lib1.final_cell_0440,acinar,inDrop,-2.7456157,-12.575945
human3_lib3.final_cell_0406,acinar,inDrop,-2.5036714,-14.314067
human3_lib2.final_cell_0469,acinar,inDrop,-4.017656,-13.084338
HP1502401_E20,acinar,smartseq2,0.88640547,-5.493548
human3_lib2.final_cell_0119,acinar,inDrop,-4.018214,-13.661138
HP1526901T2D_N4,acinar,smartseq2,2.2083108,-5.4184647
D28.2_42,acinar,celseq2,2.4489481,-5.860677
human3_lib2.final_cell_0486,acinar,inDrop,-2.8344612,-12.256715
D30.2_43,acinar,celseq2,1.521409,-5.5257077
human3_lib1.final_cell_0196,acinar,inDrop,-4.724924,-13.559571
human3_lib1.final_cell_0119,acinar,inDrop,-2.2358763,-13.271659
human3_lib4.final_cell_0418,acinar,inDrop,-3.950701,-13.390797
HP1525301T2D_C7,acinar,smartseq2,1.1030968,-6.221367
D31.8_27,acinar,celseq2,1.8727076,-5.253405
HP1508501T2D_N13,acinar,smartseq2,2.0475671,-6.769033
human1_lib1.final_cell_0001,acinar,inDrop,-3.2688725,-11.793508
human3_lib1.final_cell_0326,acinar,inDrop,-3.077205,-14.058784
human3_lib3.final_cell_0144,acinar,inDrop,-1.828496,-12.962295
human3_lib3.final_cell_0176,acinar,inDrop,-3.146754,-14.96918
human3_lib4.final_cell_0044,acinar,inDrop,-1.9661134,-13.33062
human3_lib2.final_cell_0260,acinar,inDrop,-3.4730177,-12.032061
human3_lib2.final_cell_0097,acinar,inDrop,-4.8135195,-13.634513
human3_lib4.final_cell_0049,acinar,inDrop,-2.788796,-14.432382
human3_lib4.final_cell_0146,acinar,inDrop,-2.286483,-14.458643
human3_lib3.final_cell_0062,acinar,inDrop,-2.2541842,-13.306833
HP1506401_E18,acinar,smartseq2,3.0563345,-5.9838786
human3_lib1.final_cell_0084,acinar,inDrop,-4.759184,-13.91162
human1_lib3.final_cell_0143,acinar,inDrop,-3.5368004,-11.74632
human1_lib2.final_cell_0278,acinar,inDrop,-3.2681954,-11.919718
human3_lib3.final_cell_0192,acinar,inDrop,-2.9259064,-13.981326
human3_lib1.final_cell_0082,acinar,inDrop,-2.5754316,-14.3541
human3_lib4.final_cell_0029,acinar,inDrop,-2.3339338,-14.552094
human1_lib3.final_cell_0447,acinar,inDrop,-3.7373526,-12.440595
human3_lib3.final_cell_0453,acinar,inDrop,-4.341256,-12.93887
human3_lib3.final_cell_0610,acinar,inDrop,-2.8805404,-12.750516
human1_lib2.final_cell_0005,acinar,inDrop,-3.278791,-13.202762
human3_lib4.final_cell_0142,acinar,inDrop,-4.456353,-13.629701
HP1506401_M8,acinar,smartseq2,2.5960913,-5.6800494
human3_lib3.final_cell_0203,acinar,inDrop,-2.438781,-12.885698
human1_lib3.final_cell_0541,acinar,inDrop,-1.750779,-12.768215
human3_lib3.final_cell_0029,acinar,inDrop,-2.3698769,-14.076975
D28.4_54,acinar,celseq2,2.0268977,-6.482632
D28.4_67,acinar,celseq2,1.4726126,-5.236075
D28.2_87,acinar,celseq2,1.8665223,-6.3980775
D28.7_62,acinar,celseq2,1.6835674,-6.369019
human3_lib1.final_cell_0197,acinar,inDrop,-3.3435404,-14.161128
HP1508501T2D_D18,acinar,smartseq2,1.6702688,-6.708646
human3_lib2.final_cell_0158,acinar,inDrop,-4.412959,-14.356694
HP1504101T2D_K19,acinar,smartseq2,2.0647388,-6.242844
human3_lib4.final_cell_0270,acinar,inDrop,-3.4441874,-14.3522215
human3_lib3.final_cell_0096,acinar,inDrop,-4.2736454,-13.9832945
human3_lib3.final_cell_0473,acinar,inDrop,-3.5255816,-12.441138
human3_lib4.final_cell_0665,acinar,inDrop,-4.1290083,-12.551831
human3_lib4.final_cell_0794,acinar,inDrop,-3.8930926,-13.295086
D29.7_49,acinar,celseq2,2.3403752,-6.18281
human3_lib2.final_cell_0017,acinar,inDrop,-2.2594588,-13.202222
human3_lib3.final_cell_0046,acinar,inDrop,-3.7507153,-12.827349
human3_lib4.final_cell_0063,acinar,inDrop,-4.781425,-13.093556
human3_lib3.final_cell_0478,acinar,inDrop,-3.1881716,-13.307241
human3_lib4.final_cell_0032,acinar,inDrop,-2.8673208,-14.3317795
human1_lib2.final_cell_0126,acinar,inDrop,-3.237681,-12.145753
HP1506401_C7,acinar,smartseq2,2.1604466,-6.7002616
human3_lib1.final_cell_0078,acinar,inDrop,-3.3120682,-13.015307
human3_lib4.final_cell_0019,acinar,inDrop,-1.9531895,-13.65772
human3_lib1.final_cell_0150,acinar,inDrop,-2.7747462,-14.523337
human3_lib2.final_cell_0102,acinar,inDrop,-4.336881,-12.653497
human3_lib2.final_cell_0506,acinar,inDrop,-3.5875936,-12.636552
human3_lib1.final_cell_0476,acinar,inDrop,-2.2191133,-13.619217
human3_lib1.final_cell_0603,acinar,inDrop,-2.4863448,-12.573456
HP1525301T2D_C23,acinar,smartseq2,1.5065833,-5.4736853
human3_lib4.final_cell_0064,acinar,inDrop,-2.2079692,-12.570588
D31.2_53,acinar,celseq2,1.6000074,-5.2812185
human3_lib2.final_cell_0049,acinar,inDrop,-3.6790304,-13.313371
human3_lib2.final_cell_0763,acinar,inDrop,-1.93172,-13.424034
human3_lib2.final_cell_0257,acinar,inDrop,-3.1345234,-13.9677305
HP1526901T2D_I12,acinar,smartseq2,1.3467933,-5.833466
human1_lib3.final_cell_0025,acinar,inDrop,-2.7913027,-11.878764
human1_lib3.final_cell_0628,acinar,inDrop,-3.4625263,-12.162792
human3_lib4.final_cell_0006,acinar,inDrop,-1.9550469,-13.853418
human3_lib1.final_cell_0089,acinar,inDrop,-4.169841,-14.460928
human3_lib1.final_cell_0419,acinar,inDrop,-3.2749214,-12.91874
human3_lib4.final_cell_0126,acinar,inDrop,-4.3581195,-13.901045
human3_lib4.final_cell_0002,acinar,inDrop,-3.2778058,-13.983941
human3_lib2.final_cell_0039,acinar,inDrop,-2.9001715,-12.965829
HP1506401_K6,acinar,smartseq2,2.2501023,-6.756124
D31.2_87,acinar,celseq2,1.8294212,-6.054078
D30.1_72,acinar,celseq2,2.1094835,-4.9738617
human3_lib1.final_cell_0025,acinar,inDrop,-3.919448,-14.214742
human3_lib4.final_cell_0106,acinar,inDrop,-4.015304,-14.021617
human3_lib2.final_cell_0023,acinar,inDrop,-2.1187122,-14.510247
D31.2_26,acinar,celseq2,3.377737,-5.230494
HP1502401_M8,acinar,smartseq2,0.88174134,-5.501187
human3_lib3.final_cell_0795,acinar,inDrop,-2.7529566,-13.754775
human3_lib3.final_cell_0006,acinar,inDrop,-3.512596,-14.731082
human3_lib1.final_cell_0625,acinar,inDrop,-2.3096511,-12.865023
human3_lib4.final_cell_0342,acinar,inDrop,-3.7930436,-13.622267
HP1506401_B6,acinar,smartseq2,2.3587787,-6.18525
D31.6_13,acinar,celseq2,2.023061,-5.148135
human3_lib2.final_cell_0235,acinar,inDrop,-2.2499492,-13.414861
D31.3_23,acinar,celseq2,1.6006485,-6.5083647
HP1502401_K12,acinar,smartseq2,1.7999655,-5.803675
human3_lib1.final_cell_0698,acinar,inDrop,-3.4174712,-13.230566
human3_lib2.final_cell_0266,acinar,inDrop,-3.1146111,-14.765666
human3_lib3.final_cell_0664,acinar,inDrop,-3.8926468,-12.154814
human3_lib2.final_cell_0009,acinar,inDrop,-2.014928,-13.366524
human3_lib1.final_cell_0168,acinar,inDrop,-4.622536,-12.756702
HP1504101T2D_I6,acinar,smartseq2,2.0201871,-5.5503564
human3_lib3.final_cell_0467,acinar,inDrop,-4.1436205,-12.769323
human1_lib3.final_cell_0007,acinar,inDrop,-3.2745411,-12.243257
human3_lib3.final_cell_0056,acinar,inDrop,-2.366072,-13.173145
human3_lib1.final_cell_0484,acinar,inDrop,-3.99582,-13.830117
human3_lib4.final_cell_0074,acinar,inDrop,-2.6158423,-14.912911
D31.7_9,acinar,celseq2,2.0347428,-5.897618
human3_lib1.final_cell_0732,acinar,inDrop,-4.15203,-13.599335
human4_lib1.final_cell_0115,acinar,inDrop,-2.3518367,-12.877396
human3_lib4.final_cell_0706,acinar,inDrop,-3.9155133,-12.765324
human3_lib4.final_cell_0445,acinar,inDrop,-3.52013,-12.550658
human3_lib2.final_cell_0638,acinar,inDrop,-2.9304173,-12.400935
human3_lib4.final_cell_0459,acinar,inDrop,-3.4695086,-12.336868
human3_lib3.final_cell_0042,acinar,inDrop,-3.4864547,-14.755484
human3_lib1.final_cell_0447,acinar,inDrop,-2.8193383,-13.550096
human3_lib4.final_cell_0170,acinar,inDrop,-4.7315283,-13.304963
D28.6_74,acinar,celseq2,2.2558975,-6.0688987
