,celltype,tech,UMAP1,UMAP2
human3_lib1.final_cell_0172,acinar,inDrop,2.9640663,8.218841
human3_lib2.final_cell_0003,acinar,inDrop,2.0121124,9.770649
AZ_F6,acinar,smartseq2,-8.185607,-9.2332735
HP1508501T2D_I10,acinar,smartseq2,-8.359825,-7.898698
human3_lib3.final_cell_0166,acinar,inDrop,1.9454461,9.880318
human3_lib2.final_cell_0101,acinar,inDrop,2.1611779,7.6571374
HP1508501T2D_G17,acinar,smartseq2,-7.8198724,-8.816519
HP1525301T2D_L5,acinar,smartseq2,-7.687674,-8.050844
human3_lib2.final_cell_0277,acinar,inDrop,2.813122,8.385708
D28.6_63,acinar,celseq2,-7.475284,-8.887514
human3_lib3.final_cell_0045,acinar,inDrop,1.0871412,9.827717
HP1502401_G18,acinar,smartseq2,-7.345941,-8.318586
human3_lib1.final_cell_0483,acinar,inDrop,1.8766862,8.849155
human3_lib4.final_cell_0575,acinar,inDrop,1.3684579,10.770602
human3_lib4.final_cell_0519,acinar,inDrop,1.232237,10.535928
human3_lib4.final_cell_0512,acinar,inDrop,2.3215816,8.844135
human3_lib4.final_cell_0615,acinar,inDrop,0.84606075,8.851783
human3_lib4.final_cell_0555,acinar,inDrop,1.9563905,8.594329
human3_lib3.final_cell_0803,acinar,inDrop,2.5027468,8.91933
human3_lib1.final_cell_0013,acinar,inDrop,0.94988626,8.475502
D31.2_75,acinar,celseq2,-8.306714,-9.490095
HP1506401_B14,acinar,smartseq2,-8.3638315,-9.999125
human3_lib2.final_cell_0006,acinar,inDrop,0.9133481,8.675595
human3_lib1.final_cell_0300,acinar,inDrop,1.3430507,10.806939
D30.3_91,acinar,celseq2,-7.23082,-8.21279
human3_lib4.final_cell_0155,acinar,inDrop,1.8042753,9.393226
human3_lib1.final_cell_0307,acinar,inDrop,2.254018,7.5455165
human3_lib3.final_cell_0551,acinar,inDrop,2.1214483,10.13976
human3_lib2.final_cell_0069,acinar,inDrop,1.8065269,7.6017013
human3_lib3.final_cell_0111,acinar,inDrop,1.5666997,8.021642
human3_lib4.final_cell_0087,acinar,inDrop,2.0011988,8.2590475
human3_lib2.final_cell_0299,acinar,inDrop,1.5294664,10.449082
human3_lib2.final_cell_0108,acinar,inDrop,2.6435914,8.33121
HP1506401_J2,acinar,smartseq2,-8.55436,-8.227896
D31.5_70,acinar,celseq2,-7.933214,-9.48204
human3_lib1.final_cell_0214,acinar,inDrop,0.96629363,9.183358
human3_lib2.final_cell_0107,acinar,inDrop,1.621871,9.470512
human3_lib4.final_cell_0742,acinar,inDrop,2.2982557,9.922168
human1_lib3.final_cell_0043,acinar,inDrop,2.2305124,8.950977
human3_lib1.final_cell_0035,acinar,inDrop,2.279677,9.856489
human3_lib3.final_cell_0685,acinar,inDrop,2.1081705,9.62685
human1_lib3.final_cell_0469,acinar,inDrop,1.40008,5.3591733
HP1502401_C1,acinar,smartseq2,-7.7467284,-7.5599494
HP1506401_N5,acinar,smartseq2,-8.2285795,-10.192249
D31.7_77,acinar,celseq2,-7.65209,-9.36928
human1_lib1.final_cell_0436,acinar,inDrop,2.032192,10.00359
D31.6_9,acinar,celseq2,-7.408139,-8.317351
human3_lib2.final_cell_0020,acinar,inDrop,2.183537,7.5952835
human3_lib2.final_cell_0180,acinar,inDrop,1.800339,10.500358
human3_lib3.final_cell_0139,acinar,inDrop,2.8583171,8.587109
D28.3_25,acinar,celseq2,-7.658362,-9.241745
human3_lib1.final_cell_0268,acinar,inDrop,1.6394064,9.181279
human3_lib4.final_cell_0746,acinar,inDrop,0.83774924,9.876767
human3_lib1.final_cell_0006,acinar,inDrop,2.3267205,7.650804
human3_lib3.final_cell_0227,acinar,inDrop,1.1214931,7.939655
human3_lib3.final_cell_0059,acinar,inDrop,1.8728902,7.7425203
HP1502401_J2,acinar,smartseq2,-7.3087626,-8.104575
human3_lib2.final_cell_0135,acinar,inDrop,2.200239,7.6434402
D28.7_51,acinar,celseq2,-7.8386455,-8.879824
HP1506401_L22,acinar,smartseq2,-7.9093843,-10.408107
D31.4_70,acinar,celseq2,-8.356857,-8.757117
human3_lib2.final_cell_0027,acinar,inDrop,2.162452,7.7614274
human3_lib2.final_cell_0019,acinar,inDrop,0.47322062,9.236982
human3_lib4.final_cell_0783,acinar,inDrop,2.3175106,9.67663
D31.6_53,acinar,celseq2,-7.736024,-8.341994
human3_lib2.final_cell_0586,acinar,inDrop,1.854803,10.00586
D28.4_63,acinar,celseq2,-8.2242985,-10.157625
D28.3_91,acinar,celseq2,-7.8980913,-8.877611
HP1508501T2D_F21,acinar,smartseq2,-7.350434,-8.040564
human1_lib2.final_cell_0616,acinar,inDrop,1.8907424,9.975327
human3_lib2.final_cell_0082,acinar,inDrop,0.3653573,8.714192
human3_lib1.final_cell_0022,acinar,inDrop,0.87937164,9.891682
human1_lib3.final_cell_0020,acinar,inDrop,0.4829419,9.004936
human3_lib3.final_cell_0243,acinar,inDrop,1.2548459,9.164811
human3_lib4.final_cell_0195,acinar,inDrop,0.58631533,9.1759615
HP1508501T2D_A11,acinar,smartseq2,-7.761457,-8.811145
D31.3_73,acinar,celseq2,-7.771534,-9.555361
human3_lib3.final_cell_0019,acinar,inDrop,1.4282528,10.238046
human3_lib4.final_cell_0131,acinar,inDrop,1.6166705,8.352029
human3_lib3.final_cell_0157,acinar,inDrop,2.2927039,9.491483
human3_lib3.final_cell_0241,acinar,inDrop,1.1857619,9.030941
human1_lib1.final_cell_0029,acinar,inDrop,1.3901044,10.383017
human3_lib3.final_cell_0031,acinar,inDrop,0.73373735,9.689834
HP1526901T2D_K17,acinar,smartseq2,-7.7512097,-8.144261
D28.4_4,acinar,celseq2,-8.061511,-8.018313
HP1506401_O21,acinar,smartseq2,-8.549217,-9.280346
D31.6_21,acinar,celseq2,-7.9118676,-10.390668
human3_lib3.final_cell_0651,acinar,inDrop,1.5359658,5.693407
human1_lib3.final_cell_0600,acinar,inDrop,2.8139071,8.264011
human3_lib1.final_cell_0439,acinar,inDrop,1.6788917,10.227687
human3_lib3.final_cell_0068,acinar,inDrop,2.1407108,8.252322
human1_lib2.final_cell_0404,acinar,inDrop,2.3474665,9.984434
D30.5_36,acinar,celseq2,-7.958096,-7.5970416
human3_lib4.final_cell_0039,acinar,inDrop,1.8801566,7.774219
D28.5_77,acinar,celseq2,-7.5643587,-8.995367
human3_lib2.final_cell_0800,acinar,inDrop,2.56614,9.111879
D30.8_63,acinar,celseq2,-7.403482,-7.685787
human3_lib2.final_cell_0174,acinar,inDrop,1.4983217,8.64867
human3_lib4.final_cell_0076,acinar,inDrop,1.283715,10.09491
human1_lib2.final_cell_0111,acinar,inDrop,2.5689175,8.674963
human3_lib4.final_cell_0080,acinar,inDrop,1.7000657,8.461819
human3_lib1.final_cell_0050,acinar,inDrop,1.3552327,9.06752
human3_lib1.final_cell_0389,acinar,inDrop,1.5741148,10.615971
human3_lib4.final_cell_0636,acinar,inDrop,1.4790206,5.137676
human3_lib1.final_cell_0131,acinar,inDrop,1.1344398,8.641248
D30.4_81,acinar,celseq2,-8.032271,-10.329587
D31.7_11,acinar,celseq2,-7.6239123,-9.291962
human3_lib3.final_cell_0094,acinar,inDrop,0.7270348,9.637413
human3_lib3.final_cell_0126,acinar,inDrop,1.3635725,9.623143
D31.8_11,acinar,celseq2,-7.0691333,-8.599943
human3_lib2.final_cell_0466,acinar,inDrop,1.9493262,7.773603
human3_lib1.final_cell_0360,acinar,inDrop,2.4846275,9.383516
D31.5_4,acinar,celseq2,-7.5399117,-8.856991
human3_lib4.final_cell_0005,acinar,inDrop,1.0367423,9.9116535
human3_lib3.final_cell_0060,acinar,inDrop,2.0107105,7.9564185
human3_lib3.final_cell_0162,acinar,inDrop,1.1904988,10.435032
human3_lib4.final_cell_0355,acinar,inDrop,2.0795097,9.436612
human3_lib2.final_cell_0226,acinar,inDrop,1.3701897,8.022311
D28.5_54,acinar,celseq2,-7.4765663,-8.828914
HP1506401_B5,acinar,smartseq2,-8.640443,-8.079586
human3_lib3.final_cell_0268,acinar,inDrop,0.727358,9.311753
human3_lib2.final_cell_0421,acinar,inDrop,1.1324095,10.551191
human3_lib4.final_cell_0111,acinar,inDrop,0.5061644,9.067824
human3_lib3.final_cell_0072,acinar,inDrop,2.1486232,8.743951
HP1525301T2D_F5,acinar,smartseq2,-7.925784,-7.595732
human3_lib2.final_cell_0093,acinar,inDrop,0.5160194,9.154526
human3_lib4.final_cell_0371,acinar,inDrop,2.4074852,8.648481
D30.2_1,acinar,celseq2,-7.8584557,-9.555071
human3_lib3.final_cell_0047,acinar,inDrop,0.82819957,8.704121
HP1506401_N15,acinar,smartseq2,-8.284616,-9.958884
human3_lib3.final_cell_0272,acinar,inDrop,2.3296242,8.981626
human3_lib4.final_cell_0008,acinar,inDrop,1.2996144,8.069944
human3_lib4.final_cell_0549,acinar,inDrop,2.6245794,8.089073
human3_lib4.final_cell_0020,acinar,inDrop,0.7444459,8.92053
HP1506401_L11,acinar,smartseq2,-8.284978,-9.886209
human3_lib2.final_cell_0078,acinar,inDrop,1.6427077,8.247974
human3_lib4.final_cell_0207,acinar,inDrop,1.3237575,10.543012
human3_lib1.final_cell_0063,acinar,inDrop,1.868321,9.014676
human3_lib2.final_cell_0090,acinar,inDrop,2.294838,8.828063
human3_lib1.final_cell_0014,acinar,inDrop,1.2739352,8.26374
human3_lib4.final_cell_0065,acinar,inDrop,0.8016651,9.249585
human3_lib3.final_cell_0004,acinar,inDrop,1.1671593,9.269191
HP1506401_P17,acinar,smartseq2,-8.037996,-10.326662
human3_lib3.final_cell_0089,acinar,inDrop,1.8277533,9.904468
human2_lib2.final_cell_0154,acinar,inDrop,-0.10312576,5.5288177
HP1506401_G14,acinar,smartseq2,-8.617113,-9.344692
D28.1_87,acinar,celseq2,-8.321338,-9.9499035
human3_lib2.final_cell_0076,acinar,inDrop,2.3762097,7.8804345
HP1506401_O18,acinar,smartseq2,-8.198734,-9.970379
human3_lib1.final_cell_0195,acinar,inDrop,1.6420014,9.091674
D28.3_31,acinar,celseq2,-8.000341,-10.495994
HP1525301T2D_D10,acinar,smartseq2,-7.6450763,-8.389007
human3_lib3.final_cell_0646,acinar,inDrop,2.3520834,9.010471
HP1508501T2D_O7,acinar,smartseq2,-7.7110796,-8.902623
human3_lib2.final_cell_0608,acinar,inDrop,2.8354428,8.1365185
human1_lib1.final_cell_0012,acinar,inDrop,0.49505806,9.462799
D30.2_17,acinar,celseq2,-7.78173,-7.6292415
D30.3_45,acinar,celseq2,-7.002268,-8.522644
human3_lib4.final_cell_0043,acinar,inDrop,1.1077015,10.031687
human3_lib2.final_cell_0213,acinar,inDrop,1.1485043,9.413418
AZ_H10,acinar,smartseq2,-8.111285,-7.847319
human3_lib2.final_cell_0033,acinar,inDrop,0.7607321,9.483912
human3_lib2.final_cell_0052,acinar,inDrop,1.7862806,7.843218
human3_lib4.final_cell_0407,acinar,inDrop,2.8242269,8.121546
human3_lib3.final_cell_0207,acinar,inDrop,1.4835565,8.0133915
human3_lib1.final_cell_0011,acinar,inDrop,0.6895165,8.9171505
human3_lib3.final_cell_0355,acinar,inDrop,0.7655571,9.077318
D31.3_40,acinar,celseq2,-7.673914,-9.064502
HP1506401_N1,acinar,smartseq2,-8.33171,-8.434842
D28.4_86,acinar,celseq2,-8.463813,-9.347064
human3_lib1.final_cell_0057,acinar,inDrop,2.5446715,8.41571
human3_lib4.final_cell_0056,acinar,inDrop,1.3327748,10.668436
human3_lib1.final_cell_0560,acinar,inDrop,1.9830699,10.020235
human3_lib1.final_cell_0440,acinar,inDrop,2.3834743,9.938117
human3_lib3.final_cell_0406,acinar,inDrop,2.5671377,8.94763
human3_lib2.final_cell_0469,acinar,inDrop,1.4842062,10.703766
HP1502401_E20,acinar,smartseq2,-7.4253044,-7.980044
human3_lib2.final_cell_0119,acinar,inDrop,0.7772048,9.377874
HP1526901T2D_N4,acinar,smartseq2,-8.195392,-8.905174
D28.2_42,acinar,celseq2,-8.403734,-9.148023
human3_lib2.final_cell_0486,acinar,inDrop,2.1413832,10.004077
D30.2_43,acinar,celseq2,-7.4015064,-8.627474
human3_lib1.final_cell_0196,acinar,inDrop,1.050088,9.832857
human3_lib1.final_cell_0119,acinar,inDrop,1.7874072,8.931136
human3_lib4.final_cell_0418,acinar,inDrop,1.8135902,10.455531
HP1525301T2D_C7,acinar,smartseq2,-7.9894457,-7.5933623
D31.8_27,acinar,celseq2,-7.219431,-8.86482
HP1508501T2D_N13,acinar,smartseq2,-8.3597355,-8.253412
human1_lib1.final_cell_0001,acinar,inDrop,1.6535217,9.8454685
human3_lib1.final_cell_0326,acinar,inDrop,2.106573,8.659081
human3_lib3.final_cell_0144,acinar,inDrop,2.3709161,8.862281
human3_lib3.final_cell_0176,acinar,inDrop,2.0542102,7.76468
human3_lib4.final_cell_0044,acinar,inDrop,2.6036696,7.928166
human3_lib2.final_cell_0260,acinar,inDrop,2.1087449,10.397926
human3_lib2.final_cell_0097,acinar,inDrop,0.57064015,9.929
human3_lib4.final_cell_0049,acinar,inDrop,1.695982,7.937741
human3_lib4.final_cell_0146,acinar,inDrop,2.413968,8.426761
human3_lib3.final_cell_0062,acinar,inDrop,1.871827,9.113315
HP1506401_E18,acinar,smartseq2,-8.571385,-8.550894
human3_lib1.final_cell_0084,acinar,inDrop,0.5670509,9.740599
human1_lib3.final_cell_0143,acinar,inDrop,0.66263205,9.011309
human1_lib2.final_cell_0278,acinar,inDrop,1.5572112,10.578342
human3_lib3.final_cell_0192,acinar,inDrop,1.9313853,9.039046
human3_lib1.final_cell_0082,acinar,inDrop,2.663006,8.668068
human3_lib4.final_cell_0029,acinar,inDrop,2.4573889,7.624919
human1_lib3.final_cell_0447,acinar,inDrop,1.5831319,10.075117
human3_lib3.final_cell_0453,acinar,inDrop,1.3464018,10.738078
human3_lib3.final_cell_0610,acinar,inDrop,2.0955944,10.303611
human1_lib2.final_cell_0005,acinar,inDrop,1.4711109,9.026784
human3_lib4.final_cell_0142,acinar,inDrop,1.4992442,9.616601
HP1506401_M8,acinar,smartseq2,-7.999493,-9.027672
human3_lib3.final_cell_0203,acinar,inDrop,2.6127007,9.098526
human1_lib3.final_cell_0541,acinar,inDrop,2.8247993,8.267307
human3_lib3.final_cell_0029,acinar,inDrop,2.1939042,8.418533
D28.4_54,acinar,celseq2,-8.464822,-8.226574
D28.4_67,acinar,celseq2,-7.360752,-8.368696
D28.2_87,acinar,celseq2,-8.198119,-8.528798
D28.7_62,acinar,celseq2,-7.622668,-7.907295
human3_lib1.final_cell_0197,acinar,inDrop,0.98237634,9.217376
HP1508501T2D_D18,acinar,smartseq2,-8.01997,-7.6834917
human3_lib2.final_cell_0158,acinar,inDrop,0.8933169,8.853356
HP1504101T2D_K19,acinar,smartseq2,-8.306787,-8.149788
human3_lib4.final_cell_0270,acinar,inDrop,2.017461,8.369308
human3_lib3.final_cell_0096,acinar,inDrop,1.3803319,9.561757
human3_lib3.final_cell_0473,acinar,inDrop,1.4569277,10.651851
human3_lib4.final_cell_0665,acinar,inDrop,1.3080082,10.540244
human3_lib4.final_cell_0794,acinar,inDrop,1.6115162,10.293702
D29.7_49,acinar,celseq2,-8.159077,-9.134018
human3_lib2.final_cell_0017,acinar,inDrop,2.6093447,8.885221
human3_lib3.final_cell_0046,acinar,inDrop,1.1161288,9.549595
human3_lib4.final_cell_0063,acinar,inDrop,0.9139817,9.997823
human3_lib3.final_cell_0478,acinar,inDrop,0.6701671,9.231037
human3_lib4.final_cell_0032,acinar,inDrop,1.5924445,7.9496484
human1_lib2.final_cell_0126,acinar,inDrop,2.3090909,9.769939
HP1506401_C7,acinar,smartseq2,-8.450065,-8.282663
human3_lib1.final_cell_0078,acinar,inDrop,1.1258005,9.591503
human3_lib4.final_cell_0019,acinar,inDrop,2.7919888,8.383186
human3_lib1.final_cell_0150,acinar,inDrop,2.2123039,7.697276
human3_lib2.final_cell_0102,acinar,inDrop,1.3698727,10.195279
human3_lib2.final_cell_0506,acinar,inDrop,2.214752,10.245343
human3_lib1.final_cell_0476,acinar,inDrop,2.3919897,7.8487124
human3_lib1.final_cell_0603,acinar,inDrop,2.627893,9.673841
HP1525301T2D_C23,acinar,smartseq2,-7.815283,-8.48525
human3_lib4.final_cell_0064,acinar,inDrop,1.917409,9.085534
D31.2_53,acinar,celseq2,-7.5045824,-8.39994
human3_lib2.final_cell_0049,acinar,inDrop,1.7577707,9.226127
human3_lib2.final_cell_0763,acinar,inDrop,2.5518937,8.710229
human3_lib2.final_cell_0257,acinar,inDrop,1.4103041,9.824403
HP1526901T2D_I12,acinar,smartseq2,-7.583543,-7.8518996
human1_lib3.final_cell_0025,acinar,inDrop,2.1482308,9.791233
human1_lib3.final_cell_0628,acinar,inDrop,1.4151865,10.611804
human3_lib4.final_cell_0006,acinar,inDrop,2.5832098,8.054414
human3_lib1.final_cell_0089,acinar,inDrop,0.7471384,8.712053
human3_lib1.final_cell_0419,acinar,inDrop,1.3099383,9.410335
human3_lib4.final_cell_0126,acinar,inDrop,0.687507,9.576326
human3_lib4.final_cell_0002,acinar,inDrop,1.9801233,8.816688
human3_lib2.final_cell_0039,acinar,inDrop,2.032837,9.167713
HP1506401_K6,acinar,smartseq2,-8.557589,-7.9831266
D31.2_87,acinar,celseq2,-7.668819,-7.9126983
D30.1_72,acinar,celseq2,-7.530476,-9.152732
human3_lib1.final_cell_0025,acinar,inDrop,1.2166711,8.454289
human3_lib4.final_cell_0106,acinar,inDrop,1.4305798,9.004863
human3_lib2.final_cell_0023,acinar,inDrop,2.7848127,8.550476
D31.2_26,acinar,celseq2,-7.8326764,-10.310036
HP1502401_M8,acinar,smartseq2,-7.178499,-8.110679
human3_lib3.final_cell_0795,acinar,inDrop,2.2280557,8.371307
human3_lib3.final_cell_0006,acinar,inDrop,1.9869779,8.059526
human3_lib1.final_cell_0625,acinar,inDrop,2.612312,9.375249
human3_lib4.final_cell_0342,acinar,inDrop,1.7026045,8.871645
HP1506401_B6,acinar,smartseq2,-8.145067,-8.651958
D31.6_13,acinar,celseq2,-7.423698,-9.050068
human3_lib2.final_cell_0235,acinar,inDrop,2.3256,7.8777924
D31.3_23,acinar,celseq2,-7.532361,-8.22716
HP1502401_K12,acinar,smartseq2,-7.1015806,-8.07923
human3_lib1.final_cell_0698,acinar,inDrop,0.94115895,9.2846775
human3_lib2.final_cell_0266,acinar,inDrop,2.7252028,8.622283
human3_lib3.final_cell_0664,acinar,inDrop,1.6282175,10.80853
human3_lib2.final_cell_0009,acinar,inDrop,2.1344683,8.839712
human3_lib1.final_cell_0168,acinar,inDrop,1.0260993,9.7045
HP1504101T2D_I6,acinar,smartseq2,-8.2311125,-8.323627
human3_lib3.final_cell_0467,acinar,inDrop,1.7698638,10.215577
human1_lib3.final_cell_0007,acinar,inDrop,1.6070936,9.1751175
human3_lib3.final_cell_0056,acinar,inDrop,1.1903154,8.884573
human3_lib1.final_cell_0484,acinar,inDrop,1.1799041,9.903571
human3_lib4.final_cell_0074,acinar,inDrop,2.1387885,7.680126
D31.7_9,acinar,celseq2,-7.3074875,-8.723884
human3_lib1.final_cell_0732,acinar,inDrop,1.0366411,10.3612385
human4_lib1.final_cell_0115,acinar,inDrop,1.1643673,7.29573
human3_lib4.final_cell_0706,acinar,inDrop,1.9353174,10.165486
human3_lib4.final_cell_0445,acinar,inDrop,2.41877,9.6873455
human3_lib2.final_cell_0638,acinar,inDrop,2.1296728,9.761183
human3_lib4.final_cell_0459,acinar,inDrop,2.4122257,9.982808
human3_lib3.final_cell_0042,acinar,inDrop,1.4584872,8.044783
human3_lib1.final_cell_0447,acinar,inDrop,0.94174105,8.179385
human3_lib4.final_cell_0170,acinar,inDrop,0.48780915,9.768868
D28.6_74,acinar,celseq2,-8.116653,-8.996839
human3_lib4.final_cell_0356,acinar,inDrop,2.3876805,8.519393
human1_lib3.final_cell_0508,acinar,inDrop,2.3472733,8.36851
human3_lib4.final_cell_0662,acinar,inDrop,2.0986767,8.423941
human3_lib3.final_cell_0536,acinar,inDrop,2.2124422,7.9911733
human3_lib3.final_cell_0027,acinar,inDrop,0.90472937,9.585138
D31.6_66,acinar,celseq2,-8.320277,-9.685626
human3_lib1.final_cell_0349,acinar,inDrop,0.75533754,9.884946
human3_lib4.final_cell_0012,acinar,inDrop,1.3465075,8.243599
D28.6_4,acinar,celseq2,-8.408543,-7.990708
HP1506401_J14,acinar,smartseq2,-7.7716627,-8.4689245
D28.7_75,acinar,celseq2,-7.048627,-8.434255
human3_lib1.final_cell_0545,acinar,inDrop,2.60285,8.440325
D31.1_7,acinar,celseq2,-7.3302536,-8.842171
human3_lib1.final_cell_0010,acinar,inDrop,1.7386578,10.023629
HP1525301T2D_C14,acinar,smartseq2,-7.5944734,-8.790701
