index,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0031,acinar,inDrop,-0.17036495,-12.789025
HP1526901T2D_K17,acinar,smartseq2,-8.633957,6.3377943
D28.4_4,acinar,celseq2,-8.321118,6.7941785
HP1506401_O21,acinar,smartseq2,-10.096507,7.4553084
D31.6_21,acinar,celseq2,-9.9866495,6.3228188
human3_lib3.final_cell_0651,acinar,inDrop,0.48674902,-7.1566696
human1_lib3.final_cell_0600,acinar,inDrop,-0.37407482,-9.557749
human3_lib1.final_cell_0439,acinar,inDrop,-0.72073746,-12.466287
human3_lib3.final_cell_0068,acinar,inDrop,-0.29728487,-10.180423
human1_lib2.final_cell_0404,acinar,inDrop,-0.4553074,-12.802943
D30.5_36,acinar,celseq2,-8.799003,7.492495
human3_lib4.final_cell_0039,acinar,inDrop,-0.2535636,-10.689243
D28.5_77,acinar,celseq2,-8.94799,6.5968127
human3_lib2.final_cell_0800,acinar,inDrop,-1.3355651,-10.416848
D30.8_63,acinar,celseq2,-8.235208,6.999384
human3_lib2.final_cell_0174,acinar,inDrop,0.19843504,-11.323136
human3_lib4.final_cell_0076,acinar,inDrop,-0.7064731,-12.962531
human1_lib2.final_cell_0111,acinar,inDrop,0.12445422,-10.112706
human3_lib4.final_cell_0080,acinar,inDrop,-0.016048564,-10.821024
human3_lib1.final_cell_0050,acinar,inDrop,0.2906852,-11.543168
human3_lib1.final_cell_0389,acinar,inDrop,-0.60734236,-12.905888
human3_lib4.final_cell_0636,acinar,inDrop,0.5821389,-7.498809
human3_lib1.final_cell_0131,acinar,inDrop,-0.6780579,-10.601466
D30.4_81,acinar,celseq2,-10.326874,6.563843
D31.7_11,acinar,celseq2,-9.213128,6.045579
human3_lib3.final_cell_0094,acinar,inDrop,0.40103927,-12.291982
human3_lib3.final_cell_0126,acinar,inDrop,-0.015153378,-11.998721
D31.8_11,acinar,celseq2,-8.051835,6.462877
human3_lib2.final_cell_0466,acinar,inDrop,-0.35780415,-9.913056
human3_lib1.final_cell_0360,acinar,inDrop,-1.5618817,-10.80706
D31.5_4,acinar,celseq2,-9.057701,7.052878
human3_lib4.final_cell_0005,acinar,inDrop,-0.016340788,-12.972961
human3_lib3.final_cell_0060,acinar,inDrop,-0.07607657,-10.996418
human3_lib3.final_cell_0162,acinar,inDrop,0.0786496,-12.317141
human3_lib4.final_cell_0355,acinar,inDrop,-0.01121188,-11.147777
human3_lib2.final_cell_0226,acinar,inDrop,0.35503787,-10.921214
D28.5_54,acinar,celseq2,-8.968802,6.1272087
HP1506401_B5,acinar,smartseq2,-9.658126,7.575391
human3_lib3.final_cell_0268,acinar,inDrop,1.051303,-11.314754
human3_lib2.final_cell_0421,acinar,inDrop,1.1445979,-11.980401
human3_lib4.final_cell_0111,acinar,inDrop,0.75707275,-10.895187
human3_lib3.final_cell_0072,acinar,inDrop,-1.1977609,-10.061775
HP1525301T2D_F5,acinar,smartseq2,-8.692779,7.4283614
human3_lib2.final_cell_0093,acinar,inDrop,1.1502638,-11.328804
human3_lib4.final_cell_0371,acinar,inDrop,-0.2740795,-9.940073
D30.2_1,acinar,celseq2,-9.316037,5.998079
human3_lib3.final_cell_0047,acinar,inDrop,0.51106775,-11.1154375
HP1506401_N15,acinar,smartseq2,-10.039566,6.7715306
human3_lib3.final_cell_0272,acinar,inDrop,-1.2106553,-10.567405
human3_lib4.final_cell_0008,acinar,inDrop,0.20334649,-10.783626
human3_lib4.final_cell_0549,acinar,inDrop,-1.2145399,-10.060476
human3_lib4.final_cell_0020,acinar,inDrop,0.60036725,-12.193586
HP1506401_L11,acinar,smartseq2,-10.297872,6.885781
human3_lib2.final_cell_0078,acinar,inDrop,-0.6255913,-10.644021
human3_lib4.final_cell_0207,acinar,inDrop,-0.1978182,-12.443854
human3_lib1.final_cell_0063,acinar,inDrop,0.42507473,-11.372063
human3_lib2.final_cell_0090,acinar,inDrop,-1.2653544,-10.760975
human3_lib1.final_cell_0014,acinar,inDrop,-0.3770603,-10.308492
human3_lib4.final_cell_0065,acinar,inDrop,-0.20510846,-10.771756
human3_lib3.final_cell_0004,acinar,inDrop,0.12435555,-11.066508
HP1506401_P17,acinar,smartseq2,-10.346239,6.457529
human3_lib3.final_cell_0089,acinar,inDrop,-0.52313375,-12.241965
human2_lib2.final_cell_0154,acinar,inDrop,2.1284475,-8.5489855
HP1506401_G14,acinar,smartseq2,-10.331372,7.2259593
D28.1_87,acinar,celseq2,-9.952446,6.3190136
human3_lib2.final_cell_0076,acinar,inDrop,-0.69220185,-10.103299
HP1506401_O18,acinar,smartseq2,-10.429009,6.7390766
human3_lib1.final_cell_0195,acinar,inDrop,0.6908234,-11.95371
D28.3_31,acinar,celseq2,-10.28364,6.4392295
HP1525301T2D_D10,acinar,smartseq2,-8.704107,6.2765846
human3_lib3.final_cell_0646,acinar,inDrop,-1.5716513,-10.724618
HP1508501T2D_O7,acinar,smartseq2,-8.26311,6.201072
human3_lib2.final_cell_0608,acinar,inDrop,-1.0337375,-9.584461
human1_lib1.final_cell_0012,acinar,inDrop,1.4506402,-11.401101
D30.2_17,acinar,celseq2,-8.48883,7.450627
D30.3_45,acinar,celseq2,-7.9973116,6.389302
human3_lib4.final_cell_0043,acinar,inDrop,0.41734508,-12.500883
human3_lib2.final_cell_0213,acinar,inDrop,-0.11907847,-11.346928
AZ_H10,acinar,smartseq2,-9.135372,7.6557813
human3_lib2.final_cell_0033,acinar,inDrop,0.6010214,-11.020356
human3_lib2.final_cell_0052,acinar,inDrop,-0.07973323,-10.7039995
human3_lib4.final_cell_0407,acinar,inDrop,-0.97141725,-9.910852
human3_lib3.final_cell_0207,acinar,inDrop,0.73156816,-10.3865385
human3_lib1.final_cell_0011,acinar,inDrop,0.47019228,-10.980978
human3_lib3.final_cell_0355,acinar,inDrop,0.7405479,-10.967475
D31.3_40,acinar,celseq2,-9.034741,7.1101108
HP1506401_N1,acinar,smartseq2,-9.366035,7.1207485
D28.4_86,acinar,celseq2,-9.557603,6.893918
human3_lib1.final_cell_0057,acinar,inDrop,-1.0337905,-9.4516945
human3_lib4.final_cell_0056,acinar,inDrop,0.009529558,-12.459861
human3_lib1.final_cell_0560,acinar,inDrop,-0.7256138,-11.849547
human3_lib1.final_cell_0440,acinar,inDrop,-1.0579594,-11.907612
human3_lib3.final_cell_0406,acinar,inDrop,-1.303952,-10.384598
human3_lib2.final_cell_0469,acinar,inDrop,-0.39514327,-12.586204
HP1502401_E20,acinar,smartseq2,-7.9652524,6.130471
human3_lib2.final_cell_0119,acinar,inDrop,0.22835156,-11.643105
HP1526901T2D_N4,acinar,smartseq2,-9.3725395,6.2620997
D28.2_42,acinar,celseq2,-9.430489,6.879314
human3_lib2.final_cell_0486,acinar,inDrop,-0.85538757,-11.052328
D30.2_43,acinar,celseq2,-8.147772,6.3419557
human3_lib1.final_cell_0196,acinar,inDrop,0.6680056,-12.559029
human3_lib1.final_cell_0119,acinar,inDrop,-1.355089,-10.173746
human3_lib4.final_cell_0418,acinar,inDrop,-0.4675022,-11.953537
HP1525301T2D_C7,acinar,smartseq2,-8.352072,7.347235
D31.8_27,acinar,celseq2,-8.892702,6.224676
HP1508501T2D_N13,acinar,smartseq2,-9.397719,7.6231303
human1_lib1.final_cell_0001,acinar,inDrop,-0.24324493,-12.706852
human3_lib1.final_cell_0326,acinar,inDrop,-0.19348568,-10.678576
human3_lib3.final_cell_0144,acinar,inDrop,-0.71345377,-10.463307
human3_lib3.final_cell_0176,acinar,inDrop,-0.7961365,-10.205698
human3_lib4.final_cell_0044,acinar,inDrop,-1.3933806,-9.7220125
human3_lib2.final_cell_0260,acinar,inDrop,-0.5265044,-12.849464
human3_lib2.final_cell_0097,acinar,inDrop,0.8407187,-12.490602
human3_lib4.final_cell_0049,acinar,inDrop,-1.0340196,-10.164966
human3_lib4.final_cell_0146,acinar,inDrop,-1.5011872,-10.082181
human3_lib3.final_cell_0062,acinar,inDrop,-0.15986243,-10.305337
HP1506401_E18,acinar,smartseq2,-9.951449,7.381811
human3_lib1.final_cell_0084,acinar,inDrop,0.5280973,-12.5777025
human1_lib3.final_cell_0143,acinar,inDrop,1.164012,-10.582266
human1_lib2.final_cell_0278,acinar,inDrop,-0.3690026,-12.93187
human3_lib3.final_cell_0192,acinar,inDrop,-0.31108794,-11.41192
human3_lib1.final_cell_0082,acinar,inDrop,-0.40890816,-10.082981
human3_lib4.final_cell_0029,acinar,inDrop,-1.3178396,-9.891786
human1_lib3.final_cell_0447,acinar,inDrop,-0.16765219,-12.22389
human3_lib3.final_cell_0453,acinar,inDrop,-0.58908975,-12.727836
human3_lib3.final_cell_0610,acinar,inDrop,-0.871748,-11.568059
human1_lib2.final_cell_0005,acinar,inDrop,0.4561196,-10.843467
human3_lib4.final_cell_0142,acinar,inDrop,0.53183866,-12.537711
HP1506401_M8,acinar,smartseq2,-9.819053,7.0147443
human3_lib3.final_cell_0203,acinar,inDrop,-1.2956431,-10.986769
human1_lib3.final_cell_0541,acinar,inDrop,-0.6787173,-9.847285
human3_lib3.final_cell_0029,acinar,inDrop,-1.5932118,-10.527482
D28.4_54,acinar,celseq2,-9.230198,7.5001707
D28.4_67,acinar,celseq2,-8.00364,6.202587
D28.2_87,acinar,celseq2,-9.005704,7.261213
D28.7_62,acinar,celseq2,-8.743075,7.0261583
human3_lib1.final_cell_0197,acinar,inDrop,0.67350435,-11.020638
HP1508501T2D_D18,acinar,smartseq2,-8.829509,7.42747
human3_lib2.final_cell_0158,acinar,inDrop,0.8555251,-12.330323
HP1504101T2D_K19,acinar,smartseq2,-9.114687,7.1149025
human3_lib4.final_cell_0270,acinar,inDrop,0.17889528,-11.022976
human3_lib3.final_cell_0096,acinar,inDrop,0.89922285,-11.560495
human3_lib3.final_cell_0473,acinar,inDrop,-0.4784913,-12.242145
human3_lib4.final_cell_0665,acinar,inDrop,-0.7580742,-12.343455
human3_lib4.final_cell_0794,acinar,inDrop,-0.303863,-12.25312
D29.7_49,acinar,celseq2,-9.462631,7.3756557
human3_lib2.final_cell_0017,acinar,inDrop,-1.0331808,-10.604181
human3_lib3.final_cell_0046,acinar,inDrop,0.823965,-11.582074
human3_lib4.final_cell_0063,acinar,inDrop,0.3535212,-12.652977
human3_lib3.final_cell_0478,acinar,inDrop,0.3769629,-11.076556
human3_lib4.final_cell_0032,acinar,inDrop,0.09724783,-10.65536
human1_lib2.final_cell_0126,acinar,inDrop,-0.19460872,-12.634582
HP1506401_C7,acinar,smartseq2,-9.535391,7.4365516
human3_lib1.final_cell_0078,acinar,inDrop,0.05619253,-11.755964
human3_lib4.final_cell_0019,acinar,inDrop,-1.3317647,-9.734657
human3_lib1.final_cell_0150,acinar,inDrop,-0.58651793,-10.027685
human3_lib2.final_cell_0102,acinar,inDrop,-0.17014559,-12.760056
human3_lib2.final_cell_0506,acinar,inDrop,-0.92423177,-12.569166
human3_lib1.final_cell_0476,acinar,inDrop,-0.57894456,-9.503012
human3_lib1.final_cell_0603,acinar,inDrop,-1.4733915,-11.054609
HP1525301T2D_C23,acinar,smartseq2,-8.619417,6.181492
human3_lib4.final_cell_0064,acinar,inDrop,0.7711378,-10.267154
D31.2_53,acinar,celseq2,-8.471478,6.165219
human3_lib2.final_cell_0049,acinar,inDrop,-0.76988304,-11.979243
human3_lib2.final_cell_0763,acinar,inDrop,-1.4873335,-10.264123
human3_lib2.final_cell_0257,acinar,inDrop,-0.4084819,-10.896796
HP1526901T2D_I12,acinar,smartseq2,-8.423985,6.610113
human1_lib3.final_cell_0025,acinar,inDrop,-0.083186276,-12.662301
human1_lib3.final_cell_0628,acinar,inDrop,-0.024492051,-11.997755
human3_lib4.final_cell_0006,acinar,inDrop,-0.93047655,-9.601066
human3_lib1.final_cell_0089,acinar,inDrop,0.7589529,-12.144312
human3_lib1.final_cell_0419,acinar,inDrop,-0.32930046,-11.364565
human3_lib4.final_cell_0126,acinar,inDrop,0.59512615,-11.600193
human3_lib4.final_cell_0002,acinar,inDrop,0.037853904,-10.469008
human3_lib2.final_cell_0039,acinar,inDrop,-0.78124785,-11.656481
HP1506401_K6,acinar,smartseq2,-9.524793,7.6208057
D31.2_87,acinar,celseq2,-8.632398,7.0578647
D30.1_72,acinar,celseq2,-9.036658,5.9449353
human3_lib1.final_cell_0025,acinar,inDrop,0.2900172,-11.446729
human3_lib4.final_cell_0106,acinar,inDrop,0.37885907,-11.319997
human3_lib2.final_cell_0023,acinar,inDrop,-1.4549367,-9.93354
D31.2_26,acinar,celseq2,-10.266604,6.4798317
HP1502401_M8,acinar,smartseq2,-7.9258823,6.102957
human3_lib3.final_cell_0795,acinar,inDrop,-0.91156524,-10.873687
human3_lib3.final_cell_0006,acinar,inDrop,-0.89307624,-10.906189
human3_lib1.final_cell_0625,acinar,inDrop,-1.4845921,-10.679843
human3_lib4.final_cell_0342,acinar,inDrop,0.013527429,-11.123728
HP1506401_B6,acinar,smartseq2,-9.623375,7.2606926
D31.6_13,acinar,celseq2,-8.780273,6.165971
human3_lib2.final_cell_0235,acinar,inDrop,-0.5190897,-9.814398
D31.3_23,acinar,celseq2,-8.614782,7.445197
HP1502401_K12,acinar,smartseq2,-8.442147,6.672958
human3_lib1.final_cell_0698,acinar,inDrop,0.3706157,-11.469781
human3_lib2.final_cell_0266,acinar,inDrop,-0.88432825,-10.658194
human3_lib3.final_cell_0664,acinar,inDrop,-0.547994,-12.968852
human3_lib2.final_cell_0009,acinar,inDrop,-1.2792903,-10.602338
human3_lib1.final_cell_0168,acinar,inDrop,0.6878487,-12.267928
HP1504101T2D_I6,acinar,smartseq2,-9.203403,7.120488
human3_lib3.final_cell_0467,acinar,inDrop,-0.7581233,-12.506749
human1_lib3.final_cell_0007,acinar,inDrop,0.78430253,-10.737422
human3_lib3.final_cell_0056,acinar,inDrop,-0.4272601,-10.378514
human3_lib1.final_cell_0484,acinar,inDrop,0.22250836,-11.997563
human3_lib4.final_cell_0074,acinar,inDrop,-0.40285337,-10.814099
D31.7_9,acinar,celseq2,-8.839292,6.7691884
human3_lib1.final_cell_0732,acinar,inDrop,0.89664054,-12.235078
human4_lib1.final_cell_0115,acinar,inDrop,0.4703677,-9.516114
human3_lib4.final_cell_0706,acinar,inDrop,-0.77517134,-12.325793
human3_lib4.final_cell_0445,acinar,inDrop,-0.8099958,-11.974731
human3_lib2.final_cell_0638,acinar,inDrop,-1.4816957,-11.130299
human3_lib4.final_cell_0459,acinar,inDrop,-1.0393202,-12.42879
human3_lib3.final_cell_0042,acinar,inDrop,0.570406,-11.053263
human3_lib1.final_cell_0447,acinar,inDrop,0.61964524,-10.455167
human3_lib4.final_cell_0170,acinar,inDrop,0.4090204,-12.404692
D28.6_74,acinar,celseq2,-9.177084,7.0146737
human3_lib4.final_cell_0356,acinar,inDrop,-0.3899608,-10.397404
human1_lib3.final_cell_0508,acinar,inDrop,0.3306031,-10.085671
human3_lib4.final_cell_0662,acinar,inDrop,-0.9928324,-10.691183
