,celltype,tech,UMAP1,UMAP2
human3_lib4.final_cell_0034,acinar,inDrop,-6.49637,-5.73862
D28.6_19,acinar,celseq2,18.901463,-5.634576
human3_lib1.final_cell_0027,acinar,inDrop,-6.2336216,-4.489208
human3_lib3.final_cell_0235,acinar,inDrop,-7.309668,-5.016886
human3_lib4.final_cell_0358,acinar,inDrop,-5.835322,-5.8576875
human3_lib4.final_cell_0292,acinar,inDrop,-5.6897473,-5.94797
human3_lib1.final_cell_0044,acinar,inDrop,-6.900713,-4.300314
D30.5_79,acinar,celseq2,18.81037,-6.103358
D28.8_39,acinar,celseq2,20.024729,-6.608388
human1_lib3.final_cell_0031,acinar,inDrop,-5.2984505,-4.082684
human3_lib1.final_cell_0117,acinar,inDrop,-6.850061,-4.470852
human3_lib2.final_cell_0083,acinar,inDrop,-6.419979,-3.948163
D30.6_37,acinar,celseq2,18.742289,-5.984747
HP1506401_B16,acinar,smartseq2,20.447416,-5.4125504
human3_lib1.final_cell_0112,acinar,inDrop,-6.035964,-5.4222937
human3_lib3.final_cell_0022,acinar,inDrop,-6.1267085,-6.028818
human3_lib1.final_cell_0391,acinar,inDrop,-6.1049175,-4.461959
human3_lib1.final_cell_0215,acinar,inDrop,-6.1722684,-5.0346985
human1_lib1.final_cell_0461,acinar,inDrop,-4.997519,-4.314442
human3_lib2.final_cell_0685,acinar,inDrop,-4.554894,-3.8759162
human3_lib4.final_cell_0272,acinar,inDrop,-6.6391535,-3.3542867
HP1506401_D3,acinar,smartseq2,20.53508,-5.7633395
human3_lib3.final_cell_0163,acinar,inDrop,-6.1829944,-4.55195
human1_lib1.final_cell_0182,acinar,inDrop,-5.1285744,-4.914256
HP1504101T2D_J16,acinar,smartseq2,19.381739,-6.9976025
human3_lib2.final_cell_0105,acinar,inDrop,-6.4371343,-3.3030436
human3_lib4.final_cell_0466,acinar,inDrop,-6.256028,-5.929985
D30.4_18,acinar,celseq2,19.536707,-6.7697973
human3_lib3.final_cell_0044,acinar,inDrop,-6.367505,-3.3335042
D28.5_63,acinar,celseq2,19.404642,-6.2649527
HP1504901_F23,acinar,smartseq2,19.911587,-4.944459
human3_lib1.final_cell_0069,acinar,inDrop,-5.8355927,-4.142203
D31.3_89,acinar,celseq2,19.985464,-7.1912675
human3_lib4.final_cell_0103,acinar,inDrop,-7.053637,-5.536282
human3_lib2.final_cell_0036,acinar,inDrop,-5.919113,-3.57364
HP1506401_J15,acinar,smartseq2,20.349377,-6.7810726
human3_lib1.final_cell_0505,acinar,inDrop,-6.109473,-5.216672
HP1506401_O16,acinar,smartseq2,20.462492,-5.6322308
human3_lib2.final_cell_0267,acinar,inDrop,-7.23366,-4.4762616
human3_lib3.final_cell_0703,acinar,inDrop,-5.1120043,-5.932221
human3_lib2.final_cell_0109,acinar,inDrop,-5.882785,-5.208232
D30.2_53,acinar,celseq2,19.082872,-6.5301514
human3_lib4.final_cell_0171,acinar,inDrop,-5.365904,-5.4898877
HP1506401_N23,acinar,smartseq2,20.527685,-5.8989205
D28.3_51,acinar,celseq2,19.81748,-7.3660493
human3_lib2.final_cell_0134,acinar,inDrop,-6.7813573,-5.3921485
human1_lib2.final_cell_0582,acinar,inDrop,-5.1237516,-5.2842393
D28.5_37,acinar,celseq2,19.494757,-5.434122
human3_lib1.final_cell_0212,acinar,inDrop,-5.802357,-6.279952
D28.3_90,acinar,celseq2,19.777617,-5.3414607
human3_lib2.final_cell_0675,acinar,inDrop,-6.1047897,-4.2311625
D31.1_21,acinar,celseq2,19.289654,-5.4378104
human3_lib3.final_cell_0205,acinar,inDrop,-6.8676934,-5.2638707
human3_lib4.final_cell_0184,acinar,inDrop,-5.6717033,-4.2389665
human3_lib3.final_cell_0079,acinar,inDrop,-6.473658,-3.5713098
human3_lib2.final_cell_0060,acinar,inDrop,-6.479962,-4.843189
human3_lib1.final_cell_0204,acinar,inDrop,-6.4856286,-3.5334642
HP1506401_N9,acinar,smartseq2,20.595333,-5.511763
HP1526901T2D_H2,acinar,smartseq2,19.544643,-7.1615953
human3_lib4.final_cell_0070,acinar,inDrop,-5.768291,-4.1082354
human3_lib3.final_cell_0415,acinar,inDrop,-5.8494067,-4.2619104
HP1525301T2D_F10,acinar,smartseq2,19.352879,-6.824664
D31.5_69,acinar,celseq2,18.852192,-5.579829
human3_lib3.final_cell_0208,acinar,inDrop,-6.297291,-4.3482738
human3_lib1.final_cell_0038,acinar,inDrop,-6.7798266,-3.922726
human3_lib4.final_cell_0533,acinar,inDrop,-5.1805706,-5.036745
human1_lib3.final_cell_0231,acinar,inDrop,-5.273101,-5.146309
HP1504101T2D_C11,acinar,smartseq2,19.979242,-7.057253
human3_lib3.final_cell_0066,acinar,inDrop,-6.9746222,-5.4051056
human3_lib4.final_cell_0108,acinar,inDrop,-6.4882965,-3.8940394
D30.7_1,acinar,celseq2,20.02704,-6.677993
human3_lib3.final_cell_0301,acinar,inDrop,-6.2567387,-3.7449586
human3_lib4.final_cell_0149,acinar,inDrop,-5.3424845,-6.288497
HP1508501T2D_B14,acinar,smartseq2,20.170685,-7.1892195
human3_lib4.final_cell_0003,acinar,inDrop,-6.7013845,-5.373185
human3_lib3.final_cell_0266,acinar,inDrop,-5.6417704,-3.7085488
human3_lib1.final_cell_0373,acinar,inDrop,-6.1993012,-5.6746373
D30.7_24,acinar,celseq2,18.77396,-5.7331715
human3_lib1.final_cell_0172,acinar,inDrop,-5.4921713,-3.7066548
human3_lib2.final_cell_0003,acinar,inDrop,-6.235066,-4.7516828
AZ_F6,acinar,smartseq2,20.318434,-6.30894
HP1508501T2D_I10,acinar,smartseq2,20.14292,-7.264476
human3_lib3.final_cell_0166,acinar,inDrop,-6.61305,-5.138833
human3_lib2.final_cell_0101,acinar,inDrop,-6.871443,-3.9808478
HP1508501T2D_G17,acinar,smartseq2,20.07033,-7.270139
HP1525301T2D_L5,acinar,smartseq2,19.645447,-7.147472
human3_lib2.final_cell_0277,acinar,inDrop,-6.5540566,-3.7139862
D28.6_63,acinar,celseq2,20.117224,-6.9429393
human3_lib3.final_cell_0045,acinar,inDrop,-6.0981717,-5.6391335
HP1502401_G18,acinar,smartseq2,19.539082,-6.824422
human3_lib1.final_cell_0483,acinar,inDrop,-6.2458663,-4.537223
human3_lib4.final_cell_0575,acinar,inDrop,-5.5549164,-5.981406
human3_lib4.final_cell_0519,acinar,inDrop,-5.464548,-5.6997824
human3_lib4.final_cell_0512,acinar,inDrop,-5.3120775,-4.39641
human3_lib4.final_cell_0615,acinar,inDrop,-5.0624485,-4.353432
human3_lib4.final_cell_0555,acinar,inDrop,-5.4672503,-4.857607
human3_lib3.final_cell_0803,acinar,inDrop,-5.3906546,-5.0678596
human3_lib1.final_cell_0013,acinar,inDrop,-7.075187,-4.8765163
D31.2_75,acinar,celseq2,20.258753,-6.615689
HP1506401_B14,acinar,smartseq2,20.520042,-5.6103506
human3_lib2.final_cell_0006,acinar,inDrop,-7.0694146,-4.9775524
human3_lib1.final_cell_0300,acinar,inDrop,-5.6464295,-5.902588
D30.3_91,acinar,celseq2,18.868713,-6.09945
human3_lib4.final_cell_0155,acinar,inDrop,-5.8688745,-5.1679454
human3_lib1.final_cell_0307,acinar,inDrop,-6.8487287,-3.6364293
human3_lib3.final_cell_0551,acinar,inDrop,-5.561791,-5.783825
human3_lib2.final_cell_0069,acinar,inDrop,-6.1205173,-3.2156224
human3_lib3.final_cell_0111,acinar,inDrop,-6.668195,-3.8705332
human3_lib4.final_cell_0087,acinar,inDrop,-6.192253,-4.2814584
human3_lib2.final_cell_0299,acinar,inDrop,-6.391897,-6.187401
human3_lib2.final_cell_0108,acinar,inDrop,-6.2065244,-3.8383079
HP1506401_J2,acinar,smartseq2,19.456116,-6.0370517
D31.5_70,acinar,celseq2,19.716625,-5.916184
human3_lib1.final_cell_0214,acinar,inDrop,-5.0803695,-5.3326373
human3_lib2.final_cell_0107,acinar,inDrop,-6.0320516,-6.297137
human3_lib4.final_cell_0742,acinar,inDrop,-5.717827,-5.400927
human1_lib3.final_cell_0043,acinar,inDrop,-5.4039283,-3.8097053
human3_lib1.final_cell_0035,acinar,inDrop,-6.0368705,-5.3101196
human3_lib3.final_cell_0685,acinar,inDrop,-6.249811,-5.7022033
human1_lib3.final_cell_0469,acinar,inDrop,-0.56767386,-0.03789268
HP1502401_C1,acinar,smartseq2,18.637604,-5.9024825
HP1506401_N5,acinar,smartseq2,20.237576,-5.153158
D31.7_77,acinar,celseq2,20.052689,-6.3488593
human1_lib1.final_cell_0436,acinar,inDrop,-5.0443916,-4.8953004
D31.6_9,acinar,celseq2,19.635586,-7.0154595
human3_lib2.final_cell_0020,acinar,inDrop,-6.58109,-3.386311
human3_lib2.final_cell_0180,acinar,inDrop,-5.9427,-6.0092936
human3_lib3.final_cell_0139,acinar,inDrop,-5.3589067,-4.5978236
D28.3_25,acinar,celseq2,20.182102,-6.399521
human3_lib1.final_cell_0268,acinar,inDrop,-6.138759,-4.8278556
human3_lib4.final_cell_0746,acinar,inDrop,-5.8848433,-5.6881514
human3_lib1.final_cell_0006,acinar,inDrop,-6.6582103,-3.6087453
human3_lib3.final_cell_0227,acinar,inDrop,-6.74907,-3.8500817
human3_lib3.final_cell_0059,acinar,inDrop,-6.468061,-3.5833056
HP1502401_J2,acinar,smartseq2,19.511005,-7.0490475
human3_lib2.final_cell_0135,acinar,inDrop,-6.261381,-3.542656
D28.7_51,acinar,celseq2,19.98846,-6.5519156
HP1506401_L22,acinar,smartseq2,7.2715616,3.0951684
D31.4_70,acinar,celseq2,20.201418,-7.1675863
human3_lib2.final_cell_0027,acinar,inDrop,-7.1797857,-4.4990273
human3_lib2.final_cell_0019,acinar,inDrop,-7.298707,-4.9132767
human3_lib4.final_cell_0783,acinar,inDrop,-4.880695,-5.4051266
D31.6_53,acinar,celseq2,19.81744,-7.0986056
human3_lib2.final_cell_0586,acinar,inDrop,-5.168867,-5.6621275
D28.4_63,acinar,celseq2,20.37678,-5.731372
D28.3_91,acinar,celseq2,20.16377,-6.8090925
HP1508501T2D_F21,acinar,smartseq2,19.776398,-7.264683
human1_lib2.final_cell_0616,acinar,inDrop,-4.7062254,-5.748973
human3_lib2.final_cell_0082,acinar,inDrop,-6.7927003,-4.427671
human3_lib1.final_cell_0022,acinar,inDrop,-6.274758,-5.852704
human1_lib3.final_cell_0020,acinar,inDrop,-5.701282,-4.4808283
human3_lib3.final_cell_0243,acinar,inDrop,-5.694507,-5.3311834
human3_lib4.final_cell_0195,acinar,inDrop,-6.159362,-5.358198
HP1508501T2D_A11,acinar,smartseq2,20.023056,-6.560696
D31.3_73,acinar,celseq2,19.559162,-5.604886
human3_lib3.final_cell_0019,acinar,inDrop,-6.1071553,-5.9736214
human3_lib4.final_cell_0131,acinar,inDrop,-6.5444937,-4.9640536
human3_lib3.final_cell_0157,acinar,inDrop,-6.272272,-5.4201894
human3_lib3.final_cell_0241,acinar,inDrop,-5.1777835,-4.6606245
human1_lib1.final_cell_0029,acinar,inDrop,-5.5801845,-6.3253117
human3_lib3.final_cell_0031,acinar,inDrop,-5.856702,-5.8935385
HP1526901T2D_K17,acinar,smartseq2,19.761557,-7.4092593
D28.4_4,acinar,celseq2,16.630648,-7.8098974
HP1506401_O21,acinar,smartseq2,20.570475,-5.7238317
D31.6_21,acinar,celseq2,19.7339,-5.127002
human3_lib3.final_cell_0651,acinar,inDrop,0.002357057,-1.0995332
human1_lib3.final_cell_0600,acinar,inDrop,-4.925928,-4.1029105
human3_lib1.final_cell_0439,acinar,inDrop,-4.894091,-5.688002
human3_lib3.final_cell_0068,acinar,inDrop,-6.5704226,-4.9461575
human1_lib2.final_cell_0404,acinar,inDrop,-5.443452,-5.3776984
D30.5_36,acinar,celseq2,19.601717,-7.1301675
human3_lib4.final_cell_0039,acinar,inDrop,-6.4934072,-3.6858084
D28.5_77,acinar,celseq2,19.275085,-5.615671
human3_lib2.final_cell_0800,acinar,inDrop,-5.4290853,-4.8855767
D30.8_63,acinar,celseq2,18.828976,-6.2479944
human3_lib2.final_cell_0174,acinar,inDrop,-6.8522344,-5.043179
human3_lib4.final_cell_0076,acinar,inDrop,-6.234254,-6.2459106
human1_lib2.final_cell_0111,acinar,inDrop,-5.6796303,-3.934147
human3_lib4.final_cell_0080,acinar,inDrop,-6.259248,-4.705346
human3_lib1.final_cell_0050,acinar,inDrop,-6.0161,-5.013493
human3_lib1.final_cell_0389,acinar,inDrop,-5.845514,-6.148286
human3_lib4.final_cell_0636,acinar,inDrop,0.04521056,-1.4064847
human3_lib1.final_cell_0131,acinar,inDrop,-6.5127087,-3.6185699
D30.4_81,acinar,celseq2,20.408623,-5.368708
D31.7_11,acinar,celseq2,19.903286,-6.334958
human3_lib3.final_cell_0094,acinar,inDrop,-6.1241045,-5.947745
human3_lib3.final_cell_0126,acinar,inDrop,-5.8233256,-5.49154
D31.8_11,acinar,celseq2,18.995071,-5.917785
human3_lib2.final_cell_0466,acinar,inDrop,-6.122493,-3.5050163
human3_lib1.final_cell_0360,acinar,inDrop,-5.5053825,-5.1912994
D31.5_4,acinar,celseq2,19.161556,-5.6168633
human3_lib4.final_cell_0005,acinar,inDrop,-6.2355614,-6.394067
human3_lib3.final_cell_0060,acinar,inDrop,-6.996332,-5.1031156
human3_lib3.final_cell_0162,acinar,inDrop,-6.228769,-6.0513935
human3_lib4.final_cell_0355,acinar,inDrop,-5.0379505,-4.9109273
human3_lib2.final_cell_0226,acinar,inDrop,-7.0658717,-4.0064697
D28.5_54,acinar,celseq2,19.787174,-6.6352386
HP1506401_B5,acinar,smartseq2,20.202011,-6.762601
human3_lib3.final_cell_0268,acinar,inDrop,-6.6600885,-4.9759383
human3_lib2.final_cell_0421,acinar,inDrop,-6.33712,-5.8557124
human3_lib4.final_cell_0111,acinar,inDrop,-5.6794696,-5.4568415
human3_lib3.final_cell_0072,acinar,inDrop,-5.7840753,-4.303192
HP1525301T2D_F5,acinar,smartseq2,19.439533,-6.725225
human3_lib2.final_cell_0093,acinar,inDrop,-6.414509,-5.0359387
human3_lib4.final_cell_0371,acinar,inDrop,-6.1597037,-3.669587
D30.2_1,acinar,celseq2,19.656078,-5.596401
human3_lib3.final_cell_0047,acinar,inDrop,-7.2992935,-5.063595
HP1506401_N15,acinar,smartseq2,19.855846,-5.116149
human3_lib3.final_cell_0272,acinar,inDrop,-6.3702965,-4.4141383
human3_lib4.final_cell_0008,acinar,inDrop,-6.906997,-3.7956433
human3_lib4.final_cell_0549,acinar,inDrop,-5.655091,-4.5599003
human3_lib4.final_cell_0020,acinar,inDrop,-7.3211794,-4.776191
HP1506401_L11,acinar,smartseq2,20.115952,-5.0692043
human3_lib2.final_cell_0078,acinar,inDrop,-5.377138,-3.9419448
human3_lib4.final_cell_0207,acinar,inDrop,-5.734246,-5.779173
human3_lib1.final_cell_0063,acinar,inDrop,-6.761079,-4.82899
human3_lib2.final_cell_0090,acinar,inDrop,-6.2371573,-4.7680855
human3_lib1.final_cell_0014,acinar,inDrop,-6.1313796,-3.4365482
human3_lib4.final_cell_0065,acinar,inDrop,-6.18796,-5.0137935
human3_lib3.final_cell_0004,acinar,inDrop,-6.3451757,-4.6474133
HP1506401_P17,acinar,smartseq2,19.890526,-5.093448
human3_lib3.final_cell_0089,acinar,inDrop,-6.6423426,-5.479831
human2_lib2.final_cell_0154,acinar,inDrop,-1.2255399,-2.481165
HP1506401_G14,acinar,smartseq2,20.55388,-6.08473
D28.1_87,acinar,celseq2,20.354021,-6.1627145
human3_lib2.final_cell_0076,acinar,inDrop,-6.3506618,-3.4949932
HP1506401_O18,acinar,smartseq2,20.322039,-5.188481
human3_lib1.final_cell_0195,acinar,inDrop,-5.514552,-4.381731
D28.3_31,acinar,celseq2,20.262844,-5.3125334
HP1525301T2D_D10,acinar,smartseq2,18.769732,-5.4833717
human3_lib3.final_cell_0646,acinar,inDrop,-5.534571,-4.848646
HP1508501T2D_O7,acinar,smartseq2,19.114185,-5.597489
human3_lib2.final_cell_0608,acinar,inDrop,-4.831371,-3.6321645
human1_lib1.final_cell_0012,acinar,inDrop,-6.1209044,-5.6037903
D30.2_17,acinar,celseq2,19.023293,-6.3581176
D30.3_45,acinar,celseq2,18.808428,-5.694048
human3_lib4.final_cell_0043,acinar,inDrop,-5.7257895,-6.119921
human3_lib2.final_cell_0213,acinar,inDrop,-5.6026955,-5.6884747
AZ_H10,acinar,smartseq2,19.86862,-6.7392917
human3_lib2.final_cell_0033,acinar,inDrop,-6.1242113,-4.8615
human3_lib2.final_cell_0052,acinar,inDrop,-7.0372663,-4.0760674
human3_lib4.final_cell_0407,acinar,inDrop,-5.9144363,-4.067331
human3_lib3.final_cell_0207,acinar,inDrop,-5.6111784,-3.4683645
human3_lib1.final_cell_0011,acinar,inDrop,-7.204588,-4.7101207
human3_lib3.final_cell_0355,acinar,inDrop,-5.2699995,-4.318161
D31.3_40,acinar,celseq2,19.249779,-5.426431
HP1506401_N1,acinar,smartseq2,16.880636,-4.49122
D28.4_86,acinar,celseq2,20.278826,-6.677326
human3_lib1.final_cell_0057,acinar,inDrop,-6.180571,-4.148345
human3_lib4.final_cell_0056,acinar,inDrop,-5.3423796,-6.086543
human3_lib1.final_cell_0560,acinar,inDrop,-5.571567,-5.2569017
human3_lib1.final_cell_0440,acinar,inDrop,-5.2565646,-5.231868
human3_lib3.final_cell_0406,acinar,inDrop,-5.9088073,-3.972009
human3_lib2.final_cell_0469,acinar,inDrop,-6.2108636,-6.1630054
HP1502401_E20,acinar,smartseq2,19.863579,-7.3902874
human3_lib2.final_cell_0119,acinar,inDrop,-6.6765356,-5.090391
HP1526901T2D_N4,acinar,smartseq2,19.745468,-5.88314
D28.2_42,acinar,celseq2,20.2989,-6.930817
human3_lib2.final_cell_0486,acinar,inDrop,-5.0182343,-5.1054883
D30.2_43,acinar,celseq2,19.75853,-6.701267
human3_lib1.final_cell_0196,acinar,inDrop,-6.3534493,-5.93278
human3_lib1.final_cell_0119,acinar,inDrop,-5.7138186,-4.199714
human3_lib4.final_cell_0418,acinar,inDrop,-6.4425864,-6.154856
HP1525301T2D_C7,acinar,smartseq2,19.4155,-6.79982
D31.8_27,acinar,celseq2,19.090563,-5.667088
HP1508501T2D_N13,acinar,smartseq2,19.375399,-5.800009
human1_lib1.final_cell_0001,acinar,inDrop,-5.314151,-4.8471303
human3_lib1.final_cell_0326,acinar,inDrop,-6.650241,-5.64926
human3_lib3.final_cell_0144,acinar,inDrop,-5.6047945,-4.767832
human3_lib3.final_cell_0176,acinar,inDrop,-6.896261,-3.5602622
human3_lib4.final_cell_0044,acinar,inDrop,-6.102912,-3.5014517
human3_lib2.final_cell_0260,acinar,inDrop,-5.987864,-6.333095
human3_lib2.final_cell_0097,acinar,inDrop,-6.1766953,-6.090532
human3_lib4.final_cell_0049,acinar,inDrop,-7.0387106,-4.288306
human3_lib4.final_cell_0146,acinar,inDrop,-6.095964,-4.4408727
human3_lib3.final_cell_0062,acinar,inDrop,-5.9027867,-4.207522
HP1506401_E18,acinar,smartseq2,20.476929,-6.4271197
human3_lib1.final_cell_0084,acinar,inDrop,-6.6059966,-5.7035303
human1_lib3.final_cell_0143,acinar,inDrop,-5.01977,-4.183371
human1_lib2.final_cell_0278,acinar,inDrop,-4.9882092,-6.0862346
human3_lib3.final_cell_0192,acinar,inDrop,-6.5037684,-5.0437746
human3_lib1.final_cell_0082,acinar,inDrop,-6.5960393,-4.0857944
human3_lib4.final_cell_0029,acinar,inDrop,-6.703801,-3.4791944
human1_lib3.final_cell_0447,acinar,inDrop,-5.5869865,-5.688403
human3_lib3.final_cell_0453,acinar,inDrop,-5.183996,-5.8897367
human3_lib3.final_cell_0610,acinar,inDrop,-5.354526,-5.626751
human1_lib2.final_cell_0005,acinar,inDrop,-5.6194415,-4.3047104
human3_lib4.final_cell_0142,acinar,inDrop,-6.0237193,-6.2542896
HP1506401_M8,acinar,smartseq2,19.500086,-5.176779
human3_lib3.final_cell_0203,acinar,inDrop,-5.049443,-5.3112955
human1_lib3.final_cell_0541,acinar,inDrop,-4.2121754,-4.0861053
human3_lib3.final_cell_0029,acinar,inDrop,-6.6031604,-4.420845
D28.4_54,acinar,celseq2,20.079132,-7.126664
D28.4_67,acinar,celseq2,19.771921,-7.1190224
D28.2_87,acinar,celseq2,19.846233,-6.698359
D28.7_62,acinar,celseq2,19.92688,-7.185818
human3_lib1.final_cell_0197,acinar,inDrop,-6.4338136,-5.1431055
HP1508501T2D_D18,acinar,smartseq2,19.841557,-7.1308064
human3_lib2.final_cell_0158,acinar,inDrop,-6.9582577,-5.4988956
HP1504101T2D_K19,acinar,smartseq2,19.798712,-6.8491397
human3_lib4.final_cell_0270,acinar,inDrop,-6.669494,-5.172469
human3_lib3.final_cell_0096,acinar,inDrop,-7.0010667,-5.148746
human3_lib3.final_cell_0473,acinar,inDrop,-5.088127,-5.6333437
human3_lib4.final_cell_0665,acinar,inDrop,-5.2035427,-5.988406
human3_lib4.final_cell_0794,acinar,inDrop,-4.714445,-5.3906198
D29.7_49,acinar,celseq2,19.355982,-5.257479
human3_lib2.final_cell_0017,acinar,inDrop,-6.1406775,-5.2998514
human3_lib3.final_cell_0046,acinar,inDrop,-6.6098766,-5.3141427
human3_lib4.final_cell_0063,acinar,inDrop,-6.014213,-6.1551833
human3_lib3.final_cell_0478,acinar,inDrop,-5.532025,-5.214916
human3_lib4.final_cell_0032,acinar,inDrop,-7.0451336,-4.217465
human1_lib2.final_cell_0126,acinar,inDrop,-5.6417255,-6.2674465
HP1506401_C7,acinar,smartseq2,20.220608,-6.88268
human3_lib1.final_cell_0078,acinar,inDrop,-6.846709,-4.860585
human3_lib4.final_cell_0019,acinar,inDrop,-5.7276297,-4.0643554
human3_lib1.final_cell_0150,acinar,inDrop,-6.596373,-3.4320269
human3_lib2.final_cell_0102,acinar,inDrop,-6.0010176,-6.331908
human3_lib2.final_cell_0506,acinar,inDrop,-5.1955233,-5.80063
human3_lib1.final_cell_0476,acinar,inDrop,-6.6322503,-4.402771
human3_lib1.final_cell_0603,acinar,inDrop,-5.265878,-5.021741
HP1525301T2D_C23,acinar,smartseq2,19.510874,-6.025466
human3_lib4.final_cell_0064,acinar,inDrop,-5.9574366,-4.578194
D31.2_53,acinar,celseq2,19.785295,-7.286842
human3_lib2.final_cell_0049,acinar,inDrop,-6.631551,-4.990629
human3_lib2.final_cell_0763,acinar,inDrop,-5.567153,-4.6918664
human3_lib2.final_cell_0257,acinar,inDrop,-6.663369,-5.1345067
HP1526901T2D_I12,acinar,smartseq2,19.532108,-7.2749033
human1_lib3.final_cell_0025,acinar,inDrop,-5.5831375,-5.016458
human1_lib3.final_cell_0628,acinar,inDrop,-4.678095,-4.7731256
human3_lib4.final_cell_0006,acinar,inDrop,-5.964214,-3.6495397
human3_lib1.final_cell_0089,acinar,inDrop,-7.281943,-4.75675
human3_lib1.final_cell_0419,acinar,inDrop,-6.363021,-5.1639485
human3_lib4.final_cell_0126,acinar,inDrop,-6.25466,-5.3981404
human3_lib4.final_cell_0002,acinar,inDrop,-6.6105556,-3.7081242
human3_lib2.final_cell_0039,acinar,inDrop,-6.3119946,-5.3363013
HP1506401_K6,acinar,smartseq2,19.180737,-5.9203525
D31.2_87,acinar,celseq2,18.764713,-6.129774
D30.1_72,acinar,celseq2,19.294102,-5.5613427
human3_lib1.final_cell_0025,acinar,inDrop,-6.9279084,-5.0476513
human3_lib4.final_cell_0106,acinar,inDrop,-6.6277833,-5.6270194
human3_lib2.final_cell_0023,acinar,inDrop,-6.3070874,-3.79497
D31.2_26,acinar,celseq2,19.815754,-5.1425695
HP1502401_M8,acinar,smartseq2,18.471874,-5.5223956
human3_lib3.final_cell_0795,acinar,inDrop,-5.4830675,-5.0823674
human3_lib3.final_cell_0006,acinar,inDrop,-6.8096957,-3.8944137
human3_lib1.final_cell_0625,acinar,inDrop,-5.006979,-4.780039
human3_lib4.final_cell_0342,acinar,inDrop,-5.431703,-4.2842813
HP1506401_B6,acinar,smartseq2,19.320923,-5.234665
D31.6_13,acinar,celseq2,19.764996,-6.58316
human3_lib2.final_cell_0235,acinar,inDrop,-6.216378,-3.7140715
D31.3_23,acinar,celseq2,18.987206,-5.4851193
HP1502401_K12,acinar,smartseq2,17.46199,-4.8969374
human3_lib1.final_cell_0698,acinar,inDrop,-5.9725633,-4.7744756
human3_lib2.final_cell_0266,acinar,inDrop,-5.8251615,-4.07868
human3_lib3.final_cell_0664,acinar,inDrop,-5.5103183,-6.2604394
human3_lib2.final_cell_0009,acinar,inDrop,-6.6886487,-4.2216425
human3_lib1.final_cell_0168,acinar,inDrop,-5.980764,-5.9846506
HP1504101T2D_I6,acinar,smartseq2,19.51297,-6.592831
human3_lib3.final_cell_0467,acinar,inDrop,-6.1405444,-6.3421817
human1_lib3.final_cell_0007,acinar,inDrop,-5.6139016,-4.7059646
human3_lib3.final_cell_0056,acinar,inDrop,-6.6185813,-4.6444545
human3_lib1.final_cell_0484,acinar,inDrop,-7.0564537,-5.11734
human3_lib4.final_cell_0074,acinar,inDrop,-6.311732,-3.6235027
D31.7_9,acinar,celseq2,19.161486,-5.8521037
human3_lib1.final_cell_0732,acinar,inDrop,-5.348851,-5.1393914
human4_lib1.final_cell_0115,acinar,inDrop,-5.219535,-3.5829673
human3_lib4.final_cell_0706,acinar,inDrop,-4.9504466,-5.7101564
human3_lib4.final_cell_0445,acinar,inDrop,-5.0611005,-5.6913576
human3_lib2.final_cell_0638,acinar,inDrop,-6.376564,-5.158609
human3_lib4.final_cell_0459,acinar,inDrop,-5.1913466,-5.3149953
human3_lib3.final_cell_0042,acinar,inDrop,-7.2726297,-4.6056523
human3_lib1.final_cell_0447,acinar,inDrop,-4.940698,-3.7794678
human3_lib4.final_cell_0170,acinar,inDrop,-5.571717,-5.698051
D28.6_74,acinar,celseq2,19.865849,-6.4660068
