index,celltype,tech,UMAP1,UMAP2
HP1506401_O21,acinar,smartseq2,-8.924281,-14.056765
D31.6_21,acinar,celseq2,-8.428534,-12.5036955
human3_lib3.final_cell_0651,acinar,inDrop,10.566627,-4.92133
human1_lib3.final_cell_0600,acinar,inDrop,12.881889,-1.6869473
human3_lib1.final_cell_0439,acinar,inDrop,14.289405,-1.6831188
human3_lib3.final_cell_0068,acinar,inDrop,13.158729,-1.830815
human1_lib2.final_cell_0404,acinar,inDrop,14.07469,-1.7905045
D30.5_36,acinar,celseq2,-10.165193,-14.488563
human3_lib4.final_cell_0039,acinar,inDrop,13.115918,-0.30857304
D28.5_77,acinar,celseq2,-9.185737,-12.738538
human3_lib2.final_cell_0800,acinar,inDrop,13.674367,-1.8990113
D30.8_63,acinar,celseq2,-9.552506,-12.734997
human3_lib2.final_cell_0174,acinar,inDrop,13.840165,-0.5254242
human3_lib4.final_cell_0076,acinar,inDrop,14.230037,-1.2765604
human1_lib2.final_cell_0111,acinar,inDrop,12.872272,-1.900297
human3_lib4.final_cell_0080,acinar,inDrop,13.451488,-0.62926865
human3_lib1.final_cell_0050,acinar,inDrop,13.459501,-1.1511111
human3_lib1.final_cell_0389,acinar,inDrop,14.327065,-1.9617167
human3_lib4.final_cell_0636,acinar,inDrop,10.565033,-4.6506515
human3_lib1.final_cell_0131,acinar,inDrop,12.904588,-0.3525172
D30.4_81,acinar,celseq2,-8.40921,-13.549553
D31.7_11,acinar,celseq2,-9.793058,-13.761797
human3_lib3.final_cell_0094,acinar,inDrop,14.010572,-0.40065977
human3_lib3.final_cell_0126,acinar,inDrop,13.956359,-1.3480219
D31.8_11,acinar,celseq2,-9.277476,-12.731253
human3_lib2.final_cell_0466,acinar,inDrop,12.125704,-1.0940164
human3_lib1.final_cell_0360,acinar,inDrop,13.659272,-1.7596675
D31.5_4,acinar,celseq2,-9.076294,-12.465195
human3_lib4.final_cell_0005,acinar,inDrop,14.522549,-1.1432312
human3_lib3.final_cell_0060,acinar,inDrop,12.829643,-0.37153876
human3_lib3.final_cell_0162,acinar,inDrop,14.7244005,-1.3579903
human3_lib4.final_cell_0355,acinar,inDrop,13.686311,-1.5428944
human3_lib2.final_cell_0226,acinar,inDrop,12.916581,-0.57985944
D28.5_54,acinar,celseq2,-10.065685,-13.833227
HP1506401_B5,acinar,smartseq2,-9.498929,-14.156614
human3_lib3.final_cell_0268,acinar,inDrop,13.479795,-1.6041121
human3_lib2.final_cell_0421,acinar,inDrop,13.936798,-1.2673879
human3_lib4.final_cell_0111,acinar,inDrop,13.006971,-1.5968653
human3_lib3.final_cell_0072,acinar,inDrop,13.501179,-1.2916856
HP1525301T2D_F5,acinar,smartseq2,-9.926088,-13.791722
human3_lib2.final_cell_0093,acinar,inDrop,13.842383,-1.3155813
human3_lib4.final_cell_0371,acinar,inDrop,12.690714,-1.514773
D30.2_1,acinar,celseq2,-9.090559,-13.169808
human3_lib3.final_cell_0047,acinar,inDrop,13.196053,-0.34656823
HP1506401_N15,acinar,smartseq2,-8.516418,-12.321648
human3_lib3.final_cell_0272,acinar,inDrop,13.662785,-1.6333845
human3_lib4.final_cell_0008,acinar,inDrop,13.0476465,-0.48132628
human3_lib4.final_cell_0549,acinar,inDrop,13.043612,-1.6885321
human3_lib4.final_cell_0020,acinar,inDrop,13.409618,-0.4443158
HP1506401_L11,acinar,smartseq2,-8.564202,-13.421628
human3_lib2.final_cell_0078,acinar,inDrop,12.9757805,-1.6942035
human3_lib4.final_cell_0207,acinar,inDrop,14.540766,-1.4050145
human3_lib1.final_cell_0063,acinar,inDrop,13.568632,-0.8014216
human3_lib2.final_cell_0090,acinar,inDrop,13.278406,-1.1407783
human3_lib1.final_cell_0014,acinar,inDrop,12.674338,-0.82627267
human3_lib4.final_cell_0065,acinar,inDrop,13.781547,-1.5308555
human3_lib3.final_cell_0004,acinar,inDrop,13.661376,-1.0433432
HP1506401_P17,acinar,smartseq2,-8.350929,-12.24034
human3_lib3.final_cell_0089,acinar,inDrop,13.867844,-1.5189742
human2_lib2.final_cell_0154,acinar,inDrop,11.480644,-4.236009
HP1506401_G14,acinar,smartseq2,-9.242246,-14.225119
D28.1_87,acinar,celseq2,-9.374185,-14.161212
human3_lib2.final_cell_0076,acinar,inDrop,12.923935,-1.0370336
HP1506401_O18,acinar,smartseq2,-8.495266,-13.681888
human3_lib1.final_cell_0195,acinar,inDrop,13.217069,-1.9960312
D28.3_31,acinar,celseq2,-8.42605,-13.293449
HP1525301T2D_D10,acinar,smartseq2,-9.341238,-12.984419
human3_lib3.final_cell_0646,acinar,inDrop,13.788692,-1.1817003
HP1508501T2D_O7,acinar,smartseq2,-9.258904,-12.981867
human3_lib2.final_cell_0608,acinar,inDrop,12.58146,-1.8755884
human1_lib1.final_cell_0012,acinar,inDrop,13.876946,-2.0423007
D30.2_17,acinar,celseq2,-9.844192,-13.265103
D30.3_45,acinar,celseq2,-9.158695,-12.444766
human3_lib4.final_cell_0043,acinar,inDrop,14.394109,-1.2225589
human3_lib2.final_cell_0213,acinar,inDrop,13.336827,-1.7122012
AZ_H10,acinar,smartseq2,-9.857887,-14.023607
human3_lib2.final_cell_0033,acinar,inDrop,13.139992,-1.3832827
human3_lib2.final_cell_0052,acinar,inDrop,12.957922,-0.3254893
human3_lib4.final_cell_0407,acinar,inDrop,13.245658,-1.0267602
human3_lib3.final_cell_0207,acinar,inDrop,13.537148,-0.984509
human3_lib1.final_cell_0011,acinar,inDrop,13.076205,-0.7487144
human3_lib3.final_cell_0355,acinar,inDrop,13.228404,-1.5541344
D31.3_40,acinar,celseq2,-8.9867735,-12.441556
HP1506401_N1,acinar,smartseq2,-8.904964,-12.3030615
D28.4_86,acinar,celseq2,-9.714602,-14.278343
human3_lib1.final_cell_0057,acinar,inDrop,13.123919,-1.3793187
human3_lib4.final_cell_0056,acinar,inDrop,13.6836,-1.1475731
human3_lib1.final_cell_0560,acinar,inDrop,13.530781,-1.9777523
human3_lib1.final_cell_0440,acinar,inDrop,13.695894,-1.7991226
human3_lib3.final_cell_0406,acinar,inDrop,13.390985,-1.6395798
human3_lib2.final_cell_0469,acinar,inDrop,14.398408,-1.6270533
HP1502401_E20,acinar,smartseq2,-10.546928,-14.377814
human3_lib2.final_cell_0119,acinar,inDrop,14.041742,-0.5702736
HP1526901T2D_N4,acinar,smartseq2,-9.554096,-13.533752
D28.2_42,acinar,celseq2,-9.923621,-14.41376
human3_lib2.final_cell_0486,acinar,inDrop,13.471828,-1.2204129
D30.2_43,acinar,celseq2,-10.365449,-13.925473
human3_lib1.final_cell_0196,acinar,inDrop,14.177028,-1.0654665
human3_lib1.final_cell_0119,acinar,inDrop,12.958958,-1.4216381
human3_lib4.final_cell_0418,acinar,inDrop,14.457019,-1.1937258
HP1525301T2D_C7,acinar,smartseq2,-10.089868,-13.885771
D31.8_27,acinar,celseq2,-9.102265,-12.728493
HP1508501T2D_N13,acinar,smartseq2,-9.376101,-13.49034
human1_lib1.final_cell_0001,acinar,inDrop,13.751198,-2.1155405
human3_lib1.final_cell_0326,acinar,inDrop,12.950061,-1.2521951
human3_lib3.final_cell_0144,acinar,inDrop,13.0299425,-1.7344419
human3_lib3.final_cell_0176,acinar,inDrop,13.026461,-0.91071963
human3_lib4.final_cell_0044,acinar,inDrop,12.565896,-0.9068106
human3_lib2.final_cell_0260,acinar,inDrop,14.191233,-2.0331905
human3_lib2.final_cell_0097,acinar,inDrop,14.382944,-0.41775393
human3_lib4.final_cell_0049,acinar,inDrop,11.978313,-0.9093259
human3_lib4.final_cell_0146,acinar,inDrop,12.988086,-1.335477
human3_lib3.final_cell_0062,acinar,inDrop,13.238969,-1.5001274
HP1506401_E18,acinar,smartseq2,-9.616648,-14.449369
human3_lib1.final_cell_0084,acinar,inDrop,14.277641,-0.8492732
human1_lib3.final_cell_0143,acinar,inDrop,13.311067,-2.151144
human1_lib2.final_cell_0278,acinar,inDrop,14.2034025,-1.9221492
human3_lib3.final_cell_0192,acinar,inDrop,13.491855,-1.1265628
human3_lib1.final_cell_0082,acinar,inDrop,12.808174,-1.1276531
human3_lib4.final_cell_0029,acinar,inDrop,12.557734,-0.89848727
human1_lib3.final_cell_0447,acinar,inDrop,13.829487,-1.8693488
human3_lib3.final_cell_0453,acinar,inDrop,14.352285,-0.653574
human3_lib3.final_cell_0610,acinar,inDrop,13.693286,-1.7560259
human1_lib2.final_cell_0005,acinar,inDrop,13.813569,-1.11846
human3_lib4.final_cell_0142,acinar,inDrop,12.368771,-1.353832
HP1506401_M8,acinar,smartseq2,-8.8701315,-12.983041
human3_lib3.final_cell_0203,acinar,inDrop,13.378631,-1.7204819
human1_lib3.final_cell_0541,acinar,inDrop,12.611635,-2.1737049
human3_lib3.final_cell_0029,acinar,inDrop,13.127751,-0.73317784
D28.4_54,acinar,celseq2,-10.19699,-14.529294
D28.4_67,acinar,celseq2,-10.739351,-14.480404
D28.2_87,acinar,celseq2,-10.006852,-14.107709
D28.7_62,acinar,celseq2,-10.532602,-14.428316
human3_lib1.final_cell_0197,acinar,inDrop,13.222064,-1.0102179
HP1508501T2D_D18,acinar,smartseq2,-10.013596,-14.27972
human3_lib2.final_cell_0158,acinar,inDrop,12.435804,-0.9834141
HP1504101T2D_K19,acinar,smartseq2,-10.163582,-14.013593
human3_lib4.final_cell_0270,acinar,inDrop,11.969041,-0.9808267
human3_lib3.final_cell_0096,acinar,inDrop,13.903042,-0.81651115
human3_lib3.final_cell_0473,acinar,inDrop,14.127709,-1.9449664
human3_lib4.final_cell_0665,acinar,inDrop,14.456867,-1.4460491
human3_lib4.final_cell_0794,acinar,inDrop,13.521894,-1.4570452
D29.7_49,acinar,celseq2,-8.901659,-12.432028
human3_lib2.final_cell_0017,acinar,inDrop,13.715071,-1.3767548
human3_lib3.final_cell_0046,acinar,inDrop,14.394282,-0.9985146
human3_lib4.final_cell_0063,acinar,inDrop,14.224822,-1.334287
human3_lib3.final_cell_0478,acinar,inDrop,13.620471,-1.5001652
human3_lib4.final_cell_0032,acinar,inDrop,13.0175905,-0.7444137
human1_lib2.final_cell_0126,acinar,inDrop,13.798002,-1.97856
HP1506401_C7,acinar,smartseq2,-9.519393,-14.08369
human3_lib1.final_cell_0078,acinar,inDrop,11.969831,-0.8590413
human3_lib4.final_cell_0019,acinar,inDrop,12.652729,-1.3692228
human3_lib1.final_cell_0150,acinar,inDrop,12.917062,-0.33750525
human3_lib2.final_cell_0102,acinar,inDrop,14.266357,-1.173471
human3_lib2.final_cell_0506,acinar,inDrop,14.6117735,-1.4952956
human3_lib1.final_cell_0476,acinar,inDrop,12.112882,-1.5516274
human3_lib1.final_cell_0603,acinar,inDrop,13.639233,-1.5091292
HP1525301T2D_C23,acinar,smartseq2,-9.722443,-13.460492
human3_lib4.final_cell_0064,acinar,inDrop,13.023426,-1.670259
D31.2_53,acinar,celseq2,-10.572585,-14.511642
human3_lib2.final_cell_0049,acinar,inDrop,13.562505,-0.7050622
human3_lib2.final_cell_0763,acinar,inDrop,13.095033,-1.5211245
human3_lib2.final_cell_0257,acinar,inDrop,13.53145,-1.6677806
HP1526901T2D_I12,acinar,smartseq2,-10.361402,-13.93949
human1_lib3.final_cell_0025,acinar,inDrop,14.080745,-1.8405255
human1_lib3.final_cell_0628,acinar,inDrop,13.8242655,-2.2819602
human3_lib4.final_cell_0006,acinar,inDrop,12.935073,-1.1008775
human3_lib1.final_cell_0089,acinar,inDrop,12.276009,-0.5253508
human3_lib1.final_cell_0419,acinar,inDrop,14.338654,-1.4038876
human3_lib4.final_cell_0126,acinar,inDrop,13.813036,-0.49523094
human3_lib4.final_cell_0002,acinar,inDrop,12.306642,-1.0342925
human3_lib2.final_cell_0039,acinar,inDrop,13.889876,-1.5480422
HP1506401_K6,acinar,smartseq2,-9.559388,-13.68189
D31.2_87,acinar,celseq2,-9.382238,-12.605928
D30.1_72,acinar,celseq2,-9.008377,-13.125525
human3_lib1.final_cell_0025,acinar,inDrop,13.604065,-0.37868178
human3_lib4.final_cell_0106,acinar,inDrop,13.3204,-0.87201244
human3_lib2.final_cell_0023,acinar,inDrop,12.667292,-1.4929761
D31.2_26,acinar,celseq2,-8.374736,-12.242889
HP1502401_M8,acinar,smartseq2,-9.58268,-12.983285
human3_lib3.final_cell_0795,acinar,inDrop,13.112931,-1.958502
human3_lib3.final_cell_0006,acinar,inDrop,13.138795,-1.0222894
human3_lib1.final_cell_0625,acinar,inDrop,13.493469,-2.077126
human3_lib4.final_cell_0342,acinar,inDrop,12.895959,-0.7539537
HP1506401_B6,acinar,smartseq2,-9.2103,-13.227043
D31.6_13,acinar,celseq2,-9.953937,-13.779774
human3_lib2.final_cell_0235,acinar,inDrop,13.043998,-1.148031
D31.3_23,acinar,celseq2,-8.928358,-12.166689
HP1502401_K12,acinar,smartseq2,-9.148717,-12.399796
human3_lib1.final_cell_0698,acinar,inDrop,14.1604595,-1.43426
human3_lib2.final_cell_0266,acinar,inDrop,13.12813,-1.3261176
human3_lib3.final_cell_0664,acinar,inDrop,14.789412,-1.3554862
human3_lib2.final_cell_0009,acinar,inDrop,13.584402,-1.0642045
human3_lib1.final_cell_0168,acinar,inDrop,14.1319895,-0.8231169
HP1504101T2D_I6,acinar,smartseq2,-10.113638,-14.014085
human3_lib3.final_cell_0467,acinar,inDrop,13.977151,-1.5309422
human1_lib3.final_cell_0007,acinar,inDrop,13.265209,-1.8199518
human3_lib3.final_cell_0056,acinar,inDrop,13.245354,-1.3102846
human3_lib1.final_cell_0484,acinar,inDrop,13.404615,-0.58952785
human3_lib4.final_cell_0074,acinar,inDrop,12.700256,-0.631558
D31.7_9,acinar,celseq2,-9.126916,-12.47649
human3_lib1.final_cell_0732,acinar,inDrop,14.628835,-1.552871
human4_lib1.final_cell_0115,acinar,inDrop,12.184105,-2.475414
human3_lib4.final_cell_0706,acinar,inDrop,11.867578,-1.096296
human3_lib4.final_cell_0445,acinar,inDrop,13.301796,-1.8778584
human3_lib2.final_cell_0638,acinar,inDrop,13.685117,-1.7592657
human3_lib4.final_cell_0459,acinar,inDrop,14.257927,-1.7825685
human3_lib3.final_cell_0042,acinar,inDrop,13.316479,-0.77184784
human3_lib1.final_cell_0447,acinar,inDrop,12.794959,-0.51833373
human3_lib4.final_cell_0170,acinar,inDrop,13.945445,-0.9787519
D28.6_74,acinar,celseq2,-9.750963,-13.920251
human3_lib4.final_cell_0356,acinar,inDrop,13.210442,-1.3131986
human1_lib3.final_cell_0508,acinar,inDrop,13.070164,-1.7466756
human3_lib4.final_cell_0662,acinar,inDrop,12.989686,-1.5423791
human3_lib3.final_cell_0536,acinar,inDrop,12.768911,-0.95652723
human3_lib3.final_cell_0027,acinar,inDrop,13.641696,-0.7729395
D31.6_66,acinar,celseq2,-9.386549,-14.00277
human3_lib1.final_cell_0349,acinar,inDrop,13.909535,-1.358942
