,celltype,tech,UMAP1,UMAP2
human3_lib3.final_cell_0551,acinar,inDrop,6.320447,11.69257
human3_lib2.final_cell_0069,acinar,inDrop,5.3621583,9.344883
human3_lib3.final_cell_0111,acinar,inDrop,5.24764,9.714958
human3_lib4.final_cell_0087,acinar,inDrop,5.640663,9.741115
human3_lib2.final_cell_0299,acinar,inDrop,5.876856,12.157965
human3_lib2.final_cell_0108,acinar,inDrop,6.360334,9.847643
HP1506401_J2,acinar,smartseq2,-9.3861065,0.9167913
D31.5_70,acinar,celseq2,-9.362152,2.3168278
human3_lib1.final_cell_0214,acinar,inDrop,4.952079,11.26891
human3_lib2.final_cell_0107,acinar,inDrop,5.7007723,11.1864195
human3_lib4.final_cell_0742,acinar,inDrop,6.3056645,11.253511
human1_lib3.final_cell_0043,acinar,inDrop,5.9977427,10.580046
human3_lib1.final_cell_0035,acinar,inDrop,6.4796734,11.344759
human3_lib3.final_cell_0685,acinar,inDrop,6.08498,11.165785
human1_lib3.final_cell_0469,acinar,inDrop,4.8267164,7.1578307
HP1502401_C1,acinar,smartseq2,-10.418934,0.7040506
HP1506401_N5,acinar,smartseq2,-8.661639,2.7992764
D31.7_77,acinar,celseq2,-9.743215,2.2065551
human1_lib1.final_cell_0436,acinar,inDrop,6.1276913,11.683517
D31.6_9,acinar,celseq2,-10.68736,1.226117
human3_lib2.final_cell_0020,acinar,inDrop,5.810698,9.26736
human3_lib2.final_cell_0180,acinar,inDrop,6.0523615,12.097937
human3_lib3.final_cell_0139,acinar,inDrop,6.521142,9.766821
D28.3_25,acinar,celseq2,-9.777532,2.201298
human3_lib1.final_cell_0268,acinar,inDrop,5.5419264,10.813558
human3_lib4.final_cell_0746,acinar,inDrop,4.8058205,11.870955
human3_lib1.final_cell_0006,acinar,inDrop,5.843034,9.20038
human3_lib3.final_cell_0227,acinar,inDrop,4.7709513,9.85943
human3_lib3.final_cell_0059,acinar,inDrop,5.4322915,9.336589
HP1502401_J2,acinar,smartseq2,-10.609987,1.3170327
human3_lib2.final_cell_0135,acinar,inDrop,5.627326,9.315243
D28.7_51,acinar,celseq2,-9.705766,1.6427178
HP1506401_L22,acinar,smartseq2,-8.640211,3.1802964
D31.4_70,acinar,celseq2,-9.430831,1.2861929
human3_lib2.final_cell_0027,acinar,inDrop,5.6624994,9.415095
human3_lib2.final_cell_0019,acinar,inDrop,4.521659,11.301379
human3_lib4.final_cell_0783,acinar,inDrop,6.373725,11.103487
D31.6_53,acinar,celseq2,-10.251838,1.1929162
human3_lib2.final_cell_0586,acinar,inDrop,5.7998934,11.7250595
D28.4_63,acinar,celseq2,-8.608593,2.7592845
D28.3_91,acinar,celseq2,-9.7920475,1.7565405
HP1508501T2D_F21,acinar,smartseq2,-10.514455,1.2938883
human1_lib2.final_cell_0616,acinar,inDrop,6.092468,11.916705
human3_lib2.final_cell_0082,acinar,inDrop,4.1306295,10.873243
human3_lib1.final_cell_0022,acinar,inDrop,4.9586186,11.749621
human1_lib3.final_cell_0020,acinar,inDrop,4.4125266,11.000142
human3_lib3.final_cell_0243,acinar,inDrop,5.105823,10.928183
human3_lib4.final_cell_0195,acinar,inDrop,4.6628695,11.328555
HP1508501T2D_A11,acinar,smartseq2,-9.978109,1.6502527
D31.3_73,acinar,celseq2,-9.5098295,2.435497
human3_lib3.final_cell_0019,acinar,inDrop,5.8386755,12.021749
human3_lib4.final_cell_0131,acinar,inDrop,5.5051136,10.110355
human3_lib3.final_cell_0157,acinar,inDrop,6.246123,10.849746
human3_lib3.final_cell_0241,acinar,inDrop,5.055631,10.832478
human1_lib1.final_cell_0029,acinar,inDrop,5.5876017,12.155165
human3_lib3.final_cell_0031,acinar,inDrop,4.933217,11.697767
HP1526901T2D_K17,acinar,smartseq2,-10.272726,1.1913515
D28.4_4,acinar,celseq2,-9.989865,0.91759276
HP1506401_O21,acinar,smartseq2,-9.028497,1.9934546
D31.6_21,acinar,celseq2,-8.619443,3.2250905
human3_lib3.final_cell_0651,acinar,inDrop,4.9594946,7.396209
human1_lib3.final_cell_0600,acinar,inDrop,6.512829,9.627144
human3_lib1.final_cell_0439,acinar,inDrop,5.907777,11.784265
human3_lib3.final_cell_0068,acinar,inDrop,5.8354826,9.803372
human1_lib2.final_cell_0404,acinar,inDrop,6.5179067,11.483655
D30.5_36,acinar,celseq2,-10.079839,0.5442146
human3_lib4.final_cell_0039,acinar,inDrop,5.4053564,9.721295
D28.5_77,acinar,celseq2,-9.9634905,2.0149665
human3_lib2.final_cell_0800,acinar,inDrop,6.4988585,10.5868225
D30.8_63,acinar,celseq2,-10.728159,0.78650415
human3_lib2.final_cell_0174,acinar,inDrop,5.291351,10.407567
human3_lib4.final_cell_0076,acinar,inDrop,5.5388303,11.925086
human1_lib2.final_cell_0111,acinar,inDrop,6.54352,10.090983
human3_lib4.final_cell_0080,acinar,inDrop,5.535123,10.072417
human3_lib1.final_cell_0050,acinar,inDrop,5.445042,10.927447
human3_lib1.final_cell_0389,acinar,inDrop,5.8674245,12.201491
human3_lib4.final_cell_0636,acinar,inDrop,4.8103757,6.7981386
human3_lib1.final_cell_0131,acinar,inDrop,5.006007,10.548945
D30.4_81,acinar,celseq2,-8.7286625,3.0093741
D31.7_11,acinar,celseq2,-9.914616,2.1512897
human3_lib3.final_cell_0094,acinar,inDrop,4.9460597,11.521172
human3_lib3.final_cell_0126,acinar,inDrop,5.524194,11.376738
D31.8_11,acinar,celseq2,-10.716465,1.7506132
human3_lib2.final_cell_0466,acinar,inDrop,5.478174,9.363713
human3_lib1.final_cell_0360,acinar,inDrop,6.5916452,10.760774
D31.5_4,acinar,celseq2,-10.008306,1.9046975
human3_lib4.final_cell_0005,acinar,inDrop,5.20633,11.702559
human3_lib3.final_cell_0060,acinar,inDrop,5.5566287,9.629683
human3_lib3.final_cell_0162,acinar,inDrop,5.458688,12.223268
human3_lib4.final_cell_0355,acinar,inDrop,6.0114784,10.9349985
human3_lib2.final_cell_0226,acinar,inDrop,5.0501685,9.822761
D28.5_54,acinar,celseq2,-10.153181,1.9249697
HP1506401_B5,acinar,smartseq2,-9.4348755,0.9039675
human3_lib3.final_cell_0268,acinar,inDrop,4.748285,11.384607
human3_lib2.final_cell_0421,acinar,inDrop,5.4185667,12.3537655
human3_lib4.final_cell_0111,acinar,inDrop,4.430443,11.154952
human3_lib3.final_cell_0072,acinar,inDrop,6.051863,10.195818
HP1525301T2D_F5,acinar,smartseq2,-10.121154,0.54551053
human3_lib2.final_cell_0093,acinar,inDrop,4.502676,11.324222
human3_lib4.final_cell_0371,acinar,inDrop,6.2272844,10.097191
D30.2_1,acinar,celseq2,-9.407259,2.4208508
human3_lib3.final_cell_0047,acinar,inDrop,4.7100325,10.536949
HP1506401_N15,acinar,smartseq2,-8.79897,2.6818087
human3_lib3.final_cell_0272,acinar,inDrop,6.089394,10.593901
human3_lib4.final_cell_0008,acinar,inDrop,4.9236913,9.929709
human3_lib4.final_cell_0549,acinar,inDrop,6.335103,9.539545
human3_lib4.final_cell_0020,acinar,inDrop,4.677407,10.9477215
HP1506401_L11,acinar,smartseq2,-8.898911,2.5668771
human3_lib2.final_cell_0078,acinar,inDrop,5.492434,9.985733
human3_lib4.final_cell_0207,acinar,inDrop,5.5694695,12.350204
human3_lib1.final_cell_0063,acinar,inDrop,5.758503,10.45777
human3_lib2.final_cell_0090,acinar,inDrop,6.0876627,10.502581
human3_lib1.final_cell_0014,acinar,inDrop,4.836778,10.161296
human3_lib4.final_cell_0065,acinar,inDrop,4.7510924,11.246177
human3_lib3.final_cell_0004,acinar,inDrop,5.178343,11.07386
HP1506401_P17,acinar,smartseq2,-8.652752,2.959499
human3_lib3.final_cell_0089,acinar,inDrop,5.92955,11.610867
human2_lib2.final_cell_0154,acinar,inDrop,3.5451624,7.7375846
HP1506401_G14,acinar,smartseq2,-8.839598,1.9725986
D28.1_87,acinar,celseq2,-8.732923,2.6588352
human3_lib2.final_cell_0076,acinar,inDrop,6.059338,9.546948
HP1506401_O18,acinar,smartseq2,-8.796911,2.6703157
human3_lib1.final_cell_0195,acinar,inDrop,5.371704,10.921084
D28.3_31,acinar,celseq2,-8.734802,3.0534332
HP1525301T2D_D10,acinar,smartseq2,-10.153965,1.4564701
human3_lib3.final_cell_0646,acinar,inDrop,6.3699265,10.683367
HP1508501T2D_O7,acinar,smartseq2,-9.812413,1.6886477
human3_lib2.final_cell_0608,acinar,inDrop,6.547466,9.5383005
human1_lib1.final_cell_0012,acinar,inDrop,4.484514,11.572989
D30.2_17,acinar,celseq2,-10.3526325,0.66920835
D30.3_45,acinar,celseq2,-10.725995,1.8165445
human3_lib4.final_cell_0043,acinar,inDrop,5.1920724,11.702761
human3_lib2.final_cell_0213,acinar,inDrop,5.267817,11.31129
AZ_H10,acinar,smartseq2,-9.954464,0.7537191
human3_lib2.final_cell_0033,acinar,inDrop,4.847551,11.247477
human3_lib2.final_cell_0052,acinar,inDrop,5.400887,9.506888
human3_lib4.final_cell_0407,acinar,inDrop,6.4599147,9.587452
human3_lib3.final_cell_0207,acinar,inDrop,5.105947,9.864484
human3_lib1.final_cell_0011,acinar,inDrop,4.627533,10.7342415
human3_lib3.final_cell_0355,acinar,inDrop,4.7233586,10.894726
D31.3_40,acinar,celseq2,-9.7884035,2.001622
HP1506401_N1,acinar,smartseq2,-9.371037,1.2064172
D28.4_86,acinar,celseq2,-9.116206,1.9859463
human3_lib1.final_cell_0057,acinar,inDrop,6.3220997,9.96331
human3_lib4.final_cell_0056,acinar,inDrop,5.7361813,12.405447
human3_lib1.final_cell_0560,acinar,inDrop,6.040656,11.474897
human3_lib1.final_cell_0440,acinar,inDrop,6.628775,11.343322
human3_lib3.final_cell_0406,acinar,inDrop,6.3402543,10.3951025
human3_lib2.final_cell_0469,acinar,inDrop,5.962274,12.537484
HP1502401_E20,acinar,smartseq2,-10.394129,1.0902569
human3_lib2.final_cell_0119,acinar,inDrop,4.7381215,11.297252
HP1526901T2D_N4,acinar,smartseq2,-9.375871,1.4775304
D28.2_42,acinar,celseq2,-9.200447,1.8052301
human3_lib2.final_cell_0486,acinar,inDrop,6.2210174,11.489218
D30.2_43,acinar,celseq2,-10.499339,1.7491885
human3_lib1.final_cell_0196,acinar,inDrop,5.1900034,11.587176
human3_lib1.final_cell_0119,acinar,inDrop,5.657185,10.585038
human3_lib4.final_cell_0418,acinar,inDrop,6.232193,12.042673
HP1525301T2D_C7,acinar,smartseq2,-10.216255,0.54478973
D31.8_27,acinar,celseq2,-10.398044,2.0448923
HP1508501T2D_N13,acinar,smartseq2,-9.73211,0.97520316
human1_lib1.final_cell_0001,acinar,inDrop,5.5219946,11.57501
human3_lib1.final_cell_0326,acinar,inDrop,5.831746,10.024571
human3_lib3.final_cell_0144,acinar,inDrop,6.2509413,10.499557
human3_lib3.final_cell_0176,acinar,inDrop,5.662733,9.375177
human3_lib4.final_cell_0044,acinar,inDrop,6.1291,9.326013
human3_lib2.final_cell_0260,acinar,inDrop,6.3116717,12.145243
human3_lib2.final_cell_0097,acinar,inDrop,4.65814,11.910474
human3_lib4.final_cell_0049,acinar,inDrop,5.3027544,9.619717
human3_lib4.final_cell_0146,acinar,inDrop,6.291768,9.838437
human3_lib3.final_cell_0062,acinar,inDrop,5.8113604,10.69912
HP1506401_E18,acinar,smartseq2,-9.30359,1.1477785
human3_lib1.final_cell_0084,acinar,inDrop,4.748658,11.627777
human1_lib3.final_cell_0143,acinar,inDrop,4.653099,10.974926
human1_lib2.final_cell_0278,acinar,inDrop,5.924286,12.256841
human3_lib3.final_cell_0192,acinar,inDrop,5.9781632,10.578755
human3_lib1.final_cell_0082,acinar,inDrop,6.601318,9.937926
human3_lib4.final_cell_0029,acinar,inDrop,5.8520246,9.354618
human1_lib3.final_cell_0447,acinar,inDrop,5.5568314,11.595728
human3_lib3.final_cell_0453,acinar,inDrop,5.679095,12.435779
human3_lib3.final_cell_0610,acinar,inDrop,6.2564015,11.823471
human1_lib2.final_cell_0005,acinar,inDrop,5.1499066,10.925745
human3_lib4.final_cell_0142,acinar,inDrop,5.5953417,11.263357
HP1506401_M8,acinar,smartseq2,-9.552317,1.8890393
human3_lib3.final_cell_0203,acinar,inDrop,6.5095234,10.540071
human1_lib3.final_cell_0541,acinar,inDrop,6.376348,9.539621
human3_lib3.final_cell_0029,acinar,inDrop,5.9234657,10.137946
D28.4_54,acinar,celseq2,-9.530143,0.80783874
D28.4_67,acinar,celseq2,-10.27213,1.4455743
D28.2_87,acinar,celseq2,-9.532153,1.2061908
D28.7_62,acinar,celseq2,-10.380016,0.9559332
human3_lib1.final_cell_0197,acinar,inDrop,4.6915584,10.978077
HP1508501T2D_D18,acinar,smartseq2,-10.188316,0.5852152
human3_lib2.final_cell_0158,acinar,inDrop,4.7699485,10.607562
HP1504101T2D_K19,acinar,smartseq2,-9.7009115,1.0115407
human3_lib4.final_cell_0270,acinar,inDrop,5.797026,9.951872
human3_lib3.final_cell_0096,acinar,inDrop,5.2815237,11.308345
human3_lib3.final_cell_0473,acinar,inDrop,5.770105,12.361558
human3_lib4.final_cell_0665,acinar,inDrop,5.551697,12.264293
human3_lib4.final_cell_0794,acinar,inDrop,5.824712,11.865877
D29.7_49,acinar,celseq2,-9.472442,1.9623027
human3_lib2.final_cell_0017,acinar,inDrop,6.3173246,10.357987
human3_lib3.final_cell_0046,acinar,inDrop,5.1637864,11.470391
human3_lib4.final_cell_0063,acinar,inDrop,4.900458,11.827518
human3_lib3.final_cell_0478,acinar,inDrop,4.678801,11.129719
human3_lib4.final_cell_0032,acinar,inDrop,5.088979,9.666592
human1_lib2.final_cell_0126,acinar,inDrop,6.402321,11.281861
HP1506401_C7,acinar,smartseq2,-9.511018,1.0388283
human3_lib1.final_cell_0078,acinar,inDrop,5.3596215,11.487997
human3_lib4.final_cell_0019,acinar,inDrop,6.598327,9.731333
human3_lib1.final_cell_0150,acinar,inDrop,5.7464557,9.377921
human3_lib2.final_cell_0102,acinar,inDrop,5.73342,11.994507
human3_lib2.final_cell_0506,acinar,inDrop,6.4324923,11.564736
human3_lib1.final_cell_0476,acinar,inDrop,5.913479,9.322247
human3_lib1.final_cell_0603,acinar,inDrop,6.7332172,10.9807005
HP1525301T2D_C23,acinar,smartseq2,-10.103691,1.3640275
human3_lib4.final_cell_0064,acinar,inDrop,5.573214,10.689441
D31.2_53,acinar,celseq2,-10.315169,1.5398179
human3_lib2.final_cell_0049,acinar,inDrop,5.7528367,10.838038
human3_lib2.final_cell_0763,acinar,inDrop,6.511019,10.163389
human3_lib2.final_cell_0257,acinar,inDrop,5.590808,11.360438
HP1526901T2D_I12,acinar,smartseq2,-10.394892,0.77526665
human1_lib3.final_cell_0025,acinar,inDrop,6.31327,11.326127
human1_lib3.final_cell_0628,acinar,inDrop,5.671204,12.361386
human3_lib4.final_cell_0006,acinar,inDrop,6.1253014,9.551229
human3_lib1.final_cell_0089,acinar,inDrop,4.6644382,10.622158
human3_lib1.final_cell_0419,acinar,inDrop,5.3533387,11.229149
human3_lib4.final_cell_0126,acinar,inDrop,4.774236,11.503773
human3_lib4.final_cell_0002,acinar,inDrop,5.835798,10.315163
human3_lib2.final_cell_0039,acinar,inDrop,5.9164844,10.893524
HP1506401_K6,acinar,smartseq2,-9.4936695,0.7009019
D31.2_87,acinar,celseq2,-10.422431,0.94996977
D30.1_72,acinar,celseq2,-10.047292,2.2380922
human3_lib1.final_cell_0025,acinar,inDrop,4.9884734,10.062065
human3_lib4.final_cell_0106,acinar,inDrop,5.3343735,10.574668
human3_lib2.final_cell_0023,acinar,inDrop,6.481376,9.756762
D31.2_26,acinar,celseq2,-8.647391,3.1292179
HP1502401_M8,acinar,smartseq2,-10.760608,1.3189515
human3_lib3.final_cell_0795,acinar,inDrop,5.9697266,10.071852
human3_lib3.final_cell_0006,acinar,inDrop,5.7412243,9.799021
human3_lib1.final_cell_0625,acinar,inDrop,6.6291356,10.837814
human3_lib4.final_cell_0342,acinar,inDrop,5.3666615,10.534821
HP1506401_B6,acinar,smartseq2,-9.551105,1.4647171
D31.6_13,acinar,celseq2,-10.180127,2.1236475
human3_lib2.final_cell_0235,acinar,inDrop,5.894718,9.211703
D31.3_23,acinar,celseq2,-10.246226,1.2578702
HP1502401_K12,acinar,smartseq2,-10.813743,1.2870305
human3_lib1.final_cell_0698,acinar,inDrop,4.987247,11.111813
human3_lib2.final_cell_0266,acinar,inDrop,6.495404,10.10581
human3_lib3.final_cell_0664,acinar,inDrop,6.0218015,12.37863
human3_lib2.final_cell_0009,acinar,inDrop,5.8660703,10.324467
human3_lib1.final_cell_0168,acinar,inDrop,5.1456857,11.633782
HP1504101T2D_I6,acinar,smartseq2,-9.875754,1.071614
human3_lib3.final_cell_0467,acinar,inDrop,6.1347847,11.80103
human1_lib3.final_cell_0007,acinar,inDrop,5.5217905,10.866824
human3_lib3.final_cell_0056,acinar,inDrop,5.095709,10.720061
human3_lib1.final_cell_0484,acinar,inDrop,5.3090825,11.724117
human3_lib4.final_cell_0074,acinar,inDrop,5.617244,9.44893
D31.7_9,acinar,celseq2,-10.283574,1.862418
human3_lib1.final_cell_0732,acinar,inDrop,5.3874593,12.193296
human4_lib1.final_cell_0115,acinar,inDrop,4.7507215,9.210651
human3_lib4.final_cell_0706,acinar,inDrop,5.9509354,11.681232
human3_lib4.final_cell_0445,acinar,inDrop,6.4441175,11.172599
human3_lib2.final_cell_0638,acinar,inDrop,6.133415,11.453644
human3_lib4.final_cell_0459,acinar,inDrop,6.519522,11.48096
human3_lib3.final_cell_0042,acinar,inDrop,5.219923,9.79751
human3_lib1.final_cell_0447,acinar,inDrop,4.637711,10.199077
human3_lib4.final_cell_0170,acinar,inDrop,4.6021585,11.799298
D28.6_74,acinar,celseq2,-9.45817,1.745255
human3_lib4.final_cell_0356,acinar,inDrop,6.154084,10.2569065
human1_lib3.final_cell_0508,acinar,inDrop,6.062371,9.928284
human3_lib4.final_cell_0662,acinar,inDrop,5.964637,10.092396
human3_lib3.final_cell_0536,acinar,inDrop,5.855558,9.63243
human3_lib3.final_cell_0027,acinar,inDrop,5.0841727,11.424214
D31.6_66,acinar,celseq2,-8.8862295,2.3630464
human3_lib1.final_cell_0349,acinar,inDrop,4.804301,11.736413
human3_lib4.final_cell_0012,acinar,inDrop,4.8969574,10.072432
D28.6_4,acinar,celseq2,-9.600083,0.79186696
HP1506401_J14,acinar,smartseq2,-10.10829,1.5661527
D28.7_75,acinar,celseq2,-10.5926895,1.6640875
human3_lib1.final_cell_0545,acinar,inDrop,6.451134,9.892738
D31.1_7,acinar,celseq2,-10.210307,1.9364029
human3_lib1.final_cell_0010,acinar,inDrop,6.0975695,11.675953
HP1525301T2D_C14,acinar,smartseq2,-10.056535,1.9891474
human3_lib2.final_cell_0002,acinar,inDrop,5.2134113,10.103727
human3_lib3.final_cell_0078,acinar,inDrop,5.4489713,10.020505
D31.4_36,acinar,celseq2,-10.255353,0.7462566
human3_lib1.final_cell_0015,acinar,inDrop,5.650792,10.579936
human3_lib2.final_cell_0026,acinar,inDrop,6.2039137,10.205582
