CellID,celltype,tech,UMAP1,UMAP2
human3_lib1.final_cell_0391,acinar,inDrop,9.682263,-0.71710056
human3_lib1.final_cell_0215,acinar,inDrop,10.48328,4.3860965
human1_lib1.final_cell_0461,acinar,inDrop,8.741157,-1.2840816
human3_lib2.final_cell_0685,acinar,inDrop,10.3598995,-0.29690978
human3_lib4.final_cell_0272,acinar,inDrop,10.182361,0.089615956
HP1506401_D3,acinar,smartseq2,7.848345,5.7089686
human3_lib3.final_cell_0163,acinar,inDrop,11.281662,3.2307837
human1_lib1.final_cell_0182,acinar,inDrop,8.789666,0.5853186
HP1504101T2D_J16,acinar,smartseq2,6.5714283,6.034574
human3_lib2.final_cell_0105,acinar,inDrop,9.266566,0.3519713
human3_lib4.final_cell_0466,acinar,inDrop,10.30768,3.8968499
D30.4_18,acinar,celseq2,6.224996,6.7373495
human3_lib3.final_cell_0044,acinar,inDrop,9.462882,0.677933
D28.5_63,acinar,celseq2,5.7448545,6.5551186
HP1504901_F23,acinar,smartseq2,6.2900267,6.9909654
human3_lib1.final_cell_0069,acinar,inDrop,10.046203,2.4605758
D31.3_89,acinar,celseq2,6.925422,6.896804
human3_lib4.final_cell_0103,acinar,inDrop,9.530499,3.384181
human3_lib2.final_cell_0036,acinar,inDrop,9.7558155,-0.75453895
HP1506401_J15,acinar,smartseq2,7.352774,5.806729
human3_lib1.final_cell_0505,acinar,inDrop,7.675065,2.3924704
HP1506401_O16,acinar,smartseq2,7.5143147,6.1412377
human3_lib2.final_cell_0267,acinar,inDrop,10.4133625,3.8342571
human3_lib3.final_cell_0703,acinar,inDrop,7.9039135,3.126042
human3_lib2.final_cell_0109,acinar,inDrop,8.394403,0.091498405
D30.2_53,acinar,celseq2,5.8869996,6.451016
human3_lib4.final_cell_0171,acinar,inDrop,11.04102,5.6399508
HP1506401_N23,acinar,smartseq2,7.577882,5.8389125
D28.3_51,acinar,celseq2,6.6002574,6.6030097
human3_lib2.final_cell_0134,acinar,inDrop,9.703541,3.0921378
human1_lib2.final_cell_0582,acinar,inDrop,7.270687,1.5491295
D28.5_37,acinar,celseq2,4.900438,7.0424557
human3_lib1.final_cell_0212,acinar,inDrop,8.721719,2.7356493
D28.3_90,acinar,celseq2,4.8638024,7.016092
human3_lib2.final_cell_0675,acinar,inDrop,10.744491,1.0999959
D31.1_21,acinar,celseq2,4.266499,7.03043
human3_lib3.final_cell_0205,acinar,inDrop,9.207585,0.97031766
human3_lib4.final_cell_0184,acinar,inDrop,7.618396,0.81299454
human3_lib3.final_cell_0079,acinar,inDrop,10.141565,0.34134403
human3_lib2.final_cell_0060,acinar,inDrop,6.7752304,0.8068876
human3_lib1.final_cell_0204,acinar,inDrop,11.038929,1.9656043
HP1506401_N9,acinar,smartseq2,7.5936236,6.184893
HP1526901T2D_H2,acinar,smartseq2,6.8335257,5.989545
human3_lib4.final_cell_0070,acinar,inDrop,9.435052,0.56415164
human3_lib3.final_cell_0415,acinar,inDrop,9.591931,-0.91649765
HP1525301T2D_F10,acinar,smartseq2,6.6584687,5.9920616
D31.5_69,acinar,celseq2,3.3884606,7.0729785
human3_lib3.final_cell_0208,acinar,inDrop,10.147879,3.606262
human3_lib1.final_cell_0038,acinar,inDrop,9.49563,4.5729146
human3_lib4.final_cell_0533,acinar,inDrop,7.83482,1.9691135
human1_lib3.final_cell_0231,acinar,inDrop,7.3392534,1.3084204
HP1504101T2D_C11,acinar,smartseq2,6.874796,5.872545
human3_lib3.final_cell_0066,acinar,inDrop,9.292318,4.127305
human3_lib4.final_cell_0108,acinar,inDrop,9.114291,1.002163
D30.7_1,acinar,celseq2,6.446269,6.796727
human3_lib3.final_cell_0301,acinar,inDrop,9.438694,0.04752943
human3_lib4.final_cell_0149,acinar,inDrop,9.819271,7.026946
HP1508501T2D_B14,acinar,smartseq2,6.876047,5.8139873
human3_lib4.final_cell_0003,acinar,inDrop,9.744348,2.9290085
human3_lib3.final_cell_0266,acinar,inDrop,9.5723715,-0.72244114
human3_lib1.final_cell_0373,acinar,inDrop,8.085401,2.3059354
D30.7_24,acinar,celseq2,4.3062797,6.94479
human3_lib1.final_cell_0172,acinar,inDrop,8.809622,-0.43079656
human3_lib2.final_cell_0003,acinar,inDrop,11.192182,4.251474
AZ_F6,acinar,smartseq2,7.2180047,6.2549415
HP1508501T2D_I10,acinar,smartseq2,7.601529,5.4870834
human3_lib3.final_cell_0166,acinar,inDrop,10.919044,3.3918421
human3_lib2.final_cell_0101,acinar,inDrop,9.394158,1.1562238
HP1508501T2D_G17,acinar,smartseq2,6.9349227,5.919397
HP1525301T2D_L5,acinar,smartseq2,6.7916517,6.1560397
human3_lib2.final_cell_0277,acinar,inDrop,10.36063,0.45965406
D28.6_63,acinar,celseq2,6.658044,7.0264916
human3_lib3.final_cell_0045,acinar,inDrop,10.385277,3.7925296
HP1502401_G18,acinar,smartseq2,6.602028,6.5384283
human3_lib1.final_cell_0483,acinar,inDrop,9.3111105,1.4530458
human3_lib4.final_cell_0575,acinar,inDrop,9.302398,7.4199357
human3_lib4.final_cell_0519,acinar,inDrop,7.305011,2.5222805
human3_lib4.final_cell_0512,acinar,inDrop,7.363686,1.1250141
human3_lib4.final_cell_0615,acinar,inDrop,7.778232,-2.7174757
human3_lib4.final_cell_0555,acinar,inDrop,5.677332,0.5285756
human3_lib3.final_cell_0803,acinar,inDrop,8.260898,1.3298416
human3_lib1.final_cell_0013,acinar,inDrop,9.278401,1.1604688
D31.2_75,acinar,celseq2,6.3370156,7.0603104
HP1506401_B14,acinar,smartseq2,7.6365604,6.2166114
human3_lib2.final_cell_0006,acinar,inDrop,10.400138,3.499078
human3_lib1.final_cell_0300,acinar,inDrop,10.347516,6.111407
D30.3_91,acinar,celseq2,4.948856,6.3604245
human3_lib4.final_cell_0155,acinar,inDrop,10.632644,3.7469888
human3_lib1.final_cell_0307,acinar,inDrop,9.870987,-0.13946123
human3_lib3.final_cell_0551,acinar,inDrop,10.463507,5.7242265
human3_lib2.final_cell_0069,acinar,inDrop,9.892723,-0.5973429
human3_lib3.final_cell_0111,acinar,inDrop,10.467644,2.0137804
human3_lib4.final_cell_0087,acinar,inDrop,8.728512,1.0941446
human3_lib2.final_cell_0299,acinar,inDrop,8.430422,2.657812
human3_lib2.final_cell_0108,acinar,inDrop,10.099565,0.055616673
HP1506401_J2,acinar,smartseq2,7.1901126,5.9737024
D31.5_70,acinar,celseq2,5.417251,6.999667
human3_lib1.final_cell_0214,acinar,inDrop,7.261636,1.5366573
human3_lib2.final_cell_0107,acinar,inDrop,9.538234,3.4100392
human3_lib4.final_cell_0742,acinar,inDrop,7.948471,1.7086512
human1_lib3.final_cell_0043,acinar,inDrop,8.83496,-0.6689261
human3_lib1.final_cell_0035,acinar,inDrop,11.392859,6.3751345
human3_lib3.final_cell_0685,acinar,inDrop,9.455798,6.362658
human1_lib3.final_cell_0469,acinar,inDrop,8.480727,-1.1222693
HP1502401_C1,acinar,smartseq2,6.46611,5.9070787
HP1506401_N5,acinar,smartseq2,7.3896184,6.3582554
D31.7_77,acinar,celseq2,6.269356,6.785011
human1_lib1.final_cell_0436,acinar,inDrop,6.381371,1.3245615
D31.6_9,acinar,celseq2,6.3653636,6.8537326
human3_lib2.final_cell_0020,acinar,inDrop,9.985666,3.3115866
human3_lib2.final_cell_0180,acinar,inDrop,9.492307,4.182365
human3_lib3.final_cell_0139,acinar,inDrop,11.196778,3.030088
D28.3_25,acinar,celseq2,6.6611094,6.9612794
human3_lib1.final_cell_0268,acinar,inDrop,8.4592495,1.3444898
human3_lib4.final_cell_0746,acinar,inDrop,8.385012,2.82946
human3_lib1.final_cell_0006,acinar,inDrop,10.056179,3.7427244
human3_lib3.final_cell_0227,acinar,inDrop,9.572042,0.16294621
human3_lib3.final_cell_0059,acinar,inDrop,10.132659,1.6671741
HP1502401_J2,acinar,smartseq2,6.5268354,5.9511604
human3_lib2.final_cell_0135,acinar,inDrop,10.049568,1.8118455
D28.7_51,acinar,celseq2,6.3611293,7.0415173
HP1506401_L22,acinar,smartseq2,4.6334844,7.1420064
D31.4_70,acinar,celseq2,7.0418177,6.4472547
human3_lib2.final_cell_0027,acinar,inDrop,8.100999,5.5787067
human3_lib2.final_cell_0019,acinar,inDrop,10.282119,4.2535505
human3_lib4.final_cell_0783,acinar,inDrop,6.9483314,2.3111832
D31.6_53,acinar,celseq2,7.0327964,6.7248063
human3_lib2.final_cell_0586,acinar,inDrop,7.801288,2.1950777
D28.4_63,acinar,celseq2,6.0666666,7.0078845
D28.3_91,acinar,celseq2,6.6011624,6.8638077
HP1508501T2D_F21,acinar,smartseq2,6.745008,6.2572217
human1_lib2.final_cell_0616,acinar,inDrop,6.1103907,0.986545
human3_lib2.final_cell_0082,acinar,inDrop,10.934776,3.4964135
human3_lib1.final_cell_0022,acinar,inDrop,10.543096,3.6107392
human1_lib3.final_cell_0020,acinar,inDrop,10.302001,2.8537729
human3_lib3.final_cell_0243,acinar,inDrop,7.17192,1.4342929
human3_lib4.final_cell_0195,acinar,inDrop,10.115152,3.111465
HP1508501T2D_A11,acinar,smartseq2,6.938989,6.5348144
D31.3_73,acinar,celseq2,4.863424,6.994101
human3_lib3.final_cell_0019,acinar,inDrop,10.189493,7.176044
human3_lib4.final_cell_0131,acinar,inDrop,11.10753,2.8868043
human3_lib3.final_cell_0157,acinar,inDrop,10.638555,4.087065
human3_lib3.final_cell_0241,acinar,inDrop,8.706868,1.0271108
human1_lib1.final_cell_0029,acinar,inDrop,6.5681167,1.8670982
human3_lib3.final_cell_0031,acinar,inDrop,10.780969,3.2884722
HP1526901T2D_K17,acinar,smartseq2,6.811607,6.195835
D28.4_4,acinar,celseq2,6.8742766,5.789959
HP1506401_O21,acinar,smartseq2,7.45755,6.171388
D31.6_21,acinar,celseq2,4.4534845,7.0249224
human3_lib3.final_cell_0651,acinar,inDrop,0.61330026,-1.1194848
human1_lib3.final_cell_0600,acinar,inDrop,9.151421,-0.951928
human3_lib1.final_cell_0439,acinar,inDrop,7.8599706,2.6007707
human3_lib3.final_cell_0068,acinar,inDrop,10.291685,2.1418128
human1_lib2.final_cell_0404,acinar,inDrop,7.630197,2.0666735
D30.5_36,acinar,celseq2,6.7082396,6.2683916
human3_lib4.final_cell_0039,acinar,inDrop,11.210177,2.9751356
D28.5_77,acinar,celseq2,4.721469,6.9082427
human3_lib2.final_cell_0800,acinar,inDrop,8.67518,1.0852402
D30.8_63,acinar,celseq2,4.0325074,6.613332
human3_lib2.final_cell_0174,acinar,inDrop,8.589022,1.245964
human3_lib4.final_cell_0076,acinar,inDrop,10.135021,6.8121405
human1_lib2.final_cell_0111,acinar,inDrop,9.455591,-0.94289994
human3_lib4.final_cell_0080,acinar,inDrop,10.850611,2.90897
human3_lib1.final_cell_0050,acinar,inDrop,10.464523,3.0605147
human3_lib1.final_cell_0389,acinar,inDrop,7.658757,2.389045
human3_lib4.final_cell_0636,acinar,inDrop,-0.07275244,0.3803688
human3_lib1.final_cell_0131,acinar,inDrop,11.261011,2.6554098
D30.4_81,acinar,celseq2,5.408257,6.9550304
D31.7_11,acinar,celseq2,6.154915,6.829037
human3_lib3.final_cell_0094,acinar,inDrop,10.568184,4.03488
human3_lib3.final_cell_0126,acinar,inDrop,10.283276,3.1484058
D31.8_11,acinar,celseq2,4.6321335,6.579444
human3_lib2.final_cell_0466,acinar,inDrop,10.055861,-0.1380954
human3_lib1.final_cell_0360,acinar,inDrop,7.2996044,1.2980596
D31.5_4,acinar,celseq2,4.198419,6.9321985
human3_lib4.final_cell_0005,acinar,inDrop,10.540868,6.1844625
human3_lib3.final_cell_0060,acinar,inDrop,9.647012,2.6742544
human3_lib3.final_cell_0162,acinar,inDrop,8.867998,3.0460083
human3_lib4.final_cell_0355,acinar,inDrop,7.753665,2.030771
human3_lib2.final_cell_0226,acinar,inDrop,10.170963,2.2104487
D28.5_54,acinar,celseq2,6.579084,6.8525076
HP1506401_B5,acinar,smartseq2,7.168598,5.894684
human3_lib3.final_cell_0268,acinar,inDrop,9.543326,2.8759952
human3_lib2.final_cell_0421,acinar,inDrop,7.6018004,2.5548406
human3_lib4.final_cell_0111,acinar,inDrop,8.718225,1.1263826
human3_lib3.final_cell_0072,acinar,inDrop,11.175009,2.9535952
HP1525301T2D_F5,acinar,smartseq2,6.80914,5.729276
human3_lib2.final_cell_0093,acinar,inDrop,10.818924,3.8042336
human3_lib4.final_cell_0371,acinar,inDrop,9.538156,0.36770928
D30.2_1,acinar,celseq2,5.1702347,6.988619
human3_lib3.final_cell_0047,acinar,inDrop,9.53749,4.217237
HP1506401_N15,acinar,smartseq2,6.5029125,6.900787
human3_lib3.final_cell_0272,acinar,inDrop,11.305874,2.9328558
human3_lib4.final_cell_0008,acinar,inDrop,9.351623,5.424922
human3_lib4.final_cell_0549,acinar,inDrop,10.403365,-0.14039724
human3_lib4.final_cell_0020,acinar,inDrop,10.29583,4.815434
HP1506401_L11,acinar,smartseq2,7.237413,6.510296
human3_lib2.final_cell_0078,acinar,inDrop,8.6896,0.122158304
human3_lib4.final_cell_0207,acinar,inDrop,7.685123,3.1542583
human3_lib1.final_cell_0063,acinar,inDrop,10.557453,2.8128371
human3_lib2.final_cell_0090,acinar,inDrop,10.727477,3.57787
human3_lib1.final_cell_0014,acinar,inDrop,10.658212,1.8669169
human3_lib4.final_cell_0065,acinar,inDrop,6.920212,1.0182854
human3_lib3.final_cell_0004,acinar,inDrop,10.224082,3.2717085
HP1506401_P17,acinar,smartseq2,5.78199,6.8840494
human3_lib3.final_cell_0089,acinar,inDrop,10.120736,3.8183334
human2_lib2.final_cell_0154,acinar,inDrop,-2.2192957,-0.8017822
HP1506401_G14,acinar,smartseq2,8.123881,4.7994013
D28.1_87,acinar,celseq2,6.5952287,6.9152055
human3_lib2.final_cell_0076,acinar,inDrop,10.342797,0.08262439
HP1506401_O18,acinar,smartseq2,7.4011054,6.493531
human3_lib1.final_cell_0195,acinar,inDrop,10.77244,2.9745603
D28.3_31,acinar,celseq2,4.834686,7.083338
HP1525301T2D_D10,acinar,smartseq2,6.7145905,6.618737
human3_lib3.final_cell_0646,acinar,inDrop,7.8401837,2.0629811
HP1508501T2D_O7,acinar,smartseq2,6.6018095,6.785281
human3_lib2.final_cell_0608,acinar,inDrop,10.167052,-0.31724718
human1_lib1.final_cell_0012,acinar,inDrop,9.497013,2.5180295
D30.2_17,acinar,celseq2,5.488926,6.3483105
D30.3_45,acinar,celseq2,4.1154895,7.186603
human3_lib4.final_cell_0043,acinar,inDrop,8.959913,2.4007323
human3_lib2.final_cell_0213,acinar,inDrop,11.127224,2.7507517
AZ_H10,acinar,smartseq2,6.8159003,6.2971134
human3_lib2.final_cell_0033,acinar,inDrop,10.982604,2.9923923
human3_lib2.final_cell_0052,acinar,inDrop,8.569174,4.9182715
human3_lib4.final_cell_0407,acinar,inDrop,9.041397,0.09344497
human3_lib3.final_cell_0207,acinar,inDrop,9.710133,0.4977814
human3_lib1.final_cell_0011,acinar,inDrop,9.491488,4.607763
human3_lib3.final_cell_0355,acinar,inDrop,8.28256,1.3902786
D31.3_40,acinar,celseq2,4.40701,7.18417
HP1506401_N1,acinar,smartseq2,6.8992443,6.63444
D28.4_86,acinar,celseq2,6.723834,6.9013743
human3_lib1.final_cell_0057,acinar,inDrop,11.161593,3.2494388
human3_lib4.final_cell_0056,acinar,inDrop,9.498821,3.525612
human3_lib1.final_cell_0560,acinar,inDrop,8.101605,1.6525295
human3_lib1.final_cell_0440,acinar,inDrop,7.7534056,1.9520264
human3_lib3.final_cell_0406,acinar,inDrop,9.402468,1.1914333
human3_lib2.final_cell_0469,acinar,inDrop,7.9248414,2.208084
HP1502401_E20,acinar,smartseq2,6.6969323,5.8766828
human3_lib2.final_cell_0119,acinar,inDrop,10.430441,3.2816334
HP1526901T2D_N4,acinar,smartseq2,6.692626,6.63827
D28.2_42,acinar,celseq2,7.082751,6.5898547
human3_lib2.final_cell_0486,acinar,inDrop,7.3068423,1.5286207
D30.2_43,acinar,celseq2,6.341238,6.620718
human3_lib1.final_cell_0196,acinar,inDrop,9.444982,2.5552974
human3_lib1.final_cell_0119,acinar,inDrop,11.213718,2.9037328
human3_lib4.final_cell_0418,acinar,inDrop,7.9900312,3.036998
HP1525301T2D_C7,acinar,smartseq2,6.9237833,5.575829
D31.8_27,acinar,celseq2,4.7087836,6.7894893
HP1508501T2D_N13,acinar,smartseq2,6.928357,6.1710224
human1_lib1.final_cell_0001,acinar,inDrop,7.58103,0.78482383
human3_lib1.final_cell_0326,acinar,inDrop,9.391944,3.8935962
human3_lib3.final_cell_0144,acinar,inDrop,11.207443,3.072982
human3_lib3.final_cell_0176,acinar,inDrop,8.570586,4.396766
human3_lib4.final_cell_0044,acinar,inDrop,9.049246,0.1929842
human3_lib2.final_cell_0260,acinar,inDrop,10.011352,6.795914
human3_lib2.final_cell_0097,acinar,inDrop,9.344747,2.1606789
human3_lib4.final_cell_0049,acinar,inDrop,10.738283,3.1225014
human3_lib4.final_cell_0146,acinar,inDrop,10.002824,1.1154172
human3_lib3.final_cell_0062,acinar,inDrop,11.180334,2.9892073
HP1506401_E18,acinar,smartseq2,7.9878535,4.286501
human3_lib1.final_cell_0084,acinar,inDrop,9.964237,3.8711407
human1_lib3.final_cell_0143,acinar,inDrop,9.089168,0.2602723
human1_lib2.final_cell_0278,acinar,inDrop,6.5434475,1.7370297
human3_lib3.final_cell_0192,acinar,inDrop,11.217096,2.8417516
human3_lib1.final_cell_0082,acinar,inDrop,10.8782425,3.7662282
human3_lib4.final_cell_0029,acinar,inDrop,10.2507515,1.1162468
human1_lib3.final_cell_0447,acinar,inDrop,6.5709105,1.9778455
human3_lib3.final_cell_0453,acinar,inDrop,9.011261,7.3817153
human3_lib3.final_cell_0610,acinar,inDrop,7.6470995,2.2371655
human1_lib2.final_cell_0005,acinar,inDrop,8.625686,1.1806502
human3_lib4.final_cell_0142,acinar,inDrop,10.036382,2.7764003
HP1506401_M8,acinar,smartseq2,7.187536,6.5012136
human3_lib3.final_cell_0203,acinar,inDrop,11.25101,3.0685613
human1_lib3.final_cell_0541,acinar,inDrop,8.387013,-1.504397
human3_lib3.final_cell_0029,acinar,inDrop,10.923686,3.1494904
D28.4_54,acinar,celseq2,6.849303,6.3961024
D28.4_67,acinar,celseq2,6.616224,6.857325
D28.2_87,acinar,celseq2,7.0335765,6.8264832
D28.7_62,acinar,celseq2,6.734933,6.472624
human3_lib1.final_cell_0197,acinar,inDrop,8.802836,1.4042369
HP1508501T2D_D18,acinar,smartseq2,6.998052,5.5983243
human3_lib2.final_cell_0158,acinar,inDrop,10.14105,3.3838959
HP1504101T2D_K19,acinar,smartseq2,6.6819735,5.7132416
human3_lib4.final_cell_0270,acinar,inDrop,8.914963,1.0149162
human3_lib3.final_cell_0096,acinar,inDrop,9.637719,3.2371001
human3_lib3.final_cell_0473,acinar,inDrop,7.4164696,2.3036432
human3_lib4.final_cell_0665,acinar,inDrop,7.420832,1.9932289
human3_lib4.final_cell_0794,acinar,inDrop,7.075253,2.531633
D29.7_49,acinar,celseq2,4.412303,7.1499977
human3_lib2.final_cell_0017,acinar,inDrop,11.047921,3.1356676
human3_lib3.final_cell_0046,acinar,inDrop,10.40153,3.4546084
human3_lib4.final_cell_0063,acinar,inDrop,9.359148,2.3936615
human3_lib3.final_cell_0478,acinar,inDrop,7.3381076,1.6877865
human3_lib4.final_cell_0032,acinar,inDrop,10.255958,2.1718988
human1_lib2.final_cell_0126,acinar,inDrop,7.1606364,2.7460287
HP1506401_C7,acinar,smartseq2,7.028174,5.732646
human3_lib1.final_cell_0078,acinar,inDrop,9.572657,2.8245013
human3_lib4.final_cell_0019,acinar,inDrop,10.397805,0.02159556
human3_lib1.final_cell_0150,acinar,inDrop,10.120635,0.059033677
human3_lib2.final_cell_0102,acinar,inDrop,8.801957,3.405867
human3_lib2.final_cell_0506,acinar,inDrop,7.9562063,2.3412695
human3_lib1.final_cell_0476,acinar,inDrop,9.705744,0.095783375
human3_lib1.final_cell_0603,acinar,inDrop,7.989823,1.6087482
HP1525301T2D_C23,acinar,smartseq2,6.7339683,6.4179974
human3_lib4.final_cell_0064,acinar,inDrop,8.485329,0.3005652
D31.2_53,acinar,celseq2,6.8949676,6.8075967
human3_lib2.final_cell_0049,acinar,inDrop,10.349174,3.8073158
human3_lib2.final_cell_0763,acinar,inDrop,9.663128,0.87255055
human3_lib2.final_cell_0257,acinar,inDrop,7.503863,2.1376653
HP1526901T2D_I12,acinar,smartseq2,6.8477445,6.0196395
human1_lib3.final_cell_0025,acinar,inDrop,10.817495,3.046449
human1_lib3.final_cell_0628,acinar,inDrop,6.7230897,1.6860697
human3_lib4.final_cell_0006,acinar,inDrop,10.250653,1.7461174
human3_lib1.final_cell_0089,acinar,inDrop,9.977905,3.6071048
human3_lib1.final_cell_0419,acinar,inDrop,8.381025,2.3876755
human3_lib4.final_cell_0126,acinar,inDrop,9.847776,3.0000432
human3_lib4.final_cell_0002,acinar,inDrop,10.516076,4.0158434
human3_lib2.final_cell_0039,acinar,inDrop,10.970029,4.4342747
HP1506401_K6,acinar,smartseq2,7.151029,5.7633677
D31.2_87,acinar,celseq2,4.1000323,6.7009506
D30.1_72,acinar,celseq2,5.1197815,7.167131
human3_lib1.final_cell_0025,acinar,inDrop,8.760515,4.744337
human3_lib4.final_cell_0106,acinar,inDrop,10.019265,3.4267883
human3_lib2.final_cell_0023,acinar,inDrop,10.134449,2.9948995
D31.2_26,acinar,celseq2,3.958051,7.278075
HP1502401_M8,acinar,smartseq2,6.489066,6.6702213
human3_lib3.final_cell_0795,acinar,inDrop,10.536574,1.1009259
human3_lib3.final_cell_0006,acinar,inDrop,10.752353,3.6223311
human3_lib1.final_cell_0625,acinar,inDrop,10.1297455,0.99100703
human3_lib4.final_cell_0342,acinar,inDrop,7.845144,0.57086295
HP1506401_B6,acinar,smartseq2,7.22299,6.6507816
D31.6_13,acinar,celseq2,6.3993573,6.851138
human3_lib2.final_cell_0235,acinar,inDrop,9.951322,0.14211552
D31.3_23,acinar,celseq2,3.6372738,7.2740474
HP1502401_K12,acinar,smartseq2,6.359557,6.572515
human3_lib1.final_cell_0698,acinar,inDrop,7.394253,2.098714
human3_lib2.final_cell_0266,acinar,inDrop,10.716101,1.1786304
human3_lib3.final_cell_0664,acinar,inDrop,9.60112,7.2168236
human3_lib2.final_cell_0009,acinar,inDrop,11.1183815,3.6976473
human3_lib1.final_cell_0168,acinar,inDrop,8.996715,2.3137546
HP1504101T2D_I6,acinar,smartseq2,6.484574,5.7723255
human3_lib3.final_cell_0467,acinar,inDrop,8.765235,4.00037
human1_lib3.final_cell_0007,acinar,inDrop,8.513456,0.18317795
human3_lib3.final_cell_0056,acinar,inDrop,10.898753,3.5942817
human3_lib1.final_cell_0484,acinar,inDrop,8.0361395,3.7538002
human3_lib4.final_cell_0074,acinar,inDrop,10.807746,1.8650749
D31.7_9,acinar,celseq2,4.6744742,6.8800497
human3_lib1.final_cell_0732,acinar,inDrop,7.577105,3.1161537
human4_lib1.final_cell_0115,acinar,inDrop,8.381255,-1.2772113
human3_lib4.final_cell_0706,acinar,inDrop,7.384425,1.188012
human3_lib4.final_cell_0445,acinar,inDrop,7.572007,1.8718692
human3_lib2.final_cell_0638,acinar,inDrop,10.636177,3.6637928
human3_lib4.final_cell_0459,acinar,inDrop,10.654626,5.6560645
human3_lib3.final_cell_0042,acinar,inDrop,9.00225,1.1489745
human3_lib1.final_cell_0447,acinar,inDrop,9.916718,1.1393408
human3_lib4.final_cell_0170,acinar,inDrop,9.307456,2.284498
D28.6_74,acinar,celseq2,6.131998,6.8509455
human3_lib4.final_cell_0356,acinar,inDrop,10.870612,1.3865643
human1_lib3.final_cell_0508,acinar,inDrop,8.15256,0.38368794
human3_lib4.final_cell_0662,acinar,inDrop,8.663332,1.0803598
human3_lib3.final_cell_0536,acinar,inDrop,9.260643,0.8967405
human3_lib3.final_cell_0027,acinar,inDrop,10.612896,4.7042937
D31.6_66,acinar,celseq2,6.2873216,7.197555
human3_lib1.final_cell_0349,acinar,inDrop,8.913764,2.8171651
human3_lib4.final_cell_0012,acinar,inDrop,10.0876875,4.3096337
D28.6_4,acinar,celseq2,6.841494,6.7666926
HP1506401_J14,acinar,smartseq2,6.9391074,6.6487174
D28.7_75,acinar,celseq2,4.218809,7.049876
human3_lib1.final_cell_0545,acinar,inDrop,8.876093,0.9925737
D31.1_7,acinar,celseq2,3.7275767,7.163363
human3_lib1.final_cell_0010,acinar,inDrop,10.22519,4.4012227
HP1525301T2D_C14,acinar,smartseq2,6.7513275,6.5351634
human3_lib2.final_cell_0002,acinar,inDrop,9.182554,3.8616803
human3_lib3.final_cell_0078,acinar,inDrop,9.2715025,1.8828489
D31.4_36,acinar,celseq2,6.0019007,6.511141
human3_lib1.final_cell_0015,acinar,inDrop,11.330594,2.7385595
