,Group,Batch,UMAP1,UMAP2
Cell112,Group3,Batch1,-10.946487,-2.2341504
Cell113,Group2,Batch1,3.607111,9.191454
Cell114,Group1,Batch1,-0.5195413,-17.698063
Cell115,Group2,Batch1,3.417057,8.745779
Cell116,Group2,Batch1,4.4423914,7.599918
Cell117,Group2,Batch1,4.823635,8.116866
Cell118,Group4,Batch1,0.57093453,-3.1861637
Cell119,Group3,Batch1,-12.144765,-3.0669472
Cell120,Group4,Batch1,-0.53132814,-6.2559757
Cell121,Group2,Batch1,5.37202,8.581608
Cell122,Group3,Batch1,-10.205103,-2.2975063
Cell123,Group2,Batch1,4.0431576,8.2568445
Cell124,Group2,Batch1,5.926659,8.365819
Cell125,Group2,Batch1,4.5160728,7.186049
Cell126,Group4,Batch1,-0.76706207,-4.969938
Cell127,Group2,Batch1,4.640828,6.12819
Cell128,Group2,Batch1,3.537915,6.960808
Cell129,Group3,Batch1,-12.102831,-3.569282
Cell130,Group4,Batch1,2.062168,-5.521065
Cell131,Group2,Batch1,4.9229307,8.696343
Cell132,Group2,Batch1,4.1762495,6.4745326
Cell133,Group1,Batch1,-0.24610652,-18.07453
Cell134,Group2,Batch1,3.5391924,8.61175
Cell135,Group4,Batch1,1.1728079,-3.5093703
Cell136,Group3,Batch1,-12.113654,-2.6288962
Cell137,Group4,Batch1,-0.21049601,-5.120302
Cell138,Group4,Batch1,0.53690463,-3.232455
Cell139,Group4,Batch1,0.8700467,-4.0866604
Cell140,Group3,Batch1,-11.77568,-2.705074
Cell141,Group3,Batch1,-10.438428,-2.6853764
Cell142,Group3,Batch1,-11.487932,-3.5454547
Cell143,Group4,Batch1,-1.525671,-5.531933
Cell144,Group3,Batch1,-11.945818,-2.8025613
Cell145,Group4,Batch1,0.85227704,-3.5254455
Cell146,Group1,Batch1,0.2235238,-17.814734
Cell147,Group4,Batch1,-1.6993479,-5.1611085
Cell148,Group1,Batch1,-0.94857186,-17.968592
Cell149,Group1,Batch1,-0.8380728,-18.28815
Cell150,Group4,Batch1,0.97080153,-5.146568
Cell151,Group4,Batch1,-0.5602983,-4.743954
Cell152,Group2,Batch1,5.527887,8.361048
Cell153,Group3,Batch1,-12.10709,-3.7930083
Cell154,Group2,Batch1,3.8353689,7.199183
Cell155,Group2,Batch1,3.574872,8.029607
Cell156,Group1,Batch1,-0.82772106,-17.85723
Cell157,Group1,Batch1,0.11254196,-17.577587
Cell158,Group4,Batch1,2.1629097,-4.9582114
Cell159,Group3,Batch1,-9.668838,-3.9647253
Cell160,Group2,Batch1,5.144518,6.8002596
Cell161,Group2,Batch1,2.5877852,8.824698
Cell162,Group4,Batch1,1.1815846,-5.132989
Cell163,Group2,Batch1,3.4089897,7.4292717
Cell164,Group3,Batch1,-10.8000965,-3.35194
Cell165,Group3,Batch1,-10.5573845,-3.939273
Cell166,Group1,Batch1,-0.4673852,-17.730549
Cell167,Group2,Batch1,4.395577,6.5308914
Cell168,Group2,Batch1,2.9028842,7.3377275
Cell169,Group4,Batch1,-0.9363181,-5.982388
Cell170,Group2,Batch1,5.1757903,7.93328
Cell171,Group3,Batch1,-10.321929,-3.145805
Cell172,Group3,Batch1,-11.555209,-3.4522672
Cell173,Group3,Batch1,-10.45116,-4.1937146
Cell174,Group3,Batch1,-11.44995,-3.372693
Cell175,Group2,Batch1,3.589462,8.259575
Cell176,Group3,Batch1,-11.522476,-4.0961213
Cell177,Group2,Batch1,3.928206,6.820788
Cell178,Group2,Batch1,3.7563455,7.178255
Cell179,Group4,Batch1,-0.26785207,-3.943202
Cell180,Group4,Batch1,1.9169636,-5.808868
Cell181,Group2,Batch1,4.4212136,7.37541
Cell182,Group4,Batch1,-0.41538385,-5.2760897
Cell183,Group3,Batch1,-12.751879,-3.0260968
Cell184,Group4,Batch1,-0.051934414,-5.5741806
Cell185,Group3,Batch1,-11.6729355,-3.271742
Cell186,Group4,Batch1,-0.6396371,-4.0697894
Cell187,Group2,Batch1,4.9284997,7.5525036
Cell188,Group3,Batch1,-10.729859,-3.3063378
Cell189,Group2,Batch1,4.8552103,7.3516803
Cell190,Group2,Batch1,3.2761095,8.080381
Cell191,Group4,Batch1,0.26146832,-4.6322093
Cell192,Group2,Batch1,4.582488,7.8649855
Cell193,Group2,Batch1,5.5436797,7.6775527
Cell194,Group4,Batch1,1.9430898,-5.462788
Cell195,Group2,Batch1,6.1650486,7.9990916
Cell196,Group4,Batch1,1.5947669,-5.603207
Cell197,Group2,Batch1,4.2102103,8.184747
Cell198,Group2,Batch1,4.3360815,8.052232
Cell199,Group2,Batch1,2.6313126,7.286465
Cell200,Group3,Batch1,-11.605903,-1.9232965
Cell201,Group4,Batch1,-0.13631919,-6.3322034
Cell202,Group4,Batch1,-0.049942374,-3.5254958
Cell203,Group2,Batch1,3.7645116,6.423203
Cell204,Group3,Batch1,-11.006857,-3.2939389
Cell205,Group1,Batch1,-0.18999457,-17.413965
Cell206,Group2,Batch1,3.3180425,8.064479
Cell207,Group4,Batch1,-0.16692804,-5.2167454
Cell208,Group3,Batch1,-10.736909,-1.9247178
Cell209,Group3,Batch1,-11.805101,-2.6726513
Cell210,Group3,Batch1,-11.103085,-2.1594975
Cell211,Group4,Batch1,-0.8739555,-6.0348234
Cell212,Group4,Batch1,0.30381176,-5.7468624
Cell213,Group4,Batch1,-0.9941249,-4.9252963
Cell214,Group2,Batch1,5.7714567,7.7046943
Cell215,Group4,Batch1,0.056151725,-4.018351
Cell216,Group4,Batch1,-0.0073151733,-5.561921
Cell217,Group2,Batch1,4.641017,7.1214347
Cell218,Group2,Batch1,5.8195863,8.54108
Cell219,Group4,Batch1,1.6486471,-4.0343504
Cell220,Group2,Batch1,3.3692539,7.6254206
Cell221,Group4,Batch1,-0.28961992,-5.5628576
Cell222,Group2,Batch1,3.4731193,6.807647
Cell223,Group4,Batch1,0.86596036,-3.4123507
Cell224,Group4,Batch1,2.1122432,-5.5051
Cell225,Group3,Batch1,-10.595851,-3.073661
Cell226,Group4,Batch1,-0.06950496,-6.4635935
Cell227,Group4,Batch1,-0.91858697,-5.11707
Cell228,Group3,Batch1,-12.044821,-4.317522
Cell229,Group2,Batch1,4.4379773,9.459438
Cell230,Group4,Batch1,0.1045339,-3.4548233
Cell231,Group4,Batch1,2.0150497,-5.3569317
Cell232,Group4,Batch1,-0.28013897,-4.7880497
Cell233,Group4,Batch1,-1.3540623,-5.665315
Cell234,Group4,Batch1,0.7810384,-4.55488
Cell235,Group3,Batch1,-11.12598,-4.284243
Cell236,Group4,Batch1,0.46836212,-5.58028
Cell237,Group4,Batch1,1.4722365,-4.183716
Cell238,Group2,Batch1,3.2184982,8.145245
Cell239,Group4,Batch1,-0.5192087,-3.7781923
Cell240,Group2,Batch1,4.6033998,7.026012
Cell241,Group2,Batch1,5.2912,8.269523
Cell242,Group2,Batch1,2.9115517,7.464179
Cell243,Group3,Batch1,-10.509062,-3.1974537
Cell244,Group2,Batch1,4.280124,6.8838563
Cell245,Group4,Batch1,1.545357,-5.789358
Cell246,Group3,Batch1,-11.011854,-3.4489758
Cell247,Group4,Batch1,-1.1648396,-4.8944817
Cell248,Group4,Batch1,1.2914627,-5.299119
Cell249,Group2,Batch1,4.609713,7.7444124
Cell250,Group4,Batch1,0.16632798,-5.4450097
Cell251,Group4,Batch1,-0.7426807,-6.2677226
Cell252,Group2,Batch1,4.084701,8.556727
Cell253,Group4,Batch1,1.5045842,-3.841191
Cell254,Group2,Batch1,4.6729646,6.3310294
Cell255,Group4,Batch1,0.17485015,-3.6564364
Cell256,Group1,Batch1,-0.58541834,-17.809217
Cell257,Group3,Batch1,-9.842426,-1.907384
Cell258,Group3,Batch1,-10.233675,-3.9549222
Cell259,Group2,Batch1,3.6022155,8.015839
Cell260,Group2,Batch1,3.2054539,8.421361
Cell261,Group2,Batch1,3.01911,6.7880406
Cell262,Group4,Batch1,0.46497673,-3.901554
Cell263,Group1,Batch1,-0.73894507,-18.300983
Cell264,Group4,Batch1,0.84563684,-5.0453305
Cell265,Group2,Batch1,3.827517,8.742815
Cell266,Group2,Batch1,5.249651,7.473829
Cell267,Group3,Batch1,-11.72678,-4.4257584
Cell268,Group4,Batch1,-0.64932084,-5.0641127
Cell269,Group2,Batch1,4.7860923,7.2773037
Cell270,Group3,Batch1,-10.177021,-2.8111765
Cell271,Group4,Batch1,-0.72693056,-4.4511743
Cell272,Group4,Batch1,0.6183799,-4.9424715
Cell273,Group1,Batch1,-0.026402934,-18.077057
Cell274,Group2,Batch1,4.044379,7.3160806
Cell275,Group3,Batch1,-11.025329,-2.8694043
Cell276,Group2,Batch1,5.317658,8.631585
Cell277,Group3,Batch1,-11.779965,-3.111323
Cell278,Group4,Batch1,2.3039074,-4.8351035
Cell279,Group2,Batch1,5.892812,8.099528
Cell280,Group4,Batch1,1.7632992,-6.049687
Cell281,Group3,Batch1,-11.889454,-2.752319
Cell282,Group3,Batch1,-12.443374,-2.711223
Cell283,Group3,Batch1,-11.208185,-2.3309016
Cell284,Group4,Batch1,0.18983456,-3.8031147
Cell285,Group3,Batch1,-10.250712,-2.3054152
Cell286,Group3,Batch1,-11.769436,-4.2616305
Cell287,Group4,Batch1,2.0802426,-4.1144934
Cell288,Group4,Batch1,-0.7126341,-4.836319
Cell289,Group2,Batch1,5.0645366,7.2882166
Cell290,Group3,Batch1,-12.082097,-4.476061
Cell291,Group2,Batch1,3.4586456,6.8798165
Cell292,Group2,Batch1,5.423311,9.218423
Cell293,Group4,Batch1,1.2100606,-5.223084
Cell294,Group2,Batch1,2.6849637,7.759976
Cell295,Group3,Batch1,-12.380835,-2.0775259
Cell296,Group3,Batch1,-10.603939,-2.5974762
Cell297,Group2,Batch1,5.6430736,8.282307
Cell298,Group2,Batch1,5.3294644,7.686265
Cell299,Group4,Batch1,1.0971949,-6.000941
Cell300,Group4,Batch1,0.91317445,-4.1242175
Cell301,Group3,Batch1,-12.389188,-2.194038
Cell302,Group4,Batch1,0.19459945,-4.6935596
Cell303,Group4,Batch1,-0.5384693,-4.3400235
Cell304,Group4,Batch1,0.71488625,-5.6462803
Cell305,Group3,Batch1,-10.056811,-2.6879244
Cell306,Group3,Batch1,-10.952241,-2.578893
Cell307,Group3,Batch1,-10.809432,-3.831118
Cell308,Group4,Batch1,0.47208342,-4.490398
Cell309,Group4,Batch1,-0.38361534,-5.5800567
Cell310,Group3,Batch1,-10.8526125,-4.063974
Cell311,Group4,Batch1,1.0472187,-4.8914785
Cell312,Group2,Batch1,3.8189263,8.400942
Cell313,Group2,Batch1,4.092175,7.950543
Cell314,Group3,Batch1,-12.463598,-2.9031978
Cell315,Group3,Batch1,-11.007055,-3.8912075
Cell316,Group4,Batch1,-0.9851294,-4.5280986
Cell317,Group4,Batch1,0.38055,-5.1838346
Cell318,Group3,Batch1,-11.473508,-3.9883492
Cell319,Group4,Batch1,-1.2079252,-4.843776
Cell320,Group2,Batch1,2.9801154,7.385198
Cell321,Group4,Batch1,-0.21173398,-4.0991974
Cell322,Group4,Batch1,-0.88065946,-6.0578423
Cell323,Group3,Batch1,-11.940962,-3.214531
Cell324,Group2,Batch1,4.714668,8.864682
Cell325,Group2,Batch1,3.7038069,7.717402
Cell326,Group3,Batch1,-10.278533,-2.2637427
Cell327,Group3,Batch1,-10.2187605,-3.799616
Cell328,Group2,Batch1,4.7161126,9.03796
Cell329,Group4,Batch1,0.37607184,-4.7500916
Cell330,Group4,Batch1,2.3165224,-6.2776723
Cell331,Group2,Batch1,3.939648,9.309087
Cell332,Group4,Batch1,0.1784163,-4.925925
Cell333,Group2,Batch1,4.8209414,8.571518
Cell334,Group2,Batch1,4.563224,7.7545457
Cell335,Group2,Batch1,4.281344,6.1311398
Cell336,Group1,Batch1,-0.6583573,-18.08824
Cell337,Group4,Batch1,-0.88624716,-4.3966036
Cell338,Group4,Batch1,-0.6622764,-5.005752
Cell339,Group3,Batch1,-11.195124,-2.6457975
Cell340,Group4,Batch1,-0.62525797,-5.255451
Cell341,Group2,Batch1,5.0417285,6.903229
Cell342,Group1,Batch1,-0.72149307,-17.876812
Cell343,Group2,Batch1,4.7268114,8.642848
Cell344,Group2,Batch1,3.2575305,7.891209
Cell345,Group4,Batch1,0.14740643,-4.9779053
Cell346,Group4,Batch1,0.7513038,-5.430528
Cell347,Group4,Batch1,1.6822178,-3.9916928
Cell348,Group4,Batch1,1.2337103,-4.6744595
Cell349,Group4,Batch1,-0.5362324,-4.5642343
Cell350,Group3,Batch1,-11.078019,-3.299505
Cell351,Group2,Batch1,3.6912053,7.457091
Cell352,Group3,Batch1,-11.660225,-2.2399168
Cell353,Group4,Batch1,-0.07836663,-5.46195
Cell354,Group4,Batch1,1.4901026,-3.7416599
Cell355,Group4,Batch1,2.2344153,-5.539713
Cell356,Group2,Batch1,4.3930225,6.961683
Cell357,Group2,Batch1,5.551813,7.680353
Cell358,Group2,Batch1,3.591573,8.827471
Cell359,Group1,Batch1,-0.23521753,-18.60514
Cell360,Group4,Batch1,0.72341275,-4.9883027
Cell361,Group4,Batch1,-0.7873133,-6.6182165
Cell362,Group4,Batch1,-1.0765374,-6.043775
Cell363,Group4,Batch1,0.92489433,-4.2925606
Cell364,Group3,Batch1,-10.739643,-3.7437453
Cell365,Group4,Batch1,-0.35939476,-5.9681926
Cell366,Group2,Batch1,4.4481025,9.126124
Cell367,Group4,Batch1,-0.8982254,-4.294811
Cell368,Group4,Batch1,0.41541877,-5.5218143
Cell369,Group2,Batch1,3.1792166,8.501131
Cell370,Group2,Batch1,3.8099134,7.0822196
Cell371,Group4,Batch1,-0.241561,-5.829121
Cell372,Group4,Batch1,0.56124794,-4.0119476
Cell373,Group1,Batch1,-0.64510727,-17.710606
Cell374,Group4,Batch1,0.76721877,-5.035823
Cell375,Group4,Batch1,-0.35212317,-4.7157674
Cell376,Group2,Batch1,4.5459213,6.810242
Cell377,Group2,Batch1,3.6174095,7.4401584
Cell378,Group4,Batch1,2.153421,-4.8481417
Cell379,Group3,Batch1,-11.118436,-3.561588
Cell380,Group2,Batch1,2.584336,7.610011
Cell381,Group4,Batch1,0.17316863,-4.6548367
Cell382,Group1,Batch1,-0.19375773,-17.844152
Cell383,Group3,Batch1,-12.249281,-3.0169334
Cell384,Group3,Batch1,-11.689107,-1.7419482
Cell385,Group4,Batch1,0.0030198265,-5.019762
Cell386,Group2,Batch1,3.8018024,7.1484523
Cell387,Group2,Batch1,4.6398478,6.5561767
Cell388,Group4,Batch1,2.5147543,-5.9471273
Cell389,Group4,Batch1,0.76065576,-6.157382
Cell390,Group1,Batch1,0.15831415,-17.48795
Cell391,Group4,Batch1,-0.17662576,-3.3850787
Cell392,Group2,Batch1,3.0689902,8.044871
Cell393,Group2,Batch1,3.8572035,8.699947
Cell394,Group4,Batch1,1.1259075,-4.962935
Cell395,Group4,Batch1,-0.338148,-4.2166147
Cell396,Group3,Batch1,-9.854295,-2.0154881
Cell397,Group4,Batch1,-1.0137936,-6.1867447
Cell398,Group4,Batch1,-1.2162725,-4.5695753
Cell399,Group2,Batch1,4.8327665,8.280883
Cell400,Group4,Batch1,0.00082330836,-4.268323
Cell401,Group3,Batch1,-12.338055,-3.3524404
Cell402,Group3,Batch1,-10.643316,-3.7185416
Cell403,Group2,Batch1,3.882206,8.524611
Cell404,Group2,Batch1,5.280982,9.345052
Cell405,Group3,Batch1,-12.307474,-2.4261029
Cell406,Group4,Batch1,0.8014076,-3.5158896
Cell407,Group2,Batch1,5.1078935,7.8240676
Cell408,Group2,Batch1,5.349528,7.4851284
Cell409,Group3,Batch1,-10.966062,-2.488548
Cell410,Group4,Batch1,-0.60444397,-5.008724
Cell411,Group2,Batch1,3.370268,6.634243
Cell412,Group3,Batch1,-10.191716,-3.023003
Cell413,Group3,Batch1,-10.299668,-2.4429908
Cell414,Group2,Batch1,5.588331,7.510845
Cell415,Group3,Batch1,-11.053494,-2.091247
Cell416,Group2,Batch1,5.198038,8.450601
Cell417,Group4,Batch1,-0.9179256,-5.169369
Cell418,Group4,Batch1,-1.3685123,-5.5356903
Cell419,Group3,Batch1,-12.13136,-3.6902852
Cell420,Group4,Batch1,-0.09263409,-6.495465
Cell421,Group3,Batch1,-10.694523,-4.440284
Cell422,Group4,Batch1,-0.49993238,-4.696083
Cell423,Group3,Batch1,-11.351883,-4.436439
Cell424,Group2,Batch1,3.703207,6.9599457
Cell425,Group4,Batch1,0.037297484,-5.110423
Cell426,Group2,Batch1,3.731142,6.5323434
Cell427,Group2,Batch1,4.395054,8.410772
Cell428,Group3,Batch1,-11.407651,-3.132944
Cell429,Group3,Batch1,-12.361348,-3.1058793
Cell430,Group1,Batch1,-0.26760238,-18.093895
Cell431,Group3,Batch1,-12.041739,-4.5088987
Cell432,Group4,Batch1,1.3869721,-4.690852
Cell433,Group4,Batch1,-0.40388715,-4.7901783
Cell434,Group4,Batch1,-0.8774122,-6.29189
Cell435,Group2,Batch1,5.428066,7.3742237
Cell436,Group3,Batch1,-11.1419325,-4.467247
Cell437,Group4,Batch1,0.60067666,-4.319763
Cell438,Group2,Batch1,4.8897886,6.6617937
Cell439,Group1,Batch1,-0.43966767,-18.31051
Cell440,Group3,Batch1,-10.636085,-4.4534106
Cell441,Group3,Batch1,-11.998427,-2.9702702
Cell442,Group3,Batch1,-11.621547,-2.848954
Cell443,Group4,Batch1,1.297993,-4.542654
Cell444,Group4,Batch1,1.9792073,-4.3719063
Cell445,Group4,Batch1,2.541207,-6.029432
Cell446,Group3,Batch1,-10.964567,-3.5380476
Cell447,Group2,Batch1,5.326895,8.908044
Cell448,Group4,Batch1,0.8140798,-4.2601504
Cell449,Group4,Batch1,-1.3271497,-5.4598184
Cell450,Group3,Batch1,-9.704159,-3.7340543
Cell451,Group4,Batch1,0.4741993,-5.6154017
Cell452,Group3,Batch1,-12.220046,-2.6788418
Cell453,Group2,Batch1,2.5710464,8.494291
Cell454,Group2,Batch1,3.8305879,9.160111
Cell455,Group4,Batch1,1.7437736,-6.492227
Cell456,Group3,Batch1,-10.737719,-4.394799
Cell457,Group1,Batch1,0.056088004,-18.02166
Cell458,Group4,Batch1,-0.04609404,-6.117443
Cell459,Group4,Batch1,1.9317989,-6.0344634
Cell460,Group4,Batch1,0.83173525,-7.260549
Cell461,Group4,Batch1,-0.44827038,-4.4169264
Cell462,Group4,Batch1,0.22046313,-6.3902054
Cell463,Group4,Batch1,0.63565,-6.1340685
Cell464,Group1,Batch1,-0.683572,-18.213688
Cell465,Group4,Batch1,0.7292938,-6.9335155
Cell466,Group3,Batch1,-10.338379,-4.4178042
Cell467,Group4,Batch1,0.017060358,-5.332102
Cell468,Group4,Batch1,0.93503803,-5.3641424
Cell469,Group4,Batch1,-0.27549076,-3.2120538
Cell470,Group3,Batch1,-11.268352,-1.4940587
Cell471,Group3,Batch1,-12.115477,-2.9379854
Cell472,Group2,Batch1,2.935358,8.469799
Cell473,Group3,Batch1,-11.18682,-4.350927
Cell474,Group3,Batch1,-11.142168,-4.283977
Cell475,Group3,Batch1,-10.930091,-4.0447383
Cell476,Group4,Batch1,-0.41296035,-5.385929
Cell477,Group4,Batch1,1.0463061,-6.5605
Cell478,Group2,Batch1,3.6043012,7.0404515
Cell479,Group3,Batch1,-11.996751,-3.685014
Cell480,Group4,Batch1,0.02882856,-4.585489
Cell481,Group4,Batch1,1.6995548,-5.3921895
Cell482,Group2,Batch1,4.7965536,7.4054604
Cell483,Group3,Batch1,-12.100595,-2.6183574
Cell484,Group4,Batch1,1.4319634,-5.377369
Cell485,Group4,Batch1,1.0515894,-4.9076757
Cell486,Group3,Batch1,-9.716375,-3.6688719
Cell487,Group3,Batch1,-11.469968,-1.7919956
Cell488,Group4,Batch1,2.628487,-5.9033647
Cell489,Group2,Batch1,5.3337154,7.5937905
Cell490,Group3,Batch1,-10.61258,-3.6332722
Cell491,Group2,Batch1,4.331685,7.7848387
Cell492,Group4,Batch1,-1.3454583,-4.720762
Cell493,Group3,Batch1,-10.158957,-2.6783075
Cell494,Group1,Batch1,-0.23584348,-17.325146
Cell495,Group3,Batch1,-10.782574,-3.611865
Cell496,Group4,Batch1,0.29663622,-4.201834
Cell497,Group2,Batch1,4.1044655,9.170019
Cell498,Group2,Batch1,3.486113,8.517543
Cell499,Group4,Batch1,-0.12642272,-4.1747947
Cell500,Group2,Batch1,2.9544375,7.4141173
Cell501,Group2,Batch2,2.7304878,7.8376412
Cell502,Group4,Batch2,2.3832362,-5.4406934
Cell503,Group2,Batch2,5.082279,8.521861
Cell504,Group4,Batch2,0.117320284,-5.0897636
Cell505,Group4,Batch2,-0.023283334,-4.5529265
Cell506,Group2,Batch2,3.9431093,8.099656
Cell507,Group4,Batch2,1.3448546,-5.630952
Cell508,Group3,Batch2,-11.850882,-3.2693706
Cell509,Group3,Batch2,-10.735957,-3.0387037
Cell510,Group4,Batch2,-0.49193105,-4.9563365
Cell511,Group3,Batch2,-9.771673,-3.1766255
Cell512,Group2,Batch2,4.4514236,8.68495
Cell513,Group4,Batch2,2.0621014,-5.1201487
Cell514,Group4,Batch2,0.24168558,-5.394428
Cell515,Group2,Batch2,2.5531075,6.8928223
Cell516,Group2,Batch2,4.250825,9.521025
Cell517,Group4,Batch2,0.1744591,-4.5590987
Cell518,Group2,Batch2,5.61251,7.525428
Cell519,Group3,Batch2,-11.205791,-4.361143
Cell520,Group4,Batch2,-0.20567395,-3.2999198
Cell521,Group4,Batch2,0.20552333,-5.7980003
Cell522,Group4,Batch2,-0.92093027,-6.4742413
Cell523,Group4,Batch2,-0.00061303214,-3.1367474
Cell524,Group2,Batch2,3.8524027,8.169178
Cell525,Group2,Batch2,3.5399916,8.406186
Cell526,Group3,Batch2,-10.60985,-3.5153275
Cell527,Group1,Batch2,-0.68505204,-17.806814
Cell528,Group3,Batch2,-12.105977,-3.797451
Cell529,Group2,Batch2,5.762714,8.508666
Cell530,Group4,Batch2,-0.43751612,-5.174572
Cell531,Group3,Batch2,-11.302435,-1.9265329
