,Group,Batch,UMAP1,UMAP2
Cell259,Group2,Batch1,6.3288937,3.8316047
Cell260,Group2,Batch1,5.458635,4.0480666
Cell261,Group2,Batch1,7.5231643,3.694072
Cell262,Group4,Batch1,-6.5400352,-4.071693
Cell263,Group1,Batch1,-14.026907,1.9627936
Cell264,Group4,Batch1,-4.1060896,-4.8861494
Cell265,Group2,Batch1,6.6538134,4.8048625
Cell266,Group2,Batch1,5.52487,4.096759
Cell267,Group3,Batch1,-5.892343,7.45114
Cell268,Group4,Batch1,-4.796535,-4.8740196
Cell269,Group2,Batch1,7.334545,3.4482179
Cell270,Group3,Batch1,-6.773469,5.8696866
Cell271,Group4,Batch1,-5.046596,-3.6693416
Cell272,Group4,Batch1,-5.7434983,-3.8846397
Cell273,Group1,Batch1,-13.487824,1.7244719
Cell274,Group2,Batch1,7.007208,3.422713
Cell275,Group3,Batch1,-5.846726,6.367527
Cell276,Group2,Batch1,7.2849994,4.2933135
Cell277,Group3,Batch1,-7.1718636,7.692646
Cell278,Group4,Batch1,-5.6098266,-3.6330328
Cell279,Group2,Batch1,6.5443053,4.4229994
Cell280,Group4,Batch1,-5.6774154,-4.3471656
Cell281,Group3,Batch1,-5.7879815,7.2756996
Cell282,Group3,Batch1,-5.4786105,6.340503
Cell283,Group3,Batch1,-6.4413037,6.7980213
Cell284,Group4,Batch1,-5.388348,-4.0936174
Cell285,Group3,Batch1,-5.9144535,7.659706
Cell286,Group3,Batch1,-5.7607393,7.6122513
Cell287,Group4,Batch1,-7.9070697,-5.0812593
Cell288,Group4,Batch1,-6.4235964,-4.8845506
Cell289,Group2,Batch1,6.2236104,2.6102006
Cell290,Group3,Batch1,-6.8891716,7.7489085
Cell291,Group2,Batch1,7.290783,4.3818107
Cell292,Group2,Batch1,4.688266,3.8486707
Cell293,Group4,Batch1,-5.9675245,-3.750775
Cell294,Group2,Batch1,5.501641,4.0366464
Cell295,Group3,Batch1,-6.3789377,8.025507
Cell296,Group3,Batch1,-6.782536,7.146104
Cell297,Group2,Batch1,7.1104417,3.0626588
Cell298,Group2,Batch1,7.213489,4.2586555
Cell299,Group4,Batch1,-4.425547,-4.4652834
Cell300,Group4,Batch1,-5.5496655,-4.0201426
Cell301,Group3,Batch1,-5.4012904,7.429184
Cell302,Group4,Batch1,-4.8128276,-5.039083
Cell303,Group4,Batch1,-6.5974627,-5.3377767
Cell304,Group4,Batch1,-5.4108677,-4.6869955
Cell305,Group3,Batch1,-6.195709,8.009126
Cell306,Group3,Batch1,-5.640227,7.798234
Cell307,Group3,Batch1,-5.6786823,7.1667066
Cell308,Group4,Batch1,-5.5339227,-3.756865
Cell309,Group4,Batch1,-5.1984224,-3.6676888
Cell310,Group3,Batch1,-6.6244845,7.2539577
Cell311,Group4,Batch1,-4.875068,-5.421384
Cell312,Group2,Batch1,5.2712374,3.6969619
Cell313,Group2,Batch1,6.8040104,4.457466
Cell314,Group3,Batch1,-6.08087,8.16968
Cell315,Group3,Batch1,-5.327565,6.8773694
Cell316,Group4,Batch1,-6.157959,-3.4816577
Cell317,Group4,Batch1,-4.941632,-3.9353406
Cell318,Group3,Batch1,-5.4144044,7.7436504
Cell319,Group4,Batch1,-5.7989793,-4.5450835
Cell320,Group2,Batch1,6.2235956,4.598922
Cell321,Group4,Batch1,-5.5616803,-3.2448366
Cell322,Group4,Batch1,-5.5173345,-4.21587
Cell323,Group3,Batch1,-5.6694517,7.333853
Cell324,Group2,Batch1,7.7744274,3.136526
Cell325,Group2,Batch1,5.856736,4.307916
Cell326,Group3,Batch1,-5.853053,7.056057
Cell327,Group3,Batch1,-4.975571,7.1693597
Cell328,Group2,Batch1,6.2177777,4.7436495
Cell329,Group4,Batch1,-4.2556987,-4.770348
Cell330,Group4,Batch1,-5.202516,-4.843788
Cell331,Group2,Batch1,6.829448,4.6531677
Cell332,Group4,Batch1,-5.082772,-4.2233753
Cell333,Group2,Batch1,7.2634554,3.8122287
Cell334,Group2,Batch1,6.8803487,3.6388285
Cell335,Group2,Batch1,6.919615,4.4225984
Cell336,Group1,Batch1,-14.552557,1.9234414
Cell337,Group4,Batch1,-6.0015216,-3.3272245
Cell338,Group4,Batch1,-4.4733653,-4.2567706
Cell339,Group3,Batch1,-6.1319575,7.1442285
Cell340,Group4,Batch1,-5.655091,-4.4931083
Cell341,Group2,Batch1,6.615829,4.1820526
Cell342,Group1,Batch1,-14.050928,1.225891
Cell343,Group2,Batch1,7.5168805,4.2525887
Cell344,Group2,Batch1,7.0778,2.3855212
Cell345,Group4,Batch1,-4.373431,-3.5893931
Cell346,Group4,Batch1,-4.7217364,-3.9044604
Cell347,Group4,Batch1,-5.690648,-3.782409
Cell348,Group4,Batch1,-7.24903,-5.3138824
Cell349,Group4,Batch1,-6.601154,-4.119304
Cell350,Group3,Batch1,-6.0959272,7.9041395
Cell351,Group2,Batch1,5.993793,3.3303006
Cell352,Group3,Batch1,-6.3571844,6.364278
Cell353,Group4,Batch1,-5.327103,-3.9239068
Cell354,Group4,Batch1,-4.57007,-4.872194
Cell355,Group4,Batch1,-4.8658524,-3.8208852
Cell356,Group2,Batch1,7.3205185,4.0502815
Cell357,Group2,Batch1,6.35002,3.976949
Cell358,Group2,Batch1,7.557941,3.655805
Cell359,Group1,Batch1,-14.148313,1.425131
Cell360,Group4,Batch1,-4.5414124,-4.131652
Cell361,Group4,Batch1,-5.110724,-4.426313
Cell362,Group4,Batch1,-5.818361,-3.9110236
Cell363,Group4,Batch1,-4.991699,-4.859575
Cell364,Group3,Batch1,-5.8560786,7.7784233
Cell365,Group4,Batch1,-5.740527,-4.1909847
Cell366,Group2,Batch1,6.816998,4.583489
Cell367,Group4,Batch1,-4.909547,-4.180124
Cell368,Group4,Batch1,-4.7865205,-5.2850866
Cell369,Group2,Batch1,6.6555185,2.3471942
Cell370,Group2,Batch1,6.216069,4.6236777
Cell371,Group4,Batch1,-5.095055,-3.832828
Cell372,Group4,Batch1,-5.6722956,-5.00763
Cell373,Group1,Batch1,-13.748614,1.7132014
Cell374,Group4,Batch1,-5.1039877,-3.6559453
Cell375,Group4,Batch1,-4.7551465,-3.978597
Cell376,Group2,Batch1,6.1267414,4.3391514
Cell377,Group2,Batch1,7.2978344,4.1796923
Cell378,Group4,Batch1,-5.16669,-5.158441
Cell379,Group3,Batch1,-5.408719,7.8045835
Cell380,Group2,Batch1,7.048209,4.0128837
Cell381,Group4,Batch1,-5.262158,-5.2560663
Cell382,Group1,Batch1,-13.742455,2.021737
Cell383,Group3,Batch1,-7.8195734,5.9900694
Cell384,Group3,Batch1,-5.6351266,7.697414
Cell385,Group4,Batch1,-6.85124,-4.4475365
Cell386,Group2,Batch1,7.123176,4.6526346
Cell387,Group2,Batch1,6.814981,2.4125855
Cell388,Group4,Batch1,-4.324233,-5.088542
Cell389,Group4,Batch1,-4.3978734,-4.487525
Cell390,Group1,Batch1,-13.960788,1.4728878
Cell391,Group4,Batch1,-5.2793965,-4.3912554
Cell392,Group2,Batch1,7.1642084,4.607749
Cell393,Group2,Batch1,6.97185,4.0500765
Cell394,Group4,Batch1,-4.8937936,-3.8133612
Cell395,Group4,Batch1,-6.337837,-5.011976
Cell396,Group3,Batch1,-5.90765,5.7426853
Cell397,Group4,Batch1,-7.091966,-3.946409
Cell398,Group4,Batch1,-4.820916,-5.301961
Cell399,Group2,Batch1,7.3300767,3.5029378
Cell400,Group4,Batch1,-4.4309673,-4.4514017
Cell401,Group3,Batch1,-6.9321218,7.169881
Cell402,Group3,Batch1,-6.328172,7.699044
Cell403,Group2,Batch1,7.2386518,4.217757
Cell404,Group2,Batch1,7.7922907,4.0845184
Cell405,Group3,Batch1,-5.642877,5.5205107
Cell406,Group4,Batch1,-5.186575,-3.8027105
Cell407,Group2,Batch1,5.7065535,4.553166
Cell408,Group2,Batch1,7.835047,4.322003
Cell409,Group3,Batch1,-6.0200176,7.6859655
Cell410,Group4,Batch1,-4.675736,-4.2394657
Cell411,Group2,Batch1,7.759991,3.6184292
Cell412,Group3,Batch1,-5.59338,8.037227
Cell413,Group3,Batch1,-6.040106,7.265
Cell414,Group2,Batch1,7.2918563,3.7649474
Cell415,Group3,Batch1,-5.526757,7.656232
Cell416,Group2,Batch1,5.824168,4.4092355
Cell417,Group4,Batch1,-6.75665,-5.819939
Cell418,Group4,Batch1,-7.0189657,-4.4842396
Cell419,Group3,Batch1,-6.1500998,6.8808613
Cell420,Group4,Batch1,-5.998289,-5.155935
Cell421,Group3,Batch1,-5.884923,6.581729
Cell422,Group4,Batch1,-6.397928,-3.9970806
Cell423,Group3,Batch1,-6.164575,6.485692
Cell424,Group2,Batch1,6.812628,4.282666
Cell425,Group4,Batch1,-4.3779416,-4.057778
Cell426,Group2,Batch1,6.5205183,3.604198
Cell427,Group2,Batch1,6.407664,4.296123
Cell428,Group3,Batch1,-5.8680286,7.077492
Cell429,Group3,Batch1,-6.0704837,7.3957005
Cell430,Group1,Batch1,-14.689217,1.4601419
Cell431,Group3,Batch1,-6.1024055,5.6964526
Cell432,Group4,Batch1,-4.693489,-4.1354985
Cell433,Group4,Batch1,-6.4878488,-6.647544
Cell434,Group4,Batch1,-5.571247,-4.480799
Cell435,Group2,Batch1,5.5737514,2.0814567
Cell436,Group3,Batch1,-5.8588576,6.8598766
Cell437,Group4,Batch1,-4.862547,-3.6876216
Cell438,Group2,Batch1,5.416349,3.3365898
Cell439,Group1,Batch1,-13.569819,1.2526793
Cell440,Group3,Batch1,-7.3401194,7.2964644
Cell441,Group3,Batch1,-5.81797,6.4546046
Cell442,Group3,Batch1,-5.5881753,7.7960324
Cell443,Group4,Batch1,-5.255975,-4.7480593
Cell444,Group4,Batch1,-4.4534836,-5.426149
Cell445,Group4,Batch1,-4.287095,-4.1950517
Cell446,Group3,Batch1,-6.867516,5.4439
Cell447,Group2,Batch1,6.1172276,3.574616
Cell448,Group4,Batch1,-4.1393695,-4.694661
Cell449,Group4,Batch1,-5.8414836,-4.351806
Cell450,Group3,Batch1,-5.386271,7.2102027
Cell451,Group4,Batch1,-5.2108545,-3.5797706
Cell452,Group3,Batch1,-7.7143292,5.7895823
Cell453,Group2,Batch1,4.787924,2.5608597
Cell454,Group2,Batch1,6.7993336,4.8536897
Cell455,Group4,Batch1,-3.8555028,-4.929802
Cell456,Group3,Batch1,-6.258575,5.257965
Cell457,Group1,Batch1,-13.721105,1.9414383
Cell458,Group4,Batch1,-4.6575036,-4.815569
Cell459,Group4,Batch1,-5.461074,-5.0114837
Cell460,Group4,Batch1,-5.18913,-5.4708977
Cell461,Group4,Batch1,-7.6619787,-4.7730484
Cell462,Group4,Batch1,-5.081566,-4.054492
Cell463,Group4,Batch1,-5.4838743,-3.415646
Cell464,Group1,Batch1,-13.640164,2.237172
Cell465,Group4,Batch1,-7.4988523,-3.4933271
Cell466,Group3,Batch1,-7.412386,6.4052153
Cell467,Group4,Batch1,-5.367662,-4.1409297
Cell468,Group4,Batch1,-5.3775268,-4.5580425
Cell469,Group4,Batch1,-4.4299116,-5.1434903
Cell470,Group3,Batch1,-5.2456045,7.085959
Cell471,Group3,Batch1,-6.392677,7.8152976
Cell472,Group2,Batch1,7.5307417,2.9688685
Cell473,Group3,Batch1,-5.6210856,6.58133
Cell474,Group3,Batch1,-6.083122,5.230186
Cell475,Group3,Batch1,-7.625027,7.575169
Cell476,Group4,Batch1,-5.5309076,-3.959748
Cell477,Group4,Batch1,-4.5399947,-4.8615775
Cell478,Group2,Batch1,6.210772,3.7183378
Cell479,Group3,Batch1,-6.35802,7.625167
Cell480,Group4,Batch1,-4.7135077,-5.0062294
Cell481,Group4,Batch1,-5.034903,-4.7686043
Cell482,Group2,Batch1,7.147625,4.0203195
Cell483,Group3,Batch1,-6.01914,7.1783695
Cell484,Group4,Batch1,-8.058628,-5.640395
Cell485,Group4,Batch1,-4.836977,-4.7051187
Cell486,Group3,Batch1,-7.35347,7.7808485
Cell487,Group3,Batch1,-5.1845646,7.5336
Cell488,Group4,Batch1,-4.966921,-4.4301653
Cell489,Group2,Batch1,6.9825373,2.8154755
Cell490,Group3,Batch1,-5.403575,7.919334
Cell491,Group2,Batch1,7.769868,3.8172934
Cell492,Group4,Batch1,-5.25818,-3.4642015
Cell493,Group3,Batch1,-5.6353273,6.516273
Cell494,Group1,Batch1,-14.304693,1.8114494
Cell495,Group3,Batch1,-7.394597,5.575487
Cell496,Group4,Batch1,-4.252135,-4.3560114
Cell497,Group2,Batch1,6.896485,3.6366563
Cell498,Group2,Batch1,6.014747,4.490125
Cell499,Group4,Batch1,-5.1748047,-4.4479613
Cell500,Group2,Batch1,7.3325243,3.650352
Cell501,Group2,Batch2,6.557406,2.2622287
Cell502,Group4,Batch2,-5.8173203,-6.7123885
Cell503,Group2,Batch2,6.47637,2.8854618
Cell504,Group4,Batch2,-4.2206106,-4.165118
Cell505,Group4,Batch2,-4.767011,-5.8178124
Cell506,Group2,Batch2,6.9537187,3.003613
Cell507,Group4,Batch2,-5.88386,-5.9866805
Cell508,Group3,Batch2,-7.6171227,7.232399
Cell509,Group3,Batch2,-6.4134164,5.7455
Cell510,Group4,Batch2,-5.512427,-5.658117
Cell511,Group3,Batch2,-6.4816823,8.058009
Cell512,Group2,Batch2,6.631548,1.9049839
Cell513,Group4,Batch2,-5.166207,-6.6885757
Cell514,Group4,Batch2,-6.7806215,-4.0288134
Cell515,Group2,Batch2,7.7336044,3.0579288
Cell516,Group2,Batch2,7.20369,3.3409345
Cell517,Group4,Batch2,-6.8654757,-6.122527
Cell518,Group2,Batch2,6.2425575,3.609675
Cell519,Group3,Batch2,-6.396411,7.610372
Cell520,Group4,Batch2,-6.7797365,-5.574639
Cell521,Group4,Batch2,-4.886726,-5.407812
Cell522,Group4,Batch2,-5.58556,-5.8045254
Cell523,Group4,Batch2,-5.014169,-6.6322703
Cell524,Group2,Batch2,6.948859,2.6438348
Cell525,Group2,Batch2,7.8961697,3.273628
Cell526,Group3,Batch2,-6.8916564,7.7037005
Cell527,Group1,Batch2,-13.554392,1.6021351
Cell528,Group3,Batch2,-6.052756,5.7115803
Cell529,Group2,Batch2,6.395899,3.439425
Cell530,Group4,Batch2,-5.9847965,-5.6826034
Cell531,Group3,Batch2,-6.2602167,6.959994
Cell532,Group4,Batch2,-4.6980376,-4.022203
Cell533,Group1,Batch2,-14.03086,1.9015341
